Points Earnning,Style,Color,Pattern Type,Length,Type,Neckline,Sleeve Length,Sleeve Type,Placket Type,Season,Material,Fabric,Sheer,Fit Type,Closure Type,Waist Line,Body,Bottom Type,Item Name,Price,Placket,Belt,Hem Shaped,Top Type,num_image_ratings,Classification
25,9,5,93,1,38,15,3,6,2,2,24,3,0,3,6,2,1,4,SHEIN Velvet O-ring Zip Up Hoodie and Joggers Set,21.0,1,1,4,4,2056,1
24,9,10,93,1,38,15,3,13,2,2,24,3,0,3,6,2,1,4,SHEIN Velvet O-ring Zip Up Hoodie and Joggers Set,20.0,1,1,4,4,2056,1
25,9,13,93,1,38,15,3,6,2,2,24,3,0,3,6,2,1,4,SHEIN Velvet O-ring Zip Up Jacket and Sweatpants Set,21.0,1,1,4,2,2056,1
23,2,24,93,5,63,24,3,13,2,4,5,1,0,0,1,2,1,4,Bleach Wash High-Rise Wide Leg Jeans,19.0,1,1,4,4,6190,1
24,2,7,93,5,63,24,3,13,2,4,5,1,0,0,1,2,1,4,High Waisted Distressed Baggy Jeans Without Bag,20.0,1,1,4,4,6190,1
24,2,16,93,5,63,24,3,13,2,4,5,1,0,0,1,2,1,4,High Waisted Ripped Wide Leg Jeans,20.0,1,1,4,4,6190,1
4,2,51,36,1,38,24,5,12,2,8,3,3,0,5,6,2,1,4,SHEIN Letter and Angel Print Raglan Sleeve Tee,3.99,1,1,4,4,4044,1
6,2,51,36,1,38,24,0,12,2,8,3,3,0,5,6,2,1,4,SHEIN Letter and Angel Print Raglan Sleeve Tee,4.99,1,1,4,4,4044,1
4,2,51,74,1,38,24,5,12,2,8,3,3,0,3,6,2,1,4,SHEIN Raglan Sleeve Letter and Angel Print Crop Top,3.99,1,1,4,4,4044,1
6,2,51,36,1,38,24,0,12,2,8,3,3,0,5,6,2,1,4,SHEIN Angel and Letter Graphic Raglan Sleeve Tee,4.99,1,1,4,4,4044,1
6,2,51,74,1,38,24,5,12,2,8,3,3,0,5,6,2,1,4,SHEIN Letter and Angel Print Raglan Sleeve Tee,4.99,1,1,4,4,4044,1
6,2,51,74,1,38,24,5,12,2,8,3,3,0,5,6,2,1,4,SHEIN Letter and Angel Print Raglan Sleeve Tee,4.99,1,1,4,4,4044,1
4,2,5,64,1,10,28,3,13,2,8,3,3,0,5,6,2,1,4,SHEIN Rhinestone Wing Crop Cami Top,4.0,1,1,4,4,1556,1
4,2,53,64,1,10,28,3,13,2,8,3,3,0,5,6,2,1,4,SHEIN Rhinestone Heart Graphic Cropped Cami Top,4.0,1,1,4,4,1556,1
4,2,53,64,1,10,28,3,13,2,8,3,3,0,5,6,2,1,4,SHEIN Rhinestone Wing Crop Cami Top,4.0,1,1,4,4,1556,1
4,2,38,64,1,10,28,3,13,2,8,3,3,0,5,6,2,1,4,SHEIN Rhinestone Wing Crop Cami Top,4.0,1,1,4,4,1556,1
7,2,10,93,1,38,38,3,13,2,6,19,3,0,5,6,2,1,4,SHEIN Ruched Self-Tie Bodice Crop Top,5.99,1,1,4,4,4484,1
7,2,51,93,1,38,30,3,13,2,6,19,3,0,5,6,2,1,4,SHEIN Tie Front Ruched Bust Crop Top,5.99,1,1,4,4,4484,1
7,2,5,93,1,38,30,3,13,2,4,19,3,0,5,6,2,1,4,SHEIN Tie Neck Ruched Bust Crop Top,5.99,1,1,4,4,4484,1
7,2,18,93,1,38,30,3,13,2,4,19,3,0,5,6,2,1,4,SHEIN Tie Neck Ruched Bust Crop Top,5.99,1,1,4,4,4484,1
7,2,1,93,1,38,38,3,13,2,6,19,3,0,5,6,2,1,4,SHEIN Ruched Self-Tie Bodice Crop Top,5.99,1,1,4,4,4484,1
7,2,3,93,1,38,38,3,13,2,6,19,3,0,5,6,2,1,4,SHEIN Ruched Self-Tie Bodice Crop Top,5.99,1,1,4,4,8966,1
19,5,32,91,2,42,24,3,13,2,2,19,3,0,4,6,2,1,4,SHEIN High Waist Zipper Side Plaid Pants,16.0,1,1,4,4,886,1
19,5,6,91,5,42,24,3,13,2,7,19,3,0,4,6,2,1,4,SHEIN High Waist Zipper Side Plaid Pants,16.0,1,1,4,4,886,1
4,2,51,93,1,38,39,0,13,1,8,18,3,0,5,6,2,1,4,SHEIN Button Front Crop Top,3.99,1,1,4,4,9908,1
4,2,38,93,1,38,39,0,13,1,8,18,3,0,5,6,2,1,4,SHEIN Button Front Crop Top,3.99,1,1,4,4,9906,1
4,2,52,93,1,38,39,0,13,1,8,18,3,0,5,6,2,1,4,SHEIN Buttoned Front Crop Top,3.99,1,1,4,4,9906,1
4,2,39,93,1,38,39,5,13,1,8,18,3,0,5,6,2,1,4,SHEIN Button Front Crop Top,3.99,1,1,4,4,9906,1
4,2,2,93,1,38,39,0,13,1,8,18,3,0,5,6,2,1,4,SHEIN Buttoned Front Crop Top,3.99,1,1,4,4,9906,1
4,2,10,93,1,38,39,0,13,1,8,18,3,0,5,6,2,1,4,SHEIN Buttoned Front Crop Top,3.99,1,1,4,4,9906,1
18,2,51,93,1,38,36,3,13,2,6,18,3,0,5,6,2,1,4,SHEIN Drawstring Ruched Front Bustier Crop Top,14.99,1,1,4,4,371,0
18,2,18,93,1,38,36,3,13,2,6,18,3,0,5,6,2,1,4,SHEIN Drawstring Ruched Front Bustier Crop Top,14.99,1,1,4,4,371,0
0,2,31,93,1,38,36,3,13,2,6,18,3,0,5,6,2,1,4,SHEIN Drawstring Ruched Front Bustier Crop Top,14.99,1,1,4,4,371,0
21,2,5,93,1,38,36,3,13,2,6,18,3,0,5,6,2,1,4,SHEIN Drawstring Ruched Front Bustier Crop Top,17.99,1,1,4,4,371,0
18,2,37,93,1,38,36,3,13,2,6,18,3,0,5,6,2,1,4,SHEIN Drawstring Ruched Front Bustier Crop Top,14.99,1,1,4,4,371,0
18,2,2,93,1,38,36,3,13,2,6,18,3,0,5,6,2,1,4,SHEIN Drawstring Ruched Front Bustier Crop Top,14.99,1,1,4,4,371,0
69,6,4,93,7,16,17,3,6,2,9,7,1,0,3,6,2,1,4,Open Front Fuzzy Coat,57.0,1,1,4,4,23,0
17,5,32,68,10,18,39,5,7,2,8,18,3,0,3,6,2,1,4,SHEIN Leopard Print Self-Tie Mini Wrap Dress,14.0,1,1,9,4,653,0
15,5,32,68,10,18,39,5,7,2,8,18,3,0,3,6,2,1,4,SHEIN Leopard Tie Front Ruffle Hem Dress,13.0,1,1,9,4,653,0
15,5,32,68,10,18,39,5,7,2,8,18,3,0,3,6,2,1,4,SHEIN Leopard Tie Front Ruffle Hem Dress,13.0,1,1,9,4,653,0
23,2,4,93,1,30,26,7,13,2,4,0,3,0,3,6,2,1,4,Crop Sweater Top With Knit Pants,19.0,1,1,4,4,448,0
6,2,5,69,9,38,32,3,13,2,6,19,3,0,5,6,2,1,4,SHEIN Letter Graphic Mesh Yoke Fitted Top,4.99,1,1,4,4,1023,1
7,2,10,69,9,38,32,3,13,2,4,19,3,0,5,6,2,1,4,SHEIN Letter Graphic Mesh Yoke Fitted Top,5.99,1,1,4,4,1023,1
5,2,41,69,9,38,32,3,13,2,6,19,3,0,5,6,2,1,4,SHEIN Letter Graphic Mesh Yoke Fitted Top,4.49,1,1,4,4,1023,1
20,2,5,93,5,38,24,3,13,2,0,3,3,0,3,4,2,1,4,SHEIN Slant Pocket Solid Sweatpants,17.0,1,1,4,4,465,0
17,2,0,91,5,60,5,3,6,1,4,18,1,0,3,6,2,1,4,Drop Shoulder Plaid Longline Blouse,14.0,1,1,4,4,10,0
26,2,5,93,9,29,15,3,13,2,9,16,1,0,3,6,2,1,4,SHEIN Zipper Front Solid Puffer Jacket,22.0,3,1,4,4,521,0
4,2,53,69,9,38,24,5,13,2,8,3,3,0,3,6,2,1,4,SHEIN Letter Graphic Tee,3.99,1,1,4,4,466,0
4,2,5,93,1,38,21,3,13,2,6,3,3,0,5,6,2,1,4,SHEIN Ribbed One-Shoulder Crop Top,3.99,1,1,4,4,1032,1
18,9,32,20,9,66,5,3,12,2,4,18,1,0,1,6,2,1,4,SHEIN Raglan Sleeve Wind Jacket,15.0,3,1,4,4,191,0
4,2,32,33,1,38,30,0,13,2,8,18,3,0,5,6,2,1,4,SHEIN Ditsy Floral Ruched Self-Tie Crop Top,3.99,1,1,4,4,246,0
15,5,51,93,10,18,36,5,11,2,8,3,1,0,3,6,4,1,4,Frill Trim Tie Front Crinkle Dress,13.0,1,1,7,4,3693,1
12,8,20,40,8,10,28,7,13,2,8,18,1,0,3,6,4,1,4,SHEIN Crisscross Tie Back Split Hem Jacquard Slip Dress,10.0,1,1,7,4,108,0
17,5,5,93,8,35,35,7,13,2,2,17,1,0,3,6,2,1,4,Ruffle Armhole PU Suspender Dress,14.0,1,1,1,4,301,0
18,7,5,93,8,36,24,3,13,2,8,18,3,0,3,6,2,1,4,SHEIN Pleated High-Rise Mini Skater Skirt,15.0,1,1,4,4,6619,1
10,2,22,93,1,38,32,3,6,2,4,18,3,0,3,6,2,1,4,SHEIN Mock Neck Drop Shoulder Crop Top,9.0,1,1,4,4,1598,1
30,2,4,93,10,55,17,3,13,2,9,21,1,0,3,6,2,1,4,Eilly Bazar Double Button Teddy Coat,25.0,0,1,4,4,450,0
10,2,26,93,1,10,28,3,13,2,8,3,3,0,5,6,2,1,4,Bow Front Ruched Bust Cami Top,9.0,1,1,4,4,391,0
7,8,9,93,1,38,32,3,13,2,6,18,3,0,5,6,2,1,4,SHEIN Ribbed Open-Back Long Sleeve Cropped Tee,5.99,1,1,4,4,878,1
24,2,24,93,5,47,24,3,13,2,4,5,1,0,3,6,2,1,4,Bleach Wash High-Rise Baggy Jeans,20.0,1,1,4,4,652,1
15,2,51,93,9,57,32,3,2,2,4,18,1,0,3,6,2,1,4,Eyelet Embroidery Frill Neck Blouse,13.0,1,1,4,4,65,0
12,0,31,93,9,38,24,3,6,2,4,3,3,0,3,6,2,1,4,SHEIN Drop Shoulder Pullover,9.99,1,1,4,4,1067,1
7,5,26,93,1,52,24,3,13,2,8,18,3,0,5,6,2,1,4,SHEIN Lace Trim Rib-knit Tank Top,6.0,1,1,4,4,1907,1
17,5,5,93,10,17,24,3,13,2,4,18,3,0,3,6,2,1,4,SHEIN Mesh Insert Dress,14.0,1,1,1,4,175,0
12,2,5,1,1,38,15,3,6,2,4,3,3,0,3,6,2,1,4,Butterfly Embroidery Drawstring Crop Hoodie,9.99,1,1,4,4,835,1
18,6,34,93,10,17,10,3,2,2,0,9,3,0,3,6,2,1,4,SHEIN Surplice Neck Lantern Sleeve Drawstring Waist Glitter Dress,15.0,1,1,1,4,600,0
17,7,32,109,5,40,5,3,6,1,4,18,1,0,1,6,2,1,4,SHEIN Plaid Button-Up Long Sleeve Shirt,14.0,1,1,0,4,728,1
43,2,5,93,10,31,15,3,13,2,2,18,1,0,3,6,2,1,4,Teddy Lined Drawstring Parka Coat,36.0,3,1,4,4,344,0
4,2,36,33,1,52,18,3,13,2,8,18,3,0,5,6,2,1,4,SHEIN Notch Neck Lettuce Trim Ditsy Floral Crop Tank Top,4.0,1,1,4,4,12,0
25,2,6,67,9,38,39,7,13,2,4,18,0,0,3,6,2,1,4,Houndstooth V-Neck Oversized Sweater Vest,21.0,1,1,4,4,2837,1
24,2,13,93,9,26,5,3,6,2,2,2,1,0,3,6,2,1,4,SHEIN Corduroy Button-Front Cropped Jacket,20.0,1,1,4,4,1873,1
3,2,36,93,1,38,24,3,13,2,6,18,3,0,5,6,2,1,4,SHEIN Seam Front Rib-knit Crop Tee,2.99,1,1,4,4,38,0
21,2,5,74,9,38,15,3,6,2,4,3,1,0,3,6,2,1,4,SHEIN Drop Shoulder Letter & Figure Print Drawstring Hoodie,17.99,1,1,4,4,130,0
10,2,5,93,5,15,24,3,13,2,4,18,1,0,3,6,2,1,4,Round Neck Solid Sweatshirt Dress,8.99,1,1,4,4,6060,1
15,0,5,93,4,7,24,3,13,2,4,3,3,0,5,6,4,1,4,SHEIN BASICS Solid Bodycon Midi Dress,13.0,1,1,4,4,741,1
18,2,16,93,10,26,5,3,6,2,2,2,1,0,3,6,2,1,4,SHEIN Flap Pocket Front Self Belted Cord Coat,14.99,1,1,4,4,59,0
26,5,48,93,5,28,17,3,6,2,2,18,1,0,3,6,2,1,4,SHEIN Notched Collar Pocket Front Overcoat,27.0,1,1,4,4,31,0
6,2,26,93,1,38,39,0,13,2,8,18,3,0,5,6,2,1,4,SHEIN Lettuce Trim Tie Front Rib-knit Peekaboo Top,4.99,1,1,4,4,2498,1
26,6,5,93,5,26,18,3,13,2,0,18,3,0,3,6,2,1,4,SHEIN Notch Neck Mesh Panel Pearl Detail Corset Jumpsuit With Skirt,22.0,1,1,4,4,48,0
3,8,12,93,1,10,28,7,13,2,8,13,3,0,4,6,2,1,4,SHEIN High Cut Metallic Bodysuit,2.99,1,1,4,4,95,0
19,8,32,110,5,10,28,7,13,2,8,20,1,0,3,6,2,1,4,Tie Dye Split Thigh Satin Cami Dress,16.0,1,1,6,4,2161,1
4,5,32,68,8,7,24,3,13,2,8,18,3,0,3,6,2,1,4,SHEIN Contrast Lace Hem Leopard Skirt,4.0,1,1,4,4,6,0
6,5,15,93,1,10,28,3,13,2,8,20,1,0,3,6,2,1,4,Solid Satin Cami Top,5.0,1,1,4,4,489,0
20,2,5,93,10,55,15,3,6,2,9,8,3,0,3,6,2,1,4,Zip Up Drawstring Hooded Teddy Coat,17.0,3,1,4,4,373,0
14,2,5,39,1,47,24,3,13,2,4,5,1,0,3,0,2,1,4,Raw Hem Embroidery Denim Shorts,12.0,1,1,4,4,2450,1
7,5,32,40,1,57,10,3,7,1,6,18,1,0,3,6,2,1,4,Floral Print Bell Sleeve Tie Side Wrap Top,6.0,1,1,4,4,414,0
3,2,5,68,1,10,28,3,13,2,8,3,3,0,5,6,2,1,4,SHEIN Contrast Leopard Binding Lettuce Trim Cami Top,3.0,1,1,4,4,50,0
9,2,12,93,9,52,30,3,13,2,2,17,3,0,5,6,2,1,4,SHEIN Square Neck Zipper Back PU Tank Top,8.0,1,1,4,4,2242,1
19,1,32,41,10,18,37,0,11,2,8,18,3,0,3,6,2,1,4,SHEIN Sweetheart Neck Ruched Bust Puff Sleeve Floral Dress,16.0,1,1,7,4,256,0
17,2,5,1,2,38,24,3,13,2,0,18,3,0,3,4,4,1,4,Dragon Graphic Tapered Sweatpants,14.0,1,1,4,4,1327,1
4,2,32,33,1,38,39,0,13,2,8,18,3,0,5,6,2,1,4,SHEIN Drawstring Front Ditsy Floral Top,3.99,1,1,4,4,581,0
12,2,51,93,1,63,24,3,13,2,8,3,1,0,0,4,2,1,4,Elastic Waist Wide Leg Shorts,10.0,1,1,4,4,1740,0
9,2,32,68,9,38,24,3,6,2,4,18,3,0,3,6,2,1,4,SHEIN Leopard Drop Shoulder Rib-knit Tee,7.99,1,1,4,4,33,0
14,2,34,93,9,57,18,3,13,2,4,18,1,0,3,6,2,1,4,Notched Neck Pleated Decoration Blouse,12.0,1,1,4,4,1874,1
18,5,5,98,10,0,32,3,7,2,4,18,1,0,3,6,2,1,4,Flounce Sleeve Shirred Detail Polka-dot Print Dress,15.0,1,1,1,4,107,0
4,2,32,3,1,52,24,3,13,2,8,18,3,0,5,6,2,1,4,SHEIN Chinese Dragon Print Tank Top,4.0,1,1,4,4,43,0
14,2,5,93,8,0,24,3,13,2,4,5,1,0,3,6,2,1,4,Button Front Mini A-line Denim Skirt,12.0,1,1,4,4,3409,1
4,2,32,94,1,52,35,3,13,2,8,3,3,0,5,6,2,1,4,SHEIN Tie Dye Tank Top,4.0,1,1,4,4,10,0
4,2,5,93,1,38,24,3,13,2,4,3,3,0,5,6,2,1,4,SHEIN Contrast Tipping Rib-knit Crop Top,3.49,1,1,4,4,140,0
12,2,51,71,5,38,24,5,6,2,8,18,3,0,1,6,2,1,4,Letter & Butterfly Graphic Longline Tee,9.99,1,1,4,4,5366,1
4,8,5,93,1,38,21,3,13,2,6,18,3,0,5,6,2,1,4,SHEIN One Shoulder Ribbed Crop Top,3.99,1,1,4,4,164,0
8,5,5,93,9,52,39,3,13,2,8,20,1,0,3,6,2,1,4,Eyelash Lace Trim Satin Top,7.0,1,1,4,4,40,0
4,8,5,93,1,38,32,3,13,2,8,12,3,2,5,6,2,1,4,SHEIN Mock-neck Super Crop Mesh Top,4.0,1,1,4,4,1,0
20,1,10,0,1,38,19,5,13,2,8,18,1,0,3,6,2,1,3,SHEIN All Over Print Knotted Bardot Top & Skirt Set,17.0,1,1,4,7,487,0
4,2,6,110,1,52,30,3,13,2,8,18,3,0,5,6,2,1,4,SHEIN Rib-knit Tie Dye Crop Tank Top,4.0,1,1,4,4,4868,1
6,5,51,93,1,10,28,3,13,2,8,10,3,2,5,6,2,1,4,SHEIN Lace Crop Bralette Top,5.0,1,1,4,4,88,0
6,2,51,93,1,38,24,5,13,2,8,19,3,0,5,6,2,1,4,SHEIN Drawstring Side Solid Tee,4.99,1,1,4,4,3299,1
29,2,32,57,9,28,5,3,13,2,2,26,1,0,3,6,2,1,4,Buffalo Plaid Double Pocket Overcoat,24.0,1,1,4,4,444,0
6,0,16,93,1,56,39,3,13,2,4,19,3,0,4,6,2,1,4,SHEIN Solid High Leg Cheeky Bodysuit,5.49,1,1,4,4,818,1
21,2,5,93,5,47,24,3,13,2,4,5,1,0,3,6,2,1,4,High Waist Raw Hem Straight Leg Jeans,18.0,1,1,4,4,19,0
23,2,32,8,5,12,24,3,13,2,0,18,1,0,3,6,2,1,4,Camo Print Pocket Side Belted Cargo Pants,19.0,1,1,4,4,95,0
20,5,5,93,10,38,24,3,12,2,2,25,3,0,3,6,2,1,4,Raglan Sleeve Belted Sweater Dress,17.0,1,1,4,4,150,0
9,0,5,93,9,38,12,3,13,2,4,3,3,0,5,6,2,1,4,SHEIN Turtle Neck Solid Tee,7.99,1,1,4,4,204,0
15,2,6,67,9,38,39,7,13,2,4,25,0,0,3,6,2,1,4,V-neck Houndstooth Pattern Sweater Vest,13.0,1,1,4,4,7,0
16,5,32,67,10,32,17,3,13,2,2,23,1,0,3,6,2,1,4,Lapel Collar Double Breasted Houndstooth Coat,13.49,0,1,4,4,106,0
21,2,5,20,9,38,15,3,6,2,4,18,3,0,1,6,2,1,4,Colorblock Kangaroo Pocket Drawstring Hoodie,17.99,1,1,4,4,46,0
10,2,5,69,9,38,15,3,6,2,2,18,3,0,3,6,2,1,4,Letter Graphic Thermal Lined Drawstring Hoodie,8.99,1,1,4,4,17,0
12,2,16,103,9,38,24,2,6,2,8,3,3,0,1,6,2,1,4,SHEIN Drop Shoulder Slogan Graphic Tee,9.99,1,1,4,4,327,0
15,2,2,69,9,38,24,3,6,2,4,18,3,0,3,6,2,1,4,Letter Graphic Drop Shoulder Sweatshirt,12.99,1,1,4,4,96,0
4,2,51,76,1,38,24,5,13,2,8,18,0,0,3,6,2,1,4,Letter & American Flag Crop Tee,3.99,1,1,4,4,1599,1
3,8,5,32,1,10,28,3,13,2,8,18,3,0,5,6,2,1,4,SHEIN Crocodile Pattern Leather Look Cami Top,3.0,1,1,4,4,28,0
25,2,29,93,5,33,24,3,13,2,4,5,1,0,3,6,2,1,4,Button Front Longline Denim Skirt,21.0,1,1,4,4,670,0
6,8,5,93,1,22,13,3,13,2,8,18,3,0,5,6,2,1,4,Asymmetrical Hem Cowl Neck Cami Top,5.0,1,1,4,4,7,0
31,2,5,93,10,37,15,3,12,2,9,18,1,0,3,6,2,1,4,Solid Zip Up Hooded Puffer Coat,26.0,3,1,4,4,55,0
15,2,16,93,5,63,24,3,13,2,7,18,3,0,0,4,2,1,4,SHEIN High Waist Wide Leg Pants,13.0,1,1,4,4,967,1
19,7,42,52,9,38,39,7,13,2,4,18,3,0,3,6,2,1,4,Argyle Pattern Sweater Vest Without Tee,16.0,1,1,4,4,6,0
8,2,32,104,9,60,5,3,13,1,4,18,1,0,3,6,2,1,4,Snakeskin Print Button Front Blouse,7.0,1,1,4,4,75,0
6,2,51,93,1,10,28,3,13,2,8,18,3,0,5,6,2,1,4,SHEIN Shirred Self-Tie Cropped Cami Top,5.0,1,1,4,4,1166,1
6,2,5,93,1,38,32,5,13,0,8,3,3,0,5,6,2,1,4,SHEIN O-ring Zip Up Placket Rib-knit Tee,4.99,1,1,4,4,18,0
3,5,32,86,1,38,32,3,13,2,4,18,3,0,5,6,2,1,4,SHEIN Mock-neck Marble Fitted Tee,2.99,1,1,4,4,185,0
4,2,32,86,1,52,24,3,13,2,8,18,3,0,5,6,2,1,4,SHEIN Marble Print Stitch Front Tank Top,4.0,1,1,4,4,10,0
4,2,6,100,1,10,28,3,13,2,8,18,3,0,5,6,2,1,4,SHEIN Frill Trim Ruched Bust Pop Art Print Cami Top,4.0,1,1,4,4,42,0
10,2,5,40,10,56,24,3,12,2,4,18,3,0,3,6,4,1,4,SHEIN Floral Print Raglan Sleeve Curved Hem Tee Dress,9.0,1,1,7,4,40,0
10,2,51,40,10,56,24,3,12,2,4,18,3,0,3,6,4,1,4,SHEIN Floral Print Raglan Sleeve Curved Hem Tee Dress,9.0,1,1,7,4,40,0
15,2,5,93,5,63,24,3,13,2,7,18,3,0,0,4,2,1,4,SHEIN Patched Detail Seam Front Joggers,12.49,1,1,4,4,10,0
20,5,31,93,10,40,5,3,6,2,4,18,1,0,3,6,2,1,4,SHEIN Drop Shoulder Ruched Waist Satin Shirt Dress,17.0,1,1,7,4,360,0
20,5,5,93,10,40,5,3,6,2,4,18,1,0,3,6,2,1,4,SHEIN Drop Shoulder Ruched Waist Satin Shirt Dress,17.0,1,1,7,4,360,0
20,5,27,93,10,40,5,3,6,2,6,18,1,0,3,6,4,1,4,SHEIN Drop Shoulder Ruched Waist Satin Shirt Dress,17.0,1,1,7,4,360,0
17,5,33,93,10,40,5,3,6,2,4,20,1,0,3,6,2,1,4,SHEIN Drop Shoulder Ruched Waist Satin Shirt Dress,14.0,1,1,7,4,360,0
20,5,2,93,10,40,5,3,6,2,4,20,1,0,3,6,2,1,4,SHEIN Drop Shoulder Fold Pleated Waist Satin Shirt Dress,17.0,1,1,7,4,360,0
6,2,13,93,9,38,0,7,13,2,8,18,3,0,5,6,2,1,4,Solid Asymmetrical Neck Top,5.0,1,1,4,4,42,0
6,2,51,93,9,38,0,7,13,2,8,18,3,0,5,6,2,1,4,Solid Asymmetrical Neck Top,5.0,1,1,4,4,42,0
6,2,27,93,9,38,0,7,13,2,8,18,3,0,5,6,2,1,4,Solid Asymmetrical Neck Top,5.0,1,1,4,4,42,0
15,5,5,93,9,34,39,3,2,2,4,3,1,0,3,6,2,1,4,Lace Insert Surplice Front Peplum Blouse,13.0,1,1,4,4,4,0
15,5,15,93,9,34,39,3,2,2,4,3,1,0,3,6,2,1,4,Lace Insert Surplice Front Peplum Blouse,13.0,1,1,4,4,4,0
15,5,34,93,9,34,39,3,2,2,4,3,1,0,3,6,2,1,4,Lace Insert Surplice Front Peplum Blouse,13.0,1,1,4,4,4,0
15,5,10,93,9,34,39,3,2,2,4,3,1,0,3,6,2,1,4,Lace Insert Surplice Front Peplum Blouse,13.0,1,1,4,4,4,0
4,2,6,93,1,38,24,5,13,2,8,18,3,0,5,6,2,1,4,SHEIN Lettuce Trim Seam Front Tee,3.99,1,1,4,4,24,0
4,2,47,93,1,38,24,0,13,2,8,18,3,0,5,6,2,1,4,SHEIN Lettuce Trim Seam Front Tee,3.99,1,1,4,4,24,0
4,2,36,93,1,38,24,0,13,2,8,18,3,0,5,6,2,1,4,SHEIN Lettuce Trim Seam Front Tee,3.99,1,1,4,4,24,0
4,2,37,93,1,38,24,0,13,2,8,18,3,0,5,6,2,1,4,SHEIN Lettuce Trim Seam Front Tee,3.99,1,1,4,4,24,0
6,5,6,1,1,10,28,3,13,2,8,18,3,0,5,6,2,1,4,SHEIN Lace Trim Cow Print Cami Top,5.0,1,1,4,4,63,0
10,2,51,69,9,38,24,3,6,2,4,18,3,0,3,6,2,1,4,Drop Shoulder Letter Graphic Sweatshirt,8.99,1,1,4,4,97,0
17,5,5,93,9,40,5,3,2,1,4,18,1,0,3,6,2,1,4,Drop Shoulder Solid Blouse,14.0,1,1,4,4,144,0
17,5,51,93,9,40,5,3,6,1,4,18,1,0,3,6,2,1,4,Drop Shoulder Solid Blouse,14.0,1,1,4,4,144,0
17,5,51,93,9,40,5,3,6,1,4,18,1,0,3,6,2,1,4,Drop Shoulder Solid Blouse,14.0,1,1,4,4,144,0
6,5,37,93,9,40,5,3,2,1,3,18,1,0,3,6,2,1,4,Drop Shoulder Solid Blouse,5.49,1,1,4,4,144,0
6,5,4,93,9,40,5,3,2,1,3,18,1,0,3,6,2,1,4,Drop Shoulder Solid Blouse,5.49,1,1,4,4,144,0
9,5,51,93,9,38,24,3,11,2,4,18,3,0,5,6,2,1,4,SHEIN Guipure Lace Puff Sleeve Top,8.0,1,1,4,4,15,0
6,2,32,91,10,7,28,7,13,2,8,18,3,0,5,6,4,1,4,SHEIN Plaid Cami Bodycon Dress,5.0,1,1,4,4,33,0
8,2,32,91,1,38,28,7,13,2,8,18,3,0,3,6,2,1,3,SHEIN Solid Crop Cami Top & Split Hem Plaid Skirt Set,7.0,1,1,4,1,92,0
14,2,5,93,9,3,23,3,13,2,4,25,3,0,5,6,2,1,4,Ribbed Knit Slim Fit Sweater,12.0,1,1,4,4,449,0
14,2,22,93,9,3,23,3,13,2,4,25,3,0,5,6,2,1,4,Ribbed Knit Slim Fit Sweater,12.0,1,1,4,4,449,0
6,5,5,93,1,38,32,3,13,2,4,18,3,0,5,6,2,1,4,SHEIN Cutout Front Rib-knit Crop Tee,4.99,1,1,4,4,50,0
6,5,21,93,1,38,32,3,13,2,4,18,3,0,5,6,2,1,4,SHEIN Cutout Front Rib-knit Crop Tee,5.0,1,1,4,4,50,0
6,5,30,93,1,38,32,3,13,2,4,18,3,0,5,6,2,1,4,SHEIN Cutout Front Rib-knit Crop Tee,4.99,1,1,4,4,50,0
6,5,22,93,1,38,32,3,13,2,4,18,3,0,5,6,2,1,4,SHEIN Cutout Front Rib-knit Crop Tee,5.0,1,1,4,4,50,0
30,2,0,93,9,38,14,3,6,2,2,18,3,0,1,6,2,1,4,Cable Knit High Neck Sweater,25.0,1,1,4,4,188,0
30,2,21,93,9,38,14,3,6,2,2,18,3,0,1,6,2,1,4,Cable Knit High Neck Sweater,25.0,1,1,4,4,188,0
30,2,5,93,9,38,14,3,6,2,2,18,3,0,1,6,2,1,4,Cable Knit High Neck Sweater,25.0,1,1,4,4,209,0
30,2,53,93,9,38,14,3,6,2,2,18,3,0,1,6,2,1,4,Cable Knit High Neck Sweater,25.0,1,1,4,4,188,0
21,2,12,93,9,38,24,3,6,2,4,3,1,0,1,6,2,1,4,SHEIN Drop Shoulder Solid Pullover,17.99,1,1,4,4,507,1
11,2,23,93,9,38,24,3,6,2,4,3,1,0,1,6,2,1,4,SHEIN BASICS Drop Shoulder Solid Pullover,9.49,1,1,4,4,507,1
16,2,37,93,9,38,24,3,6,2,3,3,1,0,3,6,2,1,4,SHEIN BASICS Solid Drop Shoulder Pullover,13.99,1,1,4,4,507,1
16,2,53,93,9,38,24,3,6,2,4,3,1,0,3,6,2,1,4,SHEIN BASICS Solid Drop Shoulder Pullover,13.99,1,1,4,4,507,1
16,2,5,93,9,38,24,3,6,2,4,3,1,0,1,6,2,1,4,SHEIN BASICS Drop Shoulder Solid Pullover,13.99,1,1,4,4,507,1
16,2,39,93,9,38,24,3,6,2,3,3,1,0,3,6,2,1,4,SHEIN BASICS Drop Shoulder Solid Pullover,13.99,1,1,4,4,507,1
37,2,18,93,10,55,15,3,13,2,9,21,3,0,3,6,2,1,4,Solid Button Front Hooded Teddy Coat,31.0,1,1,4,4,17,0
14,2,32,91,9,57,18,3,2,2,4,1,1,2,3,6,2,1,4,Notched Checker Bishop Sleeve Chiffon Blouse,12.0,1,1,4,4,236,0
