,SKU,Item Name,Price,Reviews Num,1 Star Reviews,1 Star Images,2 Stars Reviews,2 Stars Images,3 Stars Reviews,3 Stars Images,4 Stars Reviews,4 Stars Images,5 Stars Reviews,5 Stars Images,Points Earnning,Style,Color,Pattern Type,Length,Type,Neckline,Sleeve Length,Sleeve Type,Placket Type,Details,Season,Composition,Material,Fabric,Sheer,Fit Type,Closure Type,Waist Line,Panty Type,Body,Chest pad,Bra Type,Bottom Type,Belt,Hem Shaped,Top Type,Arabian Clothing,Placket
78,swdress23201121361,Corduroy Button Front Overall Dress,13.0,33,1,0,0,0,0,0,1,0,31,7,15,Preppy,Coffee Brown,Plain,Short,Pinafore,Spaghetti Strap,Sleeveless,,,"Knot, Button Front",Spring/Fall,"5% Spandex, 95% Polyester",Corduroy,Non-Stretch,No,Regular Fit,,High Waist,,,,,,,Flared,,,
79,swouter07201016353,SHEIN Open Front Hooded Teddy Coat,14.0,4742,0,0,0,0,4742,765,0,0,4454,709,17,Cute,Black,Plain,Short,Teddy,Hooded,Long Sleeve,,,,Winter,100% Polyester,Shearling,Slight Stretch,No,Regular Fit,,,,,,,,No,,,Yes,
80,swouter07201016719,SHEIN Open Front Ear Detail Hooded Teddy Coat,15.0,4742,28,1,0,0,104,17,0,0,4454,709,18,Cute,Mustard Yellow,Plain,Short,Teddy,Hooded,Long Sleeve,Regular Sleeve,,,Winter,100% Polyester,Shearling,Slight Stretch,No,Regular Fit,,,,,,,,,,,Yes,
81,swouter07201016143,SHEIN Open Front Ear Detail Hooded Teddy Coat,14.0,4742,28,1,33,5,104,17,124,33,4454,709,17,Casual,Dusty Blue,Plain,Short,Teddy,Hooded,Long Sleeve,Bishop Sleeve,,,Fall/Winter,100% Polyester,Shearling,Slight Stretch,No,Regular Fit,,,,,,,,,,,Yes,
82,swpants04201102145,Elastic Waist Slant Pocket Sweatpants,5.49,27,0,0,0,0,0,0,2,1,25,3,6,,Lilac Purple,Plain,Long,,,,,,Pocket,All,"95% Polyester, 5% Spandex",Polyester,Slight Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,,,,,
83,swvest07201111672,SHEIN Crisscross Hem Crop Tank Top,5.0,60,1,0,0,0,1,0,4,0,54,9,6,Sporty,Black,Plain,Crop,Tank,Round Neck,,,,"Cut Out, Criss Cross, Rib-Knit",Summer,"27.7% Rayon, 7.5% Spandex, 64.8% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
84,swshorts03200323958,Raw Hem Ripped Denim Shorts,13.0,2843,195,38,179,21,246,52,261,75,0,0,15,,Blue,,,Straight Leg,,,,,"Ripped, Raw Hem",Summer,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Button Fly,Natural,,,,,,,,,,
85,swskirt07200420209,SHEIN Ruffle Hem Wrap Knot All-over Print Skirt,8.0,5994,25,5,0,0,122,24,314,100,5488,1794,9,Boho,"Blue, Pastel","Plants, All Over Print",Mini,Wrap,,,,,"Wrap, Knot, Ruffle Hem",Summer,100% Polyester,Polyester,Non-Stretch,No,,,High Waist,,,,,,No,,,,
86,swskirt07200311445,SHEIN Ruffle Hem Wrap Knot All-over Print Skirt,8.0,5994,25,5,45,9,5994,24,0,0,5488,1794,9,Boho,Burgundy,"Plants, All Over Print",Mini,Wrap,,,,,"Wrap, Belted, Ruffle Hem",Summer,"3% Spandex, 97% Polyester",Polyester,Non-Stretch,No,,,Natural,,,,,,Yes,,,,
87,swtee07201024672,SHEIN Asymmetrical Neck Rib-knit Tee,3.99,68,0,0,1,0,1,0,2,0,64,18,4,Elegant,Rust Brown,Plain,Regular,,Asymmetrical Neck,Long Sleeve,,Pullovers,"Asymmetrical, Cut Out, Rib-Knit",Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
88,swouter23201124063,Lapel Collar Double Breasted Houndstooth Coat,13.49,390,6,0,2,2,16,3,19,3,347,99,16,Elegant,Multicolor,Houndstooth,Short,Pea Coat,Lapel,Long Sleeve,Regular Sleeve,,Double Button,Fall/Winter,100% Polyester,Tweed,Non-Stretch,No,Regular Fit,,,,,,,,,,,,Double Breasted
89,swouter23200925883,Lapel Collar Double Breasted Houndstooth Coat,29.0,390,6,0,2,2,16,3,19,3,347,99,35,Elegant,Black and White,Houndstooth,Short,Pea Coat,Lapel,Long Sleeve,Regular Sleeve,,Double Button,Fall/Winter,100% Polyester,Tweed,Non-Stretch,No,Regular Fit,,,,,,,,,,,,Double Breasted
90,swsweatsh23201013171,Drop Shoulder Letter Graphic Sweatshirt,17.99,142,4,0,1,0,6,2,2,0,129,30,21,Casual,Light Grey,Letter,Long,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"35% Cotton, 65% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,,,,,
91,swdress07201104826,SHEIN Tie Neck Bishop Sleeve Ditsy Floral Dress,13.0,35,0,0,1,0,1,0,2,0,31,6,15,Boho,Multicolor,Ditsy Floral,Midi,A Line,Tie Neck,Long Sleeve,Bishop Sleeve,,"Frill, Ruffle Hem, Drawstring",Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,High Waist,,,,,,,Flounce,,,
92,swtee07201026181,SHEIN Mock Neck Geo Mesh Sleeve & Yoke Top,5.99,141,0,0,0,0,1,0,0,0,133,38,7,Elegant,Black,Plain,Regular,,Stand Collar,Long Sleeve,Bishop Sleeve,Pullovers,Contrast Mesh,Spring/Fall,"8% Spandex, 32% Cotton, 60% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
93,swtop04200414578,Tie Front Ditsy Floral Top,6.0,10000,0,0,0,0,0,0,457,234,9543,3147,7,Boho,Blue,Ditsy Floral,Crop,,Deep V Neck,Short Sleeve,Regular Sleeve,Placket,Tie Front,Summer,100% Rayon,Rayon,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
94,swtop04200518558,Tie Front Ditsy Floral Print Top,6.0,10000,0,0,0,0,0,0,0,0,9543,3147,7,Casual,Black,Ditsy Floral,Crop,,,Short Sleeve,Regular Sleeve,Placket,Tie Front,Summer,100% Rayon,Rayon,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
95,swdress07200418641,SHEIN Crisscross Open Back Fit and Flare Dress,9.0,3981,13,3,31,7,87,19,210,60,3640,933,10,Sexy,Black,Plain,Short,Fit and Flare,Spaghetti Strap,Sleeveless,,,"Backless, Criss Cross",Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,High Waist,,,,,,,Flared,,,
96,swdress07200526026,SHEIN Crisscross Open Back Solid Cami Dress,9.0,3981,13,3,31,7,87,19,210,60,3640,933,10,Sexy,Navy Blue,Plain,Short,Cami,Spaghetti Strap,Sleeveless,,,"Backless, Criss Cross",Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,High Waist,,,,,,,Flared,,,
97,swdress07200711328,SHEIN Crisscross Open Back Cami Dress,9.0,3981,13,3,31,7,87,19,210,60,3640,933,10,Sexy,Purple,Plain,Short,Cami,Spaghetti Strap,Sleeveless,,,"Backless, Criss Cross",Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,High Waist,,,,,,,Flared,,,
98,swdress07200806038,SHEIN Crisscross Open Back Solid Dress,9.0,3981,13,3,31,7,87,19,210,60,3640,933,10,Sexy,Dusty Pink,Plain,Short,Cami,Spaghetti Strap,Sleeveless,,,"Backless, Criss Cross",Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,High Waist,,,,,,,Flared,,,
99,swskirt07200318219,SHEIN Wrap Ruffle Hem Heart Print Skirt,9.0,3459,39,7,45,12,104,27,226,67,3046,1113,10,Boho,Red,"Heart, All Over Print",Mini,Asymmetrical,,,,,"Wrap, Ruffle Hem, Zipper",Summer,100% Polyester,Polyester,Non-Stretch,No,,,High Waist,,,,,,,,,,
100,swskirt07200518647,SHEIN Allover Heart Print Ruffle Trim Mini Skirt,9.0,3459,39,7,45,12,104,27,226,67,0,0,10,Boho,Black,"Heart, All Over Print",Mini,Asymmetrical,,,,,"Ruffle, Asymmetrical, Zipper",Summer,100% Polyester,Polyester,Non-Stretch,No,,,Natural,,,,,,,,,,
101,swskirt07200518408,SHEIN Allover Heart Print Ruffle Trim Mini Skirt,6.0,3459,39,7,45,12,104,27,226,67,3046,1113,7,Boho,Mustard Yellow,"Heart, All Over Print",Mini,Asymmetrical,,,,,"Ruffle, Wrap, Zipper",Summer,100% Polyester,Polyester,Non-Stretch,No,,,High Waist,,,,,,,,,,
102,swtee07200925880,SHEIN Twist Front Rib-knit Tee,7.99,1202,8,1,0,0,43,7,58,15,1077,271,9,Casual,Black,Plain,Regular,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,Twist,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
103,swtee07200902494,SHEIN Twist Hem Rib-knit Tee,7.99,1202,8,1,16,4,43,7,58,15,1077,271,9,Casual,Mocha Brown,Plain,Regular,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,"Twist, Rib-Knit",Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
104,swtee07200925376,SHEIN Twist Hem Rib-knit Tee,7.99,1202,0,0,16,4,43,7,58,15,1077,271,9,Casual,Rust Brown,Plain,Regular,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,"Twist, Rib-Knit",Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
105,swtee07200925290,SHEIN Twist Hem Rib-knit Tee,7.99,1202,8,1,16,4,43,7,58,15,1077,271,9,Casual,Army Green,Plain,Regular,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,"Twist, Rib-Knit",Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
106,swtee07200925639,SHEIN Twist Front Rib-knit Tee,5.99,1202,8,1,16,4,0,0,58,15,1077,271,7,Casual,White,Plain,Regular,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,"Twist, Rib-Knit",Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
107,swtee07201020384,SHEIN Twist Front Rib-knit Tee,4.49,1202,8,1,16,4,0,0,58,15,0,0,5,Casual,Burgundy,Plain,Regular,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,"Twist, Rib-Knit",Spring/Fall,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
108,swarabian07201008047,SHEIN Embroidery Detail Split Hem Hooded Dress,16.0,2750,0,0,28,2,47,10,55,7,2606,276,19,Modest,Army Green,Graphic,,Dress,Hooded,Long Sleeve,Regular Sleeve,,"Embroidery, Split, Tape",Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,,,Natural,,,,,,,,,,
109,swtee07200402095,SHEIN Lettuce Edge Button Up Rib-knit Crop Tee,3.99,10000,0,0,0,0,0,0,0,0,9999,5534,4,Casual,Purple,Plain,Crop,,V neck,Short Sleeve,Regular Sleeve,Placket,"Lettuce Trim, Rib-Knit, Button Front",Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
110,swtee07200303294,SHEIN Button Front Rib-knit Crop Tee,3.99,10000,0,0,0,0,0,0,0,0,9999,5534,4,Casual,White,Plain,Crop,,V neck,Short Sleeve,Regular Sleeve,Placket,"Rib-Knit, Button Front",Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
111,swtee07200402396,SHEIN Lettuce Edge Button Up Rib-knit Crop Tee,3.99,10000,0,0,0,0,0,0,0,0,9999,5534,4,Casual,"Blue, Pastel",Plain,Crop,,V neck,Short Sleeve,Regular Sleeve,Placket,"Lettuce Trim, Rib-Knit, Button Front",Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
112,swtee07200402501,SHEIN Button Front Lettuce Trim Crop Top,3.99,10000,0,0,0,0,0,0,0,0,0,0,4,Casual,Pink,Plain,Crop,,V neck,Short Sleeve,Regular Sleeve,Placket,"Lettuce Trim, Rib-Knit, Button Front",Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
113,swtee07200408947,SHEIN Button Front Lettuce Edge Rib-knit Crop Tee,3.99,10000,0,0,0,0,0,0,0,0,9999,5534,4,Casual,Yellow,Plain,Crop,,V neck,Short Sleeve,Regular Sleeve,Placket,"Lettuce Trim, Rib-Knit, Button Front",Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
114,swtee07201209436,SHEIN Button Front Rib-knit Crop Tee,3.99,10000,0,0,0,0,0,0,0,0,0,0,4,Casual,"Bright, Rose Red",Plain,Crop,,V neck,Short Sleeve,Regular Sleeve,Placket,"Rib-Knit, Button Front",Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
115,swtwop03201015205,Letter Graphic Crop Tee & Tape Ring Pocket Pants,19.0,2349,0,0,41,7,82,19,105,21,2100,442,23,Casual,Multicolor,Letter,,,Funnel Neck,Long Sleeve,Regular Sleeve,,"Belted, Pocket, Ring, Tape",Spring/Fall,"12% Cotton, 88% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,Pants,Yes,,Tee,,
116,swtwop03200804853,Mock Neck Letter Graphic Tee & Belted Cargo Pants,18.0,2349,0,0,41,7,82,19,0,0,2100,442,21,Casual,Black,Letter,,,Stand Collar,Long Sleeve,Regular Sleeve,,"Belted, Pocket",Spring/Fall,"12% Cotton, 88% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,Pants,Yes,,Tee,,
117,swtwop03200916788,Letter Graphic Crop Tee & Tape Ring Pocket Pants,19.0,2349,27,3,0,0,82,19,105,21,2100,442,23,Casual,Multicolor,Letter,,,Funnel Neck,Long Sleeve,Regular Sleeve,,"Pocket, Ring, Tape",Spring/Fall,"12% Cotton, 88% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,Pants,,,Tee,,
118,swtwop03200918461,Mock Neck Letter Graphic Tee & Belted Cargo Pants,19.0,2349,0,0,41,7,82,19,105,21,2100,442,23,Casual,Multicolor,Letter,,,Stand Collar,Long Sleeve,Regular Sleeve,,"Belted, Pocket",Spring/Fall,"12% Cotton, 88% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,Pants,Yes,,Tee,,
119,swtwop03201015873,Letter Graphic Crop Tee & Tape Ring Pocket Pants,19.0,2349,0,0,41,7,82,19,105,21,2100,442,23,Casual,Multicolor,Letter,,,Stand Collar,Long Sleeve,Regular Sleeve,,"Belted, Pocket, Ring, Tape",Spring/Fall,"12% Cotton, 88% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,Pants,Yes,,Tee,,
120,swtwop03201110939,Letter Graphic Crop Tee & Tape Ring Pocket Pants,19.0,2349,27,3,41,7,82,19,105,21,2100,442,23,Casual,Multicolor,Letter,,,Funnel Neck,Long Sleeve,Regular Sleeve,,"Belted, Pocket, Ring, Tape",Spring/Fall,"12% Cotton, 88% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,Pants,Yes,,Tee,,
121,swtee00200515849,Figure & Slogan Oversized Tee,12.99,8633,50,8,8633,1730,271,56,517,112,7724,1544,15,Casual,Black,"Figure, Slogan",Long,,Round Neck,Half Sleeve,Drop Shoulder,Pullovers,,Summer,"65% Cotton, 35% Polyester",Cotton,Slight Stretch,No,Oversized,,,,,,,,,,,,
122,swtee07200924723,SHEIN Press Button Half Placket Form Fitted Tee,7.99,3201,10,1,21,3,85,17,150,28,2936,898,9,Casual,Black,Plain,Regular,,Scoop Neck,Long Sleeve,Regular Sleeve,Half Placket,Button Front,Spring/Fall,"35% Rayon, 5% Spandex, 60% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
123,swtee07200826229,SHEIN Marble Knit Form-Fitting Henley Tee,7.99,3205,10,1,21,3,85,17,150,28,4,902,9,Casual,Dark Grey,Plain,Regular,,Scoop Neck,Long Sleeve,Regular Sleeve,Half Placket,Button Front,Spring/Fall,"35% Rayon, 5% Spandex, 60% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
124,swtee07200924855,SHEIN Press Button Half Placket Form Fitted Tee,7.99,3201,10,1,21,3,85,17,0,0,2936,898,9,Casual,White,Plain,Regular,,Scoop Neck,Long Sleeve,Regular Sleeve,Half Placket,Button Front,Spring/Fall,"35% Rayon, 5% Spandex, 60% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
125,swtee07200924141,SHEIN Press Button Half Placket Form Fitted Tee,8.99,3201,10,1,21,3,85,17,150,28,2936,898,10,Casual,Maroon,Plain,Regular,,Scoop Neck,Long Sleeve,Regular Sleeve,Half Placket,Button Front,Spring/Fall,"35% Rayon, 5% Spandex, 60% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
126,swtee07200924914,SHEIN Press Button Half Placket Form Fitted Tee,8.99,3201,10,1,21,3,85,17,150,28,2936,898,10,Casual,Dark Green,Plain,Regular,,Scoop Neck,Long Sleeve,Regular Sleeve,Half Placket,Button Front,Spring/Fall,"35% Rayon, 5% Spandex, 60% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
127,swtee07200924135,SHEIN Press Button Half Placket Form Fitted Tee,8.99,3201,10,1,0,0,85,17,150,28,2936,898,10,Casual,Navy Blue,Plain,Regular,,Scoop Neck,Long Sleeve,Regular Sleeve,Half Placket,Button Front,Spring/Fall,"35% Rayon, 5% Spandex, 60% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
128,swvest04200420366,Hook and Eye Lace Overlay Tank Top,13.0,2614,4,0,16,3,69,14,160,48,2368,579,15,Elegant,Purple,All Over Print,Crop,Tank,Square Neck,,,,,Summer,"5% Spandex, 95% Polyester",Lace,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
129,swdress23201009846,V Neck Cable Knit Sweater Dress,18.0,29,0,0,0,0,1,0,3,2,24,4,21,Casual,Grey,Plain,Short,,V neck,Long Sleeve,Regular Sleeve,,,Fall/Winter,100% Polyester,Polyester,High Stretch,No,Slim Fit,,Natural,,,,,,,Pencil,,,
130,swouter03201104530,Button Front Fuzzy Cardigan,18.0,16,0,0,0,0,0,0,0,0,15,1,21,Casual,White,Plain,Crop,Coat,V neck,Long Sleeve,Regular Sleeve,,Button Front,Fall/Winter,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
131,swtee07201103602,SHEIN Turtle Neck Solid Tee,7.99,1074,0,0,11,1,35,4,61,8,962,191,9,Basics,White,Plain,Regular,,Funnel Neck,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Fall,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
132,swtee07200829032,SHEIN Turtle Neck Solid Tee,7.99,1074,5,0,11,1,35,4,61,8,962,191,9,Basics,Dark Grey,Plain,Regular,,Funnel Neck,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Fall,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
133,swtee07201103199,SHEIN Turtle Neck Solid Tee,7.99,1074,5,0,11,1,35,4,61,8,962,191,9,Basics,Light Grey,Plain,Regular,,Funnel Neck,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Fall,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
134,swtee07201103349,SHEIN Turtle Neck Solid Tee,7.99,1074,5,0,11,1,35,4,61,8,962,191,9,Basics,Black,Plain,Regular,,Funnel Neck,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Fall,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
135,swdress07201118435,SHEIN Surplice Neck Chinese Dragon Print Dress,5.0,6776,16,2,31,8,110,28,296,102,6323,2200,6,Sexy,Black and White,Animal,Mini,Bodycon,Spaghetti Strap,Sleeveless,,,Wrap,Summer,"8% Spandex, 92% Polyester",Polyester,Slight Stretch,No,Slim Fit,,Natural,,,,,,,Pencil,,,
136,swdress07200817170,SHEIN Surplice Neck Chinese Dragon Print Dress,5.0,6776,16,2,31,8,110,28,296,102,6323,2200,6,Sexy,Multicolor,Animal,Mini,Bodycon,Spaghetti Strap,Sleeveless,,,Wrap,Summer,"8% Spandex, 92% Polyester",Polyester,Slight Stretch,No,Slim Fit,,Natural,,,,,,,Pencil,,,
137,swdress07201118315,SHEIN Surplice Neck Chinese Dragon Print Dress,5.0,6776,16,2,31,8,110,28,296,102,6323,2200,6,Sexy,Multicolor,Animal,Mini,Bodycon,Spaghetti Strap,Sleeveless,,,Wrap,Summer,"8% Spandex, 92% Polyester",Polyester,Slight Stretch,No,Slim Fit,,Natural,,,,,,,Pencil,,,
138,swblouse07201123307,SHEIN Flounce Sleeve Ditsy Floral Top,6.0,231,1,0,3,0,3,1,10,0,214,32,7,Boho,Black,Ditsy Floral,Regular,Top,V neck,Long Sleeve,Flounce Sleeve,Pullovers,,Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
139,swblouse07201223218,SHEIN Flounce Sleeve Ditsy Floral Top,6.0,231,1,0,3,0,3,1,231,33,0,0,7,Boho,Multicolor,Ditsy Floral,Regular,Top,V neck,Long Sleeve,Flounce Sleeve,Pullovers,,Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
140,swblouse07201223484,SHEIN Flounce Sleeve Ditsy Floral Top,6.0,231,1,0,3,0,3,1,10,0,214,32,7,Boho,Red and White,Ditsy Floral,Regular,Top,V neck,Long Sleeve,Flounce Sleeve,Pullovers,,Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
141,swtee07201015237,SHEIN Plaid High Neck Tee,3.99,285,0,0,1,0,6,1,25,6,251,63,4,Elegant,Black and White,Plaid,Regular,,High Neck,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
142,swtee07201201552,SHEIN Plaid High Neck Tee,3.99,285,3,0,1,0,6,1,25,6,251,63,4,Elegant,Multicolor,Plaid,Regular,,High Neck,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
143,swtee07201201849,SHEIN Plaid High Neck Tee,3.99,285,3,0,1,0,6,1,25,6,251,63,4,Elegant,Multicolor,Plaid,Regular,,High Neck,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
144,swtee07200921326,SHEIN Button Back Curved Hem Tee,5.99,2297,5,0,10,3,20,6,77,17,2185,762,7,Casual,Redwood,Plain,Long,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,Button,Spring/Fall,"35% Rayon, 65% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
145,swtee07201028189,SHEIN Button Back Curved Hem Tee,5.99,2297,5,0,10,3,20,6,77,17,2185,762,7,Casual,Black,Plain,Long,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,Button,Spring/Fall,"35% Rayon, 65% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
146,swtee07201028844,SHEIN Button Back Curved Hem Tee,5.99,2297,5,0,10,3,20,6,77,17,2185,762,7,Casual,Dark Grey,Plain,Long,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,Button,Spring/Fall,"35% Rayon, 65% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
147,swtee07201028956,SHEIN Button Back Curved Hem Tee,5.99,2297,5,0,10,3,20,6,77,17,2185,762,7,Casual,Khaki,Plain,Long,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,Button,Spring/Fall,"35% Rayon, 65% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
148,swtee07201202659,SHEIN Button Back Curved Hem Tee,5.99,2297,5,0,10,3,20,6,0,0,2185,762,7,Casual,White,Plain,Long,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,Button,Spring/Fall,"35% Rayon, 65% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
149,swtee07201214931,SHEIN Button Back Curved Hem Tee,5.99,2297,5,0,0,0,20,6,77,17,2185,762,7,Casual,Dusty Blue,Plain,Regular,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,Button,Spring/Fall,"35% Rayon, 65% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
150,swvest04201215916,Halterneck Tie Back Striped Rib-knit Crop Top,9.0,1,0,0,0,0,0,0,0,0,1,0,10,Casual,Multicolor,Striped,Crop,Halter,Halter,,,,"Knot, Drawstring, Ruched, Tie Back, Rib-Knit",Summer,"50% Cotton, 50% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
151,swouter04201106688,Collared Flap Pocket Front Plaid Coat,7.99,6,0,0,0,0,0,0,0,0,6,0,9,Preppy,Multicolor,Plaid,Short,Overcoat,Collar,Long Sleeve,Regular Sleeve,,"Pocket, Asymmetrical, Button Front",Fall/Winter,"65% Cotton, 35% Polyester",Cotton,Non-Stretch,No,Regular Fit,,,,,,,,,,,,Single Breasted
152,swtee07201230459,SHEIN Mock Neck Mesh Yoke & Sleeve Tee,3.99,64,0,0,0,0,3,0,1,0,61,13,4,Elegant,White,Plain,Regular,,Stand Collar,Short Sleeve,Regular Sleeve,Pullovers,"Sheer, Contrast Mesh",Summer,"8% Spandex, 92% Polyester",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
153,swtee07201204303,SHEIN Mock Neck Mesh Yoke & Sleeve Tee,3.99,64,0,0,0,0,3,0,1,0,61,13,4,Elegant,Black,Plain,Regular,,Stand Collar,Short Sleeve,Regular Sleeve,Pullovers,Contrast Mesh,Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
154,swtee07201109334,SHEIN Mock Neck Gigot Sleeve Plaid Tee,4.99,105,1,1,0,0,2,0,2,0,100,29,6,Elegant,Multicolor,Plaid,Regular,,Stand Collar,Long Sleeve,Leg-of-mutton Sleeve,Pullovers,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
155,swdress07201118973,SHEIN Allover Floral Print Tie Neck Chiffon Dress,15.0,29,0,0,0,0,0,0,0,0,29,5,18,Boho,Multicolor,"Floral, All Over Print",Short,A Line,Tie Neck,Long Sleeve,Bishop Sleeve,,,Spring/Summer,100% Polyester,Chiffon,Non-Stretch,No,Regular Fit,,High Waist,,Yes,,,,,Flared,,,
