,SKU,Item Name,Price,Reviews Num,1 Star Reviews,1 Star Images,2 Stars Reviews,2 Stars Images,3 Stars Reviews,3 Stars Images,4 Stars Reviews,4 Stars Images,5 Stars Reviews,5 Stars Images,Points Earnning,Style,Color,Pattern Type,Length,Type,Neckline,Sleeve Length,Sleeve Type,Placket Type,Details,Season,Composition,Material,Fabric,Sheer,Fit Type,Closure Type,Waist Line,Panty Type,Body,Chest pad,Bra Type,Bottom Type,Hem Shaped,Placket,Arabian Clothing,Belt,Top Type
78,swsweatsh04201217848,Drop Shoulder Letter Graphic Thermal Pullover,10.0,87,0,0,0,0,2,0,3,2,87,19,12,Casual,Black,Letter,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"2% Spandex, 98% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
79,swsweatsh04201217763,Drop Shoulder Letter Graphic Thermal Pullover,10.0,87,87,19,0,0,0,0,3,2,82,17,12,Casual,Dusty Pink,Letter,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring,"2% Spandex, 98% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
80,swtee07201225881,SHEIN Surplice Neck Rib-knit Crop Tee,5.99,10000,0,0,0,0,0,0,0,0,9999,3543,7,Elegant,Red,Plain,Crop,,V neck,Long Sleeve,Regular Sleeve,Pullovers,"Wrap, Rib-Knit",Spring/Summer,"33% Rayon, 5% Spandex, 62% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
81,swtee07200917381,SHEIN Surplice Neck Rib-knit Crop Tee,5.99,10000,0,0,0,0,0,0,0,0,9999,3543,7,Elegant,Coffee Brown,Plain,Crop,,V neck,Long Sleeve,Regular Sleeve,Pullovers,"Wrap, Rib-Knit",Spring/Summer,"27.7% Rayon, 7.5% Spandex, 64.8% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
82,swtee07201020440,SHEIN Solid Rib-knit Crop Tee,5.99,10000,0,0,0,0,0,0,0,0,9999,3543,7,Casual,Black,Plain,Crop,,V neck,Long Sleeve,Regular Sleeve,Pullovers,"Wrap, Rib-Knit",Spring/Summer,"33% Rayon, 5% Spandex, 62% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
83,swtee07201020900,SHEIN Surplice Neck Rib-knit Crop Tee,5.99,10000,0,0,0,0,0,0,0,0,9999,3543,7,Sexy,White,Plain,Crop,,Deep V Neck,Long Sleeve,Regular Sleeve,Pullovers,"Wrap, Rib-Knit",Spring/Summer,"27.7% Rayon, 7.5% Spandex, 64.8% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
84,swtee07201021554,SHEIN Surplice Neck Rib-knit Crop Tee,5.99,10000,0,0,0,0,0,0,0,0,9999,3543,7,Casual,Maroon,Plain,Crop,,V neck,Long Sleeve,Regular Sleeve,Pullovers,"Wrap, Rib-Knit",Spring/Summer,"33% Rayon, 5% Spandex, 62% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
85,swtee07201106764,SHEIN Surplice Neck Rib-knit Crop Tee,5.99,10000,0,0,0,0,0,0,0,0,9999,3543,7,Sexy,Mustard Yellow,Plain,Crop,,Deep V Neck,Long Sleeve,Regular Sleeve,Pullovers,"Wrap, Rib-Knit",Spring/Summer,"33% Rayon, 5% Spandex, 62% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
86,swpants01201217065,Elastic Waist Solid Sweatpants,13.0,381,4,0,5,0,17,2,38,2,317,28,15,,Lilac Purple,Plain,Long,,,,,,Pocket,All,"35% Polyester, 65% Cotton",Cotton Blends,Slight Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,,,,,
87,swpants01201120291,Elastic Waist Solid Sweatpants,13.0,381,4,0,5,0,17,2,38,2,317,28,15,,Black,Plain,Long,,,,,,,All,"35% Polyester, 65% Cotton",Cotton Blends,Slight Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,,,,,
88,swpants01201217292,Elastic Waist Solid Sweatpants,13.0,381,4,0,5,0,17,2,38,2,317,28,15,,Light Grey,Plain,Long,,,,,,Pocket,All,"35% Polyester, 65% Cotton",Cotton Blends,Slight Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,,,,,
89,swtee01201126106,Letter Graphic Drop Shoulder Tee,7.99,815,0,0,0,0,2,0,38,3,773,66,9,Casual,Khaki,Letter,Regular,,Round Neck,Short Sleeve,Drop Shoulder,Pullovers,,Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
90,swtee01201230038,Letter Graphic Drop Shoulder Tee,7.99,815,0,0,0,0,2,0,38,3,773,66,9,Casual,Black,Letter,Regular,,Round Neck,Short Sleeve,Drop Shoulder,Pullovers,,Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
91,swtee01210106096,Letter Graphic Drop Shoulder Tee,7.99,815,0,0,0,0,2,0,38,3,773,66,9,Casual,Royal Blue,Letter,Regular,,Round Neck,Short Sleeve,Drop Shoulder,Pullovers,,Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
92,swtee01210106567,Letter Graphic Drop Shoulder Tee,7.99,815,0,0,0,0,2,0,38,3,773,66,9,Casual,Grey,Letter,Regular,,Round Neck,Short Sleeve,Drop Shoulder,Pullovers,,Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
93,swtee01210106080,Letter Graphic Drop Shoulder Tee,7.99,815,0,0,0,0,2,0,38,3,773,66,9,Casual,Dark Green,Letter,Regular,,Round Neck,Short Sleeve,Drop Shoulder,Pullovers,,Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
94,swtee07201215347,SHEIN Rib-knit Solid Tee,3.99,1078,1078,113,5,0,37,2,79,5,935,106,4,Casual,Black,Plain,Crop,,Round Neck,Short Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
95,swtee07201203221,SHEIN Rib-knit Solid Tee,3.99,1078,13,0,5,0,37,2,79,5,935,106,4,Casual,Khaki,Plain,Crop,,Round Neck,Short Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
96,swtee07201215546,SHEIN Rib-knit Solid Tee,3.99,1078,13,0,5,0,37,2,79,5,935,106,4,Casual,White,Plain,Crop,,Round Neck,Short Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
97,swtee07201215636,SHEIN Rib-knit Solid Tee,3.99,1078,13,0,5,0,37,2,0,0,935,106,4,Casual,Mint Green,Plain,Crop,,Round Neck,Short Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
98,swtee07201215218,SHEIN Rib-knit Solid Tee,3.99,1078,13,0,5,0,37,2,79,5,935,106,4,Casual,"Pastel, Baby Pink",Plain,Crop,,Round Neck,Cap Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
99,swtee07210105425,SHEIN Rib-knit Solid Tee,3.99,1078,13,0,5,0,37,2,79,5,935,106,4,Casual,Chocolate Brown,Plain,Crop,,Round Neck,Short Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
100,swvest07201222306,SHEIN Solid Crop Tank Top,5.0,1015,0,0,5,1,10,1,48,4,950,64,6,Casual,Redwood,Plain,Crop,Tank,Round Neck,,,,,Summer,"93% Rayon, 7% Spandex",Rayon,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
101,swvest07201130858,SHEIN Solid Crop Tank Top,5.0,1015,0,0,5,1,10,1,48,4,950,64,6,Casual,Coffee Brown,Plain,Crop,Tank,Round Neck,,,,,Summer,"93% Rayon, 7% Spandex",Rayon,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
102,swvest07201218354,SHEIN Solid Crop Tank Top,5.0,1015,0,0,5,1,10,1,48,4,950,64,6,Casual,Black,Plain,Crop,Tank,Round Neck,,,,,Summer,"93% Rayon, 7% Spandex",Rayon,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
103,swvest07201222653,SHEIN Solid Crop Tank Top,5.0,1015,0,0,5,1,10,1,48,4,1015,70,6,Casual,"Pastel, Mint Green",Plain,Crop,Tank,Round Neck,,,,Rib-Knit,Summer,"93% Rayon, 7% Spandex",Rayon,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
104,swvest07201224444,SHEIN Solid Crop Tank Top,5.0,1015,0,0,5,1,10,1,48,4,950,64,6,Casual,White,Plain,Crop,Tank,Round Neck,,,,,Summer,"Rayon, Spandex",Rayon,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
105,swvest23201215605,Mock Neck Rib-knit Tank Top Without Necklace,5.0,3306,10,0,13,1,50,1,147,17,3085,340,6,Casual,Black,Plain,Crop,Tank,Stand Collar,,,,Rib-Knit,Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
106,swvest44201120546,Mock Neck Rib-knit Tank Top,6.0,3306,10,0,13,1,50,1,147,17,3085,340,7,Casual,Mocha Brown,Plain,Crop,Tank,Stand Collar,,,,Rib-Knit,Summer,"3% Spandex, 97% Polyester",Polyester,High Stretch,No,Slim Fit,,,,,,,,,,,,
107,swvest23201127516,Mock Neck Rib-knit Tank Top Without Necklace,5.0,3306,10,0,13,1,50,1,147,17,3085,340,6,Casual,Apricot,Plain,Crop,Tank,Stand Collar,,,,Rib-Knit,Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
108,swvest23201215625,Mock Neck Rib-knit Tank Top Without Necklace,5.0,3306,10,0,13,1,50,1,147,17,3085,340,6,Casual,White,Plain,Crop,Tank,Stand Collar,,,,Rib-Knit,Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
109,swvest23201216458,Mock Neck Solid Tank Top,5.0,3306,10,0,13,1,50,1,147,17,3085,340,6,Casual,Navy Blue,Plain,Crop,Tank,Stand Collar,,,,Rib-Knit,Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
110,swvest23201216034,Mock Neck Rib-knit Tank Top Without Necklace,5.0,3306,10,0,13,1,50,1,147,17,0,0,6,Casual,Chocolate Brown,Plain,Crop,Tank,Stand Collar,,,,Rib-Knit,Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
111,swpants44201102901,Solid High Rise Tailored Pants,13.0,66,1,0,0,0,2,1,5,1,58,5,15,Elegant,Chocolate Brown,Plain,Long,Tailored,,,,,,Spring/Summer/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,,,,,
112,swpants44201231489,Solid High Rise Tailored Pants,14.0,66,1,0,0,0,2,1,5,1,58,5,17,Elegant,Mint Green,Plain,Long,Tailored,,,,,,Spring/Summer/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,,,,,
113,swpants44201231686,Solid Straight Leg Pants,14.0,66,0,0,0,0,2,1,5,1,58,5,17,Elegant,Khaki,Plain,Long,Straight Leg,,,,,,Spring/Summer/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,High Waist,,,,,,,,,,
114,swtee07201209803,SHEIN Rib-knit Crop Top,3.99,93,0,0,0,0,0,0,93,7,87,6,4,Casual,Royal Blue,Plain,Crop,,Round Neck,Cap Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Summer,"8% Spandex, 32% Cotton, 60% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
115,swtee07210104470,SHEIN Rib-knit Crop Top,3.99,93,0,0,0,0,0,0,7,1,87,6,4,Casual,Black,Plain,Crop,,Round Neck,Cap Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Summer,"5% Spandex, 25% Cotton, 70% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
116,swtee07210104547,SHEIN Rib-knit Crop Top,3.99,93,0,0,0,0,0,0,7,1,93,7,4,Casual,Mint Green,Plain,Crop,,Round Neck,Cap Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Summer,"8% Spandex, 32% Cotton, 60% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
117,swtop04201124059,Cable Knit Sweater Vest,7.0,1445,11,0,15,2,59,12,130,21,1230,200,8,Casual,Khaki,Plain,Crop,,V neck,Sleeveless,,Pullovers,,Spring/Fall,100% Acrylic,Acrylic,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
118,swtop04201103797,Cable Knit Sweater Vest,7.0,1445,11,0,15,2,59,12,130,21,1230,200,8,Casual,Grey,Plain,Crop,,V neck,Sleeveless,,Pullovers,,Spring/Fall,100% Acrylic,Acrylic,Non-Stretch,No,Slim Fit,,,,,,,,,,,,
119,swtop04201124243,Cable Knit Sweater Vest,7.0,1445,11,0,15,2,59,12,130,21,1230,200,8,Casual,Mocha Brown,Plain,Crop,,V neck,Sleeveless,,Pullovers,,Spring/Fall,100% Acrylic,Acrylic,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
120,swtop04201124780,Cable Knit Sweater Vest,7.0,1445,11,0,15,2,59,12,130,21,1230,200,8,Casual,Coffee Brown,Plain,Crop,,V neck,Sleeveless,,Pullovers,,Spring/Fall,100% Acrylic,Acrylic,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
121,swtop04201124811,Cable Knit Sweater Vest,7.0,1445,11,0,15,2,59,12,130,21,1230,200,8,Casual,Black,Plain,Crop,,V neck,Sleeveless,,Pullovers,,Spring/Fall,Acrylic,Acrylic,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
122,swtop04201222062,Cable Knit Sweater Vest,7.0,1445,11,0,0,0,0,0,130,21,1230,200,8,Casual,Burgundy,Plain,Crop,,V neck,Sleeveless,,Pullovers,,Spring/Fall,100% Acrylic,Acrylic,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
123,swtee07201126233,SHEIN Ruched Bust Crop Tee,3.99,89,89,6,1,0,4,0,6,0,78,6,4,Casual,White,Plain,Crop,,Scoop Neck,Short Sleeve,Regular Sleeve,Pullovers,"Rib-Knit, Ruched Bust",Summer,"8% Spandex, 92% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
124,swtee07201224895,SHEIN Ruched Bust Crop Tee,3.99,89,0,0,1,0,4,0,6,0,78,6,4,Casual,Lilac Purple,Plain,Crop,,Scoop Neck,Short Sleeve,Regular Sleeve,Pullovers,"Rib-Knit, Ruched Bust",Summer,"8% Spandex, 92% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
125,swtee07201224964,SHEIN Ruched Bust Crop Tee,3.99,89,0,0,1,0,4,0,6,0,78,6,4,Casual,Dusty Blue,Plain,Crop,,Scoop Neck,Short Sleeve,Regular Sleeve,Pullovers,"Rib-Knit, Ruched Bust",Summer,"8% Spandex, 92% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
126,swtee07201224320,SHEIN Ruched Bust Crop Tee,3.99,89,0,0,1,0,4,0,6,0,78,6,4,Casual,Black,Plain,Crop,,Scoop Neck,Cap Sleeve,Regular Sleeve,Pullovers,"Rib-Knit, Ruched Bust",Summer,"8% Spandex, 92% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
127,swtee23201229158,Letter And Car Print Oversized Tee,14.99,90,1,0,1,0,4,1,7,0,78,5,18,Casual,Dark Grey,"Letter, Graphic",Long,,Round Neck,Half Sleeve,Drop Shoulder,Pullovers,,Summer,100% Cotton,Cotton,Slight Stretch,No,Oversized,,,,,,,,,,,,
128,swtee23201204574,Letter And Car Print Oversized Tee,14.99,90,1,0,1,0,4,1,7,0,78,5,18,Casual,White,"Letter, Graphic",Long,,Round Neck,Half Sleeve,Drop Shoulder,Pullovers,,Summer,100% Cotton,Cotton,Slight Stretch,No,Oversized,,,,,,,,,,,,
129,swtee23201229036,Letter And Car Print Oversized Tee,14.99,90,0,0,1,0,4,1,7,0,78,5,18,Casual,Black,"Letter, Graphic",Long,,Round Neck,Half Sleeve,Drop Shoulder,Pullovers,,Summer,100% Cotton,Cotton,Slight Stretch,No,Oversized,,,,,,,,,,,,
130,swtee23201229302,Letter And Car Print Oversized Tee,14.99,90,1,0,1,0,4,1,0,0,78,5,18,Casual,Khaki,"Letter, Graphic",Long,,Round Neck,Half Sleeve,Drop Shoulder,Pullovers,,Summer,100% Cotton,Cotton,Slight Stretch,No,Oversized,,,,,,,,,,,,
131,swtee23201229255,Letter And Car Print Oversized Tee,14.99,90,1,0,1,0,4,1,7,0,78,5,18,Casual,Light Grey,"Letter, Graphic",Long,,Round Neck,Half Sleeve,Drop Shoulder,Pullovers,,Summer,100% Cotton,Cotton,Slight Stretch,No,Oversized,,,,,,,,,,,,
132,swtee23201229903,Letter And Car Print Oversized Tee,14.99,90,1,0,1,0,4,1,7,0,78,5,18,Casual,Yellow,"Letter, Graphic",Long,,Round Neck,Half Sleeve,Drop Shoulder,Pullovers,,Summer,100% Cotton,Cotton,Slight Stretch,No,Oversized,,,,,,,,,,,,
133,swouter02201224734,Argyle Pattern Button Up Cardigan,19.0,217,0,0,0,0,1,0,5,0,211,30,23,Casual,Multicolor,Geometric,Regular,Cardigan,V neck,Long Sleeve,Regular Sleeve,,Button Front,Spring/Fall,"65% Cotton, 35% Polyester",Cotton,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
134,swouter02201127685,Argyle Pattern Button Up Cardigan,19.0,217,0,0,0,0,1,0,5,0,211,30,23,Casual,Multicolor,Geometric,Regular,Cardigan,V neck,Long Sleeve,Regular Sleeve,,Button Front,Spring/Fall,"65% Cotton, 35% Polyester",Cotton,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
135,swouter02201224750,Argyle Pattern Button Up Cardigan,19.0,217,0,0,0,0,1,0,0,0,211,30,23,Casual,Navy Blue,Geometric,Regular,Cardigan,V neck,Long Sleeve,Regular Sleeve,,Button Front,Spring/Fall,"65% Cotton, 35% Polyester",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
136,swpants07201202442,SHEIN Elastic Waist Slant Pocket Solid Joggers,16.0,24,1,0,0,0,1,0,5,0,17,1,19,,Light Grey,Plain,Long,,,,,,Pocket,All,100% Cotton,Cotton,Slight Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,,,,,
137,swpants07201230194,SHEIN Elastic Waist Slant Pocket Solid Joggers,16.0,24,1,0,0,0,1,0,5,0,17,1,19,,Khaki,Plain,Long,,,,,,Pocket,All,100% Cotton,Cotton,Slight Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,,,,,
138,swpants07201230615,SHEIN Elastic Waist Slant Pocket Solid Joggers,16.0,24,1,0,0,0,0,0,0,0,17,1,19,,White,Plain,Long,,,,,,Pocket,All,100% Cotton,Cotton,Slight Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,,,,,
139,swpants07201230321,SHEIN Elastic Waist Slant Pocket Solid Joggers,16.0,24,1,0,0,0,1,0,5,0,17,1,19,,Black,Plain,Long,,,,,,Pocket,All,100% Cotton,Cotton,Slight Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,,,,,
140,swsweatsh04201209064,Drop Shoulder Solid Pullover,6.49,330,2,0,3,1,11,0,330,46,293,43,7,Casual,Burgundy,Plain,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"2% Spandex, 98% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,,,,,
141,swsweatsh04200909080,Drop Shoulder Solid Pullover,9.99,330,2,0,3,1,11,0,21,2,293,43,12,Casual,"Pastel, Coral Pink",Plain,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring,"2% Spandex, 98% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
142,swsweatsh04201209815,Drop Shoulder Solid Pullover,9.99,330,2,0,3,1,11,0,21,2,293,43,12,Casual,Navy Blue,Plain,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"2% Spandex, 98% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,,,,,
143,swsweatsh04201209042,Drop Shoulder Solid Pullover,9.99,330,2,0,3,1,11,0,21,2,293,43,12,Casual,Cadet Blue,Plain,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"2% Spandex, 98% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
144,swsweatsh04201209088,Drop Shoulder Solid Pullover,6.49,330,2,0,3,1,11,0,21,2,293,43,7,Casual,Army Green,Plain,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"2% Spandex, 98% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,,,,,
145,swsweatsh04201209981,Drop Shoulder Solid Pullover,9.99,330,2,0,3,1,0,0,21,2,293,43,12,Casual,Dark Green,Plain,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"2% Spandex, 98% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,,,,,
146,swtop23201124080,Eyelet Lace Up Tie Back Bustier Bandeau Crop Top,14.0,4628,32,6,62,21,135,33,268,70,4127,1195,17,Sexy,Blue,Plain,Crop,,Strapless,Sleeveless,,Pullovers,"Lace Up, Grommet Eyelet",Summer,100% Cotton,Cotton,Non-Stretch,No,Slim Fit,,,,,,,,,,,,
147,swtop04200109802,Lace Up Back Crop Bustier Tube Top,14.0,4628,32,6,62,21,135,33,268,70,4127,1195,17,Elegant,White,Plain,Crop,,Strapless,Sleeveless,,Pullovers,"Lace Up, Tie Back",Summer,100% Cotton,Cotton,Non-Stretch,No,Slim Fit,,,,,,,,,,,,
148,swtop23200820768,Lace-Up Bustier Cropped Tube Top,15.0,4628,32,6,62,21,135,33,268,70,4127,1195,18,Sexy,Khaki,Plain,Crop,,Strapless,Sleeveless,,Pullovers,"Lace Up, Grommet Eyelet",Summer,100% Cotton,Cotton,Non-Stretch,No,Slim Fit,,,,,,,,,,,,
149,swtop23200820164,Grommet Lace-up Back Bustier Tube Top,14.0,4628,32,6,62,21,135,33,268,70,4127,1195,17,Sexy,Black,Plain,Crop,,Strapless,Sleeveless,,Pullovers,"Lace Up, Grommet Eyelet",Summer,100% Cotton,Cotton,Non-Stretch,No,Slim Fit,,,,,,,,,,,,
150,swtop23201015297,Eyelet Lace Up Tie Back Bustier Bandeau Crop Top,14.0,4628,32,6,62,21,135,33,268,70,4127,1195,17,Sexy,Navy Blue,Plain,Crop,,Strapless,Sleeveless,,Pullovers,"Lace Up, Grommet Eyelet",Summer,100% Cotton,Cotton,Non-Stretch,No,Slim Fit,,,,,,,,,,,,
151,swtop23201015624,Eyelet Lace Up Tie Back Bustier Bandeau Crop Top,14.0,4628,32,6,62,21,135,33,268,70,4127,1195,17,Sexy,Coffee Brown,Plain,Crop,,Strapless,Sleeveless,,Pullovers,"Lace Up, Grommet Eyelet",Summer,100% Cotton,Cotton,Non-Stretch,No,Slim Fit,,,,,,,,,,,,
152,swtee04201114443,Sweetheart Neck Frill Trim Ruched Top,7.99,1935,0,0,0,0,40,4,108,18,1771,247,9,Elegant,Black,Plain,Crop,,Sweetheart,Long Sleeve,Raglan Sleeve,Pullovers,"Frill, Ruched",Spring/Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
153,swtee04200924491,Sweetheart Neck Frill Trim Ruched Top,7.99,1935,7,1,11,2,40,4,108,18,1,248,9,Elegant,Beige,Plain,Crop,,Sweetheart,Long Sleeve,Raglan Sleeve,Pullovers,"Frill, Ruched",Spring/Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
154,swtee04201114540,Sweetheart Neck Frill Trim Ruched Top,7.99,1935,7,1,11,2,40,4,108,18,1771,247,9,Elegant,"Pastel, Mint Green",Plain,Crop,,Sweetheart,Long Sleeve,Raglan Sleeve,Pullovers,"Frill, Ruched",Spring/Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
155,swtee04201114684,Sweetheart Neck Frill Trim Ruched Top,7.99,1935,7,1,11,2,40,4,108,18,1771,247,9,Elegant,Khaki,Plain,Crop,,Sweetheart,Long Sleeve,Raglan Sleeve,Pullovers,"Frill, Ruched",Spring/Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
156,swsweatsh04200901626,Drop Shoulder Zip Up Drawstring Hoodie,14.99,10000,0,0,0,0,0,0,0,0,9999,2185,18,Casual,Black,Plain,Regular,Zip Up,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Pocket, Zipper",Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
157,swsweatsh04200806144,Heathered Knit Zip-Up Drawstring Hoodie,14.99,10000,0,0,0,0,0,0,9999,2185,9999,2185,18,Casual,Light Grey,Plain,Regular,Zip Up,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Zipper",Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
158,swsweatsh04200901368,Drop Shoulder Zip Up Drawstring Hoodie,14.99,10000,0,0,0,0,0,0,0,0,9999,2185,18,Casual,Coffee Brown,Plain,Regular,Zip Up,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Zipper",Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
159,swsweatsh04200903676,Drop Shoulder Zip Up Drawstring Hoodie,14.99,10000,0,0,0,0,0,0,0,0,9999,2185,18,Casual,"Pastel, Mint Green",Plain,Regular,Zip Up,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Zipper",Spring,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
160,swsweatsh04201105791,Drop Shoulder Zip Up Thermal Drawstring Hoodie,14.99,10000,0,0,0,0,0,0,0,0,9999,2185,18,Casual,Dark Grey,Plain,Regular,Zip Up,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Pocket, Zipper",Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
161,swsweatsh04201105155,Drop Shoulder Zip Up Drawstring Hoodie,14.99,10000,0,0,0,0,0,0,0,0,9999,2185,18,Casual,Dark Grey,Plain,Regular,Zip Up,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Pocket, Zipper",Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
