,SKU,Item NamePrice,Reviews Num,1 Star Reviews,1 Star Images,2 Stars Reviews,2 Stars Images,3 Stars Reviews,3 Stars Images,4 Stars Reviews,4 Stars Images,5 Stars Reviews,5 Stars Images,Points Earnning,Style,Color,Pattern Type,Length,Type,Neckline,Sleeve Length,Sleeve Type,Placket Type,Details,Season,Composition,Material,Fabric,Sheer,Fit Type,Closure Type,Waist Line,Panty Type,Body,Chest pad,Bra Type,Bottom Type,Item Name,Price,Hem Shaped,Belt,Top Type,Placket
79,swpants04201218634,,674,3,0,6,0,11,0,59,10,592,38,20,Elegant,Grey,Plain,Long,Wide Leg,,,,,"Button, Pocket, Zipper",Fall/Winter,"5% Spandex, 95% Polyester",Corduroy,Slight Stretch,No,Loose,Zipper Fly,High Waist,,,,,,High Waist Cord Wide Leg Pants,17.0,,,,
80,swpants04201218251,,674,3,0,6,0,11,0,59,10,592,38,20,Elegant,Brown,Plain,Long,Wide Leg,,,,,"Button, Pocket, Zipper",Fall/Winter,"5% Spandex, 95% Polyester",Corduroy,Slight Stretch,No,Loose,Zipper Fly,High Waist,,,,,,High Waist Cord Wide Leg Pants,17.0,,,,
81,swtee04201114540,,1553,7,1,7,2,26,3,88,18,1425,195,9,Elegant,"Pastel, Mint Green",Plain,Crop,,Sweetheart,Long Sleeve,Raglan Sleeve,Pullovers,"Frill, Ruched",Spring/Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,Sweetheart Neck Frill Trim Ruched Top,7.99,,,,
82,swtee04200924491,,1554,7,1,7,2,26,3,88,18,1,196,9,Elegant,Beige,Plain,Crop,,Sweetheart,Long Sleeve,Raglan Sleeve,Pullovers,"Frill, Ruched",Spring/Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,Sweetheart Neck Frill Trim Ruched Top,7.99,,,,
83,swtee04201114684,,1553,7,1,7,2,26,3,88,18,1425,195,9,Elegant,Khaki,Plain,Crop,,Sweetheart,Long Sleeve,Raglan Sleeve,Pullovers,"Frill, Ruched",Spring/Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,Sweetheart Neck Frill Trim Ruched Top,7.99,,,,
84,swtee04201114443,,1553,7,1,7,2,26,3,88,18,1425,195,9,Elegant,Black,Plain,Crop,,Sweetheart,Long Sleeve,Raglan Sleeve,Pullovers,"Frill, Ruched",Spring/Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,Sweetheart Neck Frill Trim Ruched Top,7.99,,,,
85,swpants04201211040,,4424,38,2,47,8,124,21,188,47,4027,1197,19,,Medium Wash,Plain,Cropped,Skinny,,,,,"Button, Pocket, Zipper, Washed",,"2% Spandex, 85% Cotton, 13% Polyester",Denim,Slight Stretch,No,Skinny,Zipper Fly,Natural,,,,,,Stonewash Skinny Jeans Without Belt,16.0,,No,,
86,swpants04191210103,,4425,38,2,47,8,124,21,188,47,1,1198,20,,"Pastel, Light Wash",Plain,Long,Skinny,,,,,"Button, Pocket, Zipper, Washed",,"2% Spandex, 85% Cotton, 13% Polyester",Denim,Slight Stretch,No,Skinny,"Button Fly, Zipper Fly",Natural,,,,,,Stonewash Skinny Jeans Without Belt,17.0,,No,,
87,swpants04201105878,,4424,38,2,47,8,124,21,188,47,4027,1197,19,,Dark Wash,Plain,Cropped,Skinny,,,,,"Button, Pocket, Zipper, Washed",,"2% Spandex, 85% Cotton, 13% Polyester",Denim,Slight Stretch,No,Skinny,Zipper Fly,Natural,,,,,,Stonewash Skinny Jeans Without Belt,16.0,,No,,
88,swpants07201216870,,24,0,0,1,0,0,0,1,0,22,1,17,Sporty,Light Grey,Animal,Long,Sweatpants,,,,,,All,100% Cotton,Cotton,Non-Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,SHEIN Elastic Waist Butterfly Print Joggers,14.0,,,,
89,swtee07201231029,,0,0,0,0,0,0,0,0,0,0,0,4,Casual,Coffee Brown,Plain,Crop,,Stand Collar,Short Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Summer,"93% Rayon, 7% Spandex",Rayon,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Mock Neck Crop Tee,3.99,,,,
90,swouter02201224750,,163,0,0,0,0,0,0,2,0,161,23,23,Casual,Navy Blue,Geometric,Regular,Cardigan,V neck,Long Sleeve,Regular Sleeve,,Button Front,Spring/Fall,"65% Cotton, 35% Polyester",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,Argyle Pattern Button Up Cardigan,19.0,,,,
91,swouter02201127685,,163,0,0,0,0,0,0,2,0,161,23,23,Casual,Multicolor,Geometric,Regular,Cardigan,V neck,Long Sleeve,Regular Sleeve,,Button Front,Spring/Fall,"65% Cotton, 35% Polyester",Cotton,Slight Stretch,No,Regular Fit,,,,,,,,Argyle Pattern Button Up Cardigan,19.0,,,,
92,swouter02201224734,,163,0,0,0,0,0,0,2,0,161,23,23,Casual,Multicolor,Geometric,Regular,Cardigan,V neck,Long Sleeve,Regular Sleeve,,Button Front,Spring/Fall,"65% Cotton, 35% Polyester",Cotton,Slight Stretch,No,Regular Fit,,,,,,,,Argyle Pattern Button Up Cardigan,19.0,,,,
93,swskirt01201121358,,163,7,0,8,0,13,1,12,0,123,13,18,Casual,White,Plain,Mini,Pleated,,,,,Pleated,Spring/Summer/Fall,100% Polyester,PU Leather,Slight Stretch,No,,,High Waist,,,,,,Solid Mini PU Leather Pleated Skirt,15.0,,,,
94,swskirt01201225366,,163,7,0,8,0,13,1,12,0,123,13,19,Preppy,Black,Plain,Mini,Pleated,,,,,Pleated,Fall/Winter,100% Polyester,PU Leather,Slight Stretch,No,,,High Waist,,,,,,Solid Mini PU Leather Pleated Skirt,16.0,,,,
95,swtee01201230038,,570,0,0,0,0,2,0,27,3,541,49,9,Casual,Black,Letter,Regular,,Round Neck,Short Sleeve,Drop Shoulder,Pullovers,,Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Letter Graphic Drop Shoulder Tee,7.99,,,,
96,swtee01201126106,,570,0,0,0,0,2,0,27,3,541,49,9,Casual,Khaki,Letter,Regular,,Round Neck,Short Sleeve,Drop Shoulder,Pullovers,,Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Letter Graphic Drop Shoulder Tee,7.99,,,,
97,swsweatsh24201210432,,41,1,0,1,0,1,0,3,0,35,3,10,Casual,Black,Letter,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Fall/Winter,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Letter Graphic Thermal Lined Sweatshirt,8.99,,,,
98,swdress23201109336,,3,0,0,0,0,0,0,0,0,3,0,15,Elegant,Coffee Brown,Plain,Short,Bodycon,V neck,Long Sleeve,Regular Sleeve,,Ruched,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Slim Fit,,Natural,,,,,,Ruched Detail Bodycon Dress,13.0,Pencil,,,
99,swtee07201215347,,790,10,0,3,0,29,1,57,1,691,83,4,Casual,Black,Plain,Crop,,Round Neck,Short Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Rib-knit Solid Tee,3.99,,,,
100,swtee07201203221,,790,10,0,3,0,29,1,57,1,691,83,4,Casual,Khaki,Plain,Crop,,Round Neck,Short Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Rib-knit Solid Tee,3.99,,,,
101,swtee07201215546,,790,10,0,3,0,29,1,57,1,691,83,4,Casual,White,Plain,Crop,,Round Neck,Short Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Rib-knit Solid Tee,3.99,,,,
102,swtee07201215636,,790,10,0,3,0,29,1,57,1,691,83,4,Casual,Mint Green,Plain,Crop,,Round Neck,Short Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Rib-knit Solid Tee,3.99,,,,
103,swtee07201215218,,790,10,0,3,0,29,1,57,1,691,83,4,Casual,"Pastel, Baby Pink",Plain,Crop,,Round Neck,Cap Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Rib-knit Solid Tee,3.99,,,,
104,swtee07210105288,,790,10,0,3,0,29,1,57,1,691,83,4,Casual,Baby Blue,Plain,Crop,,Round Neck,Cap Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Rib-knit Solid Tee,3.99,,,,
105,swsweatsh01201124154,,918,4,1,7,0,21,2,53,5,833,71,18,Casual,Khaki,Plain,Long,Zip Up,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Pocket, Zipper",Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,Solid Zip Up Drawstring Hooded Sweatshirt,14.99,,,,
106,swsweatsh01201104344,,918,4,1,7,0,21,2,53,5,833,71,18,Casual,Black,Plain,Long,Zip Up,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Pocket, Zipper",Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,Solid Zip Up Drawstring Hooded Sweatshirt,14.99,,,,
107,swsweatsh01201124025,,918,4,1,0,0,21,2,53,5,833,71,18,Casual,Light Grey,Plain,Long,Zip Up,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Pocket, Zipper",Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,Solid Zip Up Drawstring Hooded Sweatshirt,14.99,,,,
108,swvest07201223627,,392,1,0,1,0,7,1,25,2,358,23,3,Casual,Multicolor,Colorblock,Crop,Tank,Round Neck,,,,Lettuce Trim,Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Lettuce Trim Crop Tank Top,3.0,,,,
109,swvest07201208965,,392,1,0,1,0,7,1,25,2,392,25,4,Casual,Rust Brown,Colorblock,Crop,Tank,Round Neck,,,,Lettuce Trim,Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Lettuce Trim Crop Tank Top,4.0,,,,
110,swvest07201223833,,392,1,0,1,0,7,1,25,2,358,23,3,Casual,Blue,Colorblock,Crop,Tank,Round Neck,,,,Lettuce Trim,Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Lettuce Trim Crop Tank Top,3.0,,,,
111,swpants04201111278,,249,0,0,3,0,5,1,17,3,225,26,25,,Burgundy,Plain,Long,"Wide Leg, Cargo Pants",,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Loose,Zipper Fly,High Waist,,,,,,High Waist Flap Pocket Wide Leg Jeans,21.0,,,,
112,swtee07201211440,,752,1,0,3,2,15,3,43,17,690,274,4,Casual,Dusty Blue,Plain,Crop,,V neck,Long Sleeve,Regular Sleeve,Placket,"Lettuce Trim, Button Front",Spring/Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Lettuce Edge Waffle Knit Button Up Top,3.99,,,,
113,swtee07200727803,,752,1,0,3,2,15,3,43,17,690,274,4,Casual,Violet Purple,Plain,Crop,,V neck,Long Sleeve,Regular Sleeve,Placket,"Lettuce Trim, Button Front",Spring/Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Lettuce Edge Waffle Knit Button Up Top,3.99,,,,
114,swtee07201211155,,752,1,0,3,2,15,3,43,17,690,274,4,Casual,White,Plain,Crop,,V neck,Long Sleeve,Regular Sleeve,Placket,"Lettuce Trim, Button Front",Spring/Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Lettuce Edge Waffle Knit Button Up Top,3.99,,,,
115,swtee07201211465,,752,1,0,3,2,15,3,43,17,690,274,4,Casual,Black,Plain,Crop,,V neck,Long Sleeve,Regular Sleeve,Placket,"Lettuce Trim, Button Front",Spring/Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Lettuce Edge Waffle Knit Button Up Top,3.99,,,,
116,swtee07201211998,,752,1,0,3,2,15,3,43,17,690,274,4,Casual,Redwood,Plain,Crop,,V neck,Long Sleeve,Regular Sleeve,Placket,"Lettuce Trim, Button Front",Spring/Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Lettuce Edge Waffle Knit Button Up Top,3.99,,,,
117,swpants01201201867,,575,18,3,14,3,20,2,32,4,491,70,14,,Black,Plain,Cropped,,,,,,Pocket,Fall/Winter,"97% Polyester, 3% Spandex",,Slight Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,Solid High Waist Fleece Sweatpants,12.0,,,,
118,swpants01201105850,,575,18,3,14,3,20,2,32,4,491,70,15,,Apricot,Plain,Cropped,,,,,,,Fall/Winter,"97% Polyester, 3% Spandex",,Slight Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,Solid High Waist Fleece Sweatpants,13.0,,,,
119,swpants01201201358,,575,18,3,14,3,20,2,32,4,491,70,15,,Coffee Brown,Plain,Cropped,,,,,,Pocket,Fall/Winter,"97% Polyester, 3% Spandex",,Slight Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,Solid High Waist Fleece Sweatpants,13.0,,,,
120,swpants01201201967,,575,18,3,14,3,20,2,32,4,491,70,14,,Grey,Plain,Cropped,,,,,,,Fall/Winter,"97% Polyester, 3% Spandex",,Slight Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,Solid High Waist Fleece Sweatpants,12.0,,,,
121,swpants04201116013,,38,0,0,3,0,2,0,5,2,29,0,27,,Multicolor,Colorblock,Long,Flare Leg,,,,,Washed,,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,,High Waist,,,,,,High Waist Colorblock Flare Leg Jeans,23.0,,,,
122,swsweatsh07201112416,,15,0,0,0,0,0,0,0,0,15,1,21,Casual,Multicolor,Striped,Regular,Half Placket,Polo,Long Sleeve,Drop Shoulder,,Button Front,Spring/Fall,100% Cotton,Cotton,Non-Stretch,No,Regular Fit,,,,,,,,SHEIN Polo Collar Colorblock Sweatshirt,17.99,,,,
123,swsweatsh24201222797,,39,1,0,2,0,1,0,1,0,34,0,10,Casual,Baby Pink,"Letter, Animal",Regular,Pullovers,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Pocket",Fall/Winter,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Chinese Dragon Print Drawstring Thermal Hoodie,8.99,,,,
124,swsweatsh24201222249,,39,1,0,2,0,1,0,1,0,34,0,10,Casual,Black,"Animal, Slogan",Regular,Pullovers,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Pocket",Spring/Fall,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Chinese Dragon & Slogan Graphic Hoodie,8.99,,,,
125,swsweatsh24201222750,,39,1,0,2,0,1,0,1,0,34,0,10,Casual,White,"Animal, Slogan",Regular,Pullovers,Hooded,Long Sleeve,Drop Shoulder,,Pocket,Spring/Fall,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Chinese Dragon And Slogan Graphic Drop Shoulder Hoodie,8.99,,,,
126,swpants03201204958,,1736,7,0,11,1,58,10,109,12,1551,142,17,,Dark Grey,Plain,Long,,,,,,"Pocket, Drawstring",All,"97% Polyester, 3% Spandex",Polyester,Slight Stretch,No,Regular Fit,Drawstring Waist,High Waist,,,,,,Drawstring Waist Slant Pockets Sweatpants,14.0,,,,
127,swpants03201112133,,1736,7,0,11,1,58,10,109,12,1551,142,17,,Mint Green,Plain,Long,,,,,,"Pocket, Drawstring",All,"97% Polyester, 3% Spandex",Polyester,Slight Stretch,No,Regular Fit,Drawstring Waist,High Waist,,,,,,Drawstring Waist Slant Pockets Sweatpants,14.0,,,,
128,swpants03201204189,,1736,7,0,11,1,58,10,109,12,1551,142,17,,Black,Plain,Long,,,,,,"Pocket, Drawstring",All,"97% Polyester, 3% Spandex",Polyester,Slight Stretch,No,Regular Fit,Drawstring Waist,High Waist,,,,,,Drawstring Waist Slant Pockets Sweatpants,14.0,,,,
129,swpants03201204621,,1736,7,0,11,1,58,10,109,12,1551,142,17,,Dusty Blue,Plain,Long,,,,,,"Pocket, Drawstring",All,"97% Polyester, 3% Spandex",Polyester,Slight Stretch,No,Regular Fit,Drawstring Waist,High Waist,,,,,,Drawstring Waist Slant Pockets Sweatpants,14.0,,,,
130,swpants03201208575,,1736,7,0,11,1,58,10,109,12,1551,142,17,,White,Plain,Cropped,,,,,,"Pocket, Drawstring",All,"97% Polyester, 3% Spandex",Polyester,Slight Stretch,No,Regular Fit,Drawstring Waist,High Waist,,,,,,Drawstring Waist Slant Pockets Sweatpants,14.0,,,,
131,swvest07201216155,,39,0,0,0,0,1,0,4,0,34,3,4,Casual,Multicolor,Ditsy Floral,Crop,Cami,Spaghetti Strap,,,,"Contrast Lace, Rib-Knit",Summer,"8% Spandex, 92% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Lace Trim Ditsy Floral Cami Top,4.0,,,,
132,swpants04201208008,,3521,75,12,91,15,203,52,361,98,2794,852,23,,Light Wash,Plain,Long,"Wide Leg, Baggy",,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Loose,Zipper Fly,Natural,,,,,,Full Length Baggy Jeans,19.0,,,,
133,swpants04191219821,,3521,75,12,91,15,203,52,361,98,2794,852,23,,Light Wash,Plain,Long,Wide Leg,,,,,"Button, Pocket, Zipper, Washed",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Loose,Zipper Fly,Natural,,,,,,Full Length Baggy Jeans,19.0,,,,
134,swpants04201119091,,3521,75,12,91,15,203,52,361,98,2794,852,23,,Dark Wash,Plain,Long,Wide Leg,,,,,"Button, Pocket, Zipper, Washed",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Loose,Zipper Fly,Natural,,,,,,Full Length Baggy Jeans,19.0,,,,
135,swtwop07201207995,,3124,9,3,23,5,75,17,153,37,2864,827,17,Elegant,Black,Plain,,,One Shoulder,Sleeveless,,,,Spring/Summer,"4% Spandex, 96% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,Pants,SHEIN One Shoulder Slim Crop Top & Flare Pants Set,14.0,,,Women Tops,
136,swtwop07200415311,,3124,9,3,23,5,75,17,153,37,2864,827,18,Elegant,Lime Green,Plain,,,One Shoulder,Sleeveless,,,,Spring/Summer,"4% Spandex, 96% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,Pants,SHEIN Ribbed One-Shoulder Crop Top & Flare Pants Set,15.0,,,Women Tops,
137,swtwop07200624546,,3124,9,3,23,5,75,17,153,37,2864,827,18,Elegant,Green,Plain,,,One Shoulder,Sleeveless,,,,Spring/Summer,"4% Spandex, 96% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,Pants,SHEIN One Shoulder Crop Top and Flare Leg Pants Set,15.0,,,Women Tops,
138,swtwop07200624263,,3124,9,3,23,5,75,17,153,37,2864,827,19,Elegant,Rust Brown,Plain,,,One Shoulder,Sleeveless,,,,Spring/Summer,"4% Spandex, 96% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,Pants,SHEIN Ribbed One-Shoulder Crop Top & Flare Pants Set,16.0,,,Women Tops,
139,swtwop07201215211,,3124,9,3,23,5,75,17,153,37,2864,827,17,Casual,Dusty Blue,Plain,,,One Shoulder,Sleeveless,,,,Spring/Summer,"4% Spandex, 96% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,Pants,SHEIN One Shoulder Slim Crop Top & Flare Pants Set,14.0,,,Women Tops,
140,swpants04201116502,,48,0,0,0,0,2,0,7,1,39,6,25,,Multicolor,Geometric,Long,Wide Leg,,,,,"Button, Pocket, Zipper, Washed",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Loose,Zipper Fly,High Waist,,,,,,High Waist Argyle Print Wide Leg Jeans,21.0,,,,
141,swsweater02201130011,,10000,0,0,0,0,0,0,91,91,9909,3504,20,Casual,Apricot,Plain,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,Pullovers,Rib-Knit,Fall/Winter,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Solid Rib-Knit Drop Shoulder Sweater,17.0,,,,
142,swsweater02200907209,,10000,0,0,0,0,0,0,91,91,9909,3504,20,Casual,Lilac Purple,Plain,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,Pullovers,Rib-Knit,Fall/Winter,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Solid Rib-Knit Drop Shoulder Sweater,17.0,,,,
143,swsweater02200928978,,10000,0,0,0,0,0,0,91,91,9909,3504,20,Casual,Dusty Pink,Plain,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,Pullovers,Rib-Knit,Fall/Winter,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Solid Rib-Knit Drop Shoulder Sweater,17.0,,,,
144,swsweater02200928212,,10000,0,0,0,0,0,0,91,91,9909,3504,20,Casual,Dusty Blue,Plain,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,Pullovers,Rib-Knit,Fall/Winter,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Solid Rib-Knit Drop Shoulder Sweater,17.0,,,,
145,swsweater02201102397,,10000,0,0,0,0,0,0,91,91,9909,3504,20,Casual,Orange,Plain,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,Pullovers,Rib-Knit,Fall/Winter,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Solid Rib-Knit Drop Shoulder Sweater,17.0,,,,
146,swsweater02201102276,,10000,0,0,0,0,0,0,91,91,9909,3504,20,Casual,Lime Green,Plain,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,Pullovers,Rib-Knit,Fall/Winter,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Solid Rib-Knit Drop Shoulder Sweater,17.0,,,,
147,swsweatsh24201208917,,470,2,1,2,1,10,1,32,2,426,30,10,Casual,Baby Blue,Plain,Regular,Pullovers,Hooded,Long Sleeve,Drop Shoulder,,Drawstring,Spring,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,Solid Kangaroo Pocket Drawstring Hoodie,8.99,,,,
148,swsweatsh24201208502,,470,2,1,2,1,10,1,32,2,426,30,10,Casual,Black,Plain,Regular,Pullovers,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Pocket",Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,Solid Kangaroo Pocket Drawstring Hoodie,8.99,,,,
149,swsweatsh24201208267,,470,2,1,2,1,10,1,32,2,426,30,10,Casual,Burgundy,Plain,Regular,Pullovers,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Pocket",Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,Solid Kangaroo Pocket Drawstring Hoodie,8.99,,,,
150,swsweatsh24201208613,,470,2,1,2,1,10,1,32,2,426,30,10,Casual,Apricot,Plain,Regular,Pullovers,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Pocket",Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,Solid Kangaroo Pocket Drawstring Hoodie,8.99,,,,
151,swsweatsh24201208999,,470,2,1,2,1,10,1,32,2,426,30,10,Casual,Dark Green,Plain,Regular,Pullovers,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Pocket",Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,Solid Kangaroo Pocket Drawstring Hoodie,8.99,,,,
152,swsweatsh24201208110,,470,2,1,2,1,10,1,32,2,426,30,10,Casual,Grey,Plain,Regular,Pullovers,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Pocket",Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,Solid Kangaroo Pocket Drawstring Hoodie,8.99,,,,
153,swvest07201204760,,1096,4,0,8,1,16,1,78,8,990,111,4,Casual,Baby Blue,,Crop,Cami,Spaghetti Strap,,,,"Asymmetrical, Rib-Knit",Summer,"8% Spandex, 32% Cotton, 60% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Contrast Stitch Asymmetrical Hem Cami Top,4.0,Asymmetrical,,,
154,swvest07201113306,,1096,4,0,8,1,16,1,78,8,990,111,4,Casual,Black,,Crop,Cami,Spaghetti Strap,,,,Asymmetrical,Summer,"5% Spandex, 25% Cotton, 70% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Contrast Stitch Asymmetrical Hem Cami Top,4.0,Asymmetrical,,,
155,swvest07201204565,,1096,4,0,8,1,16,1,78,8,990,111,4,Casual,White,,Crop,Cami,Spaghetti Strap,,,,"Asymmetrical, Rib-Knit, Contrast Binding",Summer,"8% Spandex, 32% Cotton, 60% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Contrast Stitch Asymmetrical Hem Cami Top,4.0,Asymmetrical,,,
156,swvest07201204952,,1096,4,0,8,1,16,1,78,8,990,111,4,Casual,Baby Pink,,Crop,Cami,Spaghetti Strap,,,,"Asymmetrical, Rib-Knit",Summer,"8% Spandex, 32% Cotton, 60% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Contrast Stitch Asymmetrical Hem Cami Top,4.0,Asymmetrical,,,
157,swvest07201229189,,1096,4,0,8,1,16,1,78,8,990,111,4,Casual,Khaki,,Crop,Cami,Spaghetti Strap,,,,"Asymmetrical, Rib-Knit",Summer,"8% Spandex, 32% Cotton, 60% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Contrast Stitch Asymmetrical Hem Cami Top,4.0,Asymmetrical,,,
158,swvest07201229504,,1096,4,0,8,1,16,1,78,8,1096,118,4,Casual,"Pastel, Lilac Purple",Plain,Crop,Cami,Spaghetti Strap,,,,"Asymmetrical, Rib-Knit",Summer,"8% Spandex, 32% Cotton, 60% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Contrast Stitch Asymmetrical Hem Cami Top,4.0,Asymmetrical,,,
159,swpants04201027231,,32,0,0,1,0,2,0,0,0,29,3,15,Casual,Khaki,Plaid,Long,Wide Leg,,,,,"Button, Pocket, Zipper",Spring/Summer/Fall,"35% Cotton, 65% Polyester",Cotton Blends,Non-Stretch,No,Loose,Zipper Fly,High Waist,,,,,,Button Waist Slant Pocket Plaid Wide Leg Pants,13.0,,,,
