,SKU,Item Name,Price,Reviews Num,1 Star Reviews,1 Star Images,2 Stars Reviews,2 Stars Images,3 Stars Reviews,3 Stars Images,4 Stars Reviews,4 Stars Images,5 Stars Reviews,5 Stars Images,Points Earnning,Style,Color,Pattern Type,Length,Type,Neckline,Sleeve Length,Sleeve Type,Placket Type,Details,Season,Composition,Material,Fabric,Sheer,Fit Type,Closure Type,Waist Line,Panty Type,Body,Chest pad,Bra Type,Bottom Type,Placket,Hem Shaped,Top Type,Belt,Arabian Clothing,Care Instructions
356,swdress07201024265,SHEIN Drop Shoulder Ruched Waist Satin Shirt Dress,17.0,1563,12,1,18,2,39,3,96,16,1399,339,20,Elegant,Mocha Brown,Plain,Short,Shirt,Collar,Long Sleeve,Drop Shoulder,,"Button Front, Ruched Bust",Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,High Waist,,,,,,,Straight,,,,
357,swdress07201024378,SHEIN Drop Shoulder Ruched Waist Satin Shirt Dress,17.0,1563,12,1,18,2,39,3,96,16,1399,339,20,Elegant,Maroon,Plain,Short,Shirt,Collar,Long Sleeve,Drop Shoulder,,Button Front,Spring/Summer,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,Natural,,,,,,,Straight,,,,
358,swdress07201125536,SHEIN Drop Shoulder Ruched Waist Satin Shirt Dress,14.0,1563,12,1,18,2,39,3,96,16,1399,339,17,Elegant,Mustard Yellow,Plain,Short,Shirt,Collar,Long Sleeve,Drop Shoulder,,"Button Front, Ruched Bust",Spring/Fall,100% Polyester,Satin,Non-Stretch,No,Regular Fit,,High Waist,,,,,,,Straight,,,,
359,swdress07201125481,SHEIN Drop Shoulder Fold Pleated Waist Satin Shirt Dress,17.0,1563,12,1,18,2,39,3,96,16,1399,339,20,Elegant,Baby Blue,Plain,Short,Shirt,Collar,Long Sleeve,Drop Shoulder,,Button,Spring/Fall,100% Polyester,Satin,Non-Stretch,No,Regular Fit,,High Waist,,,,,,,Straight,,,,
360,swtee23200915357,Cut and Sew Stitch Trim Crop Tee,12.99,3453,28,2,39,11,107,24,232,59,3049,748,15,Casual,Multicolor,Colorblock,Crop,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Summer,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Slim Fit,,,,,,,,,,,,,
361,swtee04200616964,Color Block Stitch Trim Crop Tee,9.99,3453,28,2,39,11,107,24,232,59,3049,748,12,Casual,Multicolor,Colorblock,Crop,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Summer,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Slim Fit,,,,,,,,,,,,,
362,swtee23200818211,Cut and Sew Stitch Trim Crop Top,12.99,3453,28,2,39,11,107,24,232,59,3049,748,15,Casual,Multicolor,Colorblock,Crop,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Summer,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Slim Fit,,,,,,,,,,,,,
363,swtee23200915631,Contrast Stitch Rib-knit Crop Tee,12.99,3453,28,2,39,11,107,24,232,59,3049,748,15,Casual,Multicolor,Colorblock,Crop,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Summer,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Slim Fit,,,,,,,,,,,,,
364,swtee23201031042,Contrast Stitch Rib-knit Colorblock Tee,12.99,3453,28,2,39,11,107,24,232,59,3049,748,15,Casual,Multicolor,Colorblock,Crop,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,"Asymmetrical, Rib-Knit",Spring/Summer,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Slim Fit,,,,,,,,,Asymmetrical,,,,
365,swtee23201031933,Contrast Stitch Rib-knit Colorblock Tee,8.0,3453,28,2,39,11,107,24,232,59,3049,748,9,Casual,Multicolor,Colorblock,Crop,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,"Asymmetrical, Rib-Knit",Spring/Summer,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Slim Fit,,,,,,,,,Asymmetrical,,,,
366,swvest07200917449,SHEIN Solid Crop Tank Top,4.0,1457,4,0,8,1,22,7,60,15,1363,308,4,Casual,Black,Plain,Crop,Tank,Round Neck,,,,Rib-Knit,Summer,100% Cotton,Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,,
367,swvest07201015978,SHEIN Solid Crop Tank Top,4.0,1457,4,0,8,1,22,7,60,15,1363,308,4,Casual,Army Green,Plain,Crop,Tank,Round Neck,,,,Rib-Knit,Summer,100% Cotton,Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,,
368,swvest07201110850,SHEIN Solid Crop Tank Top,4.0,1457,4,0,8,1,22,7,60,15,1363,308,4,Casual,White,Plain,Crop,Tank,Round Neck,,,,Rib-Knit,Summer,100% Cotton,Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,No,,
369,swvest07201202880,SHEIN Solid Crop Tank Top,4.0,1457,4,0,8,1,22,7,60,15,1363,308,4,Casual,"Red, Bright",Plain,Crop,Tank,Round Neck,,,,Rib-Knit,Summer,100% Cotton,Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,,
370,swvest07201202240,SHEIN Solid Crop Tank Top,4.0,1457,4,0,8,1,22,7,60,15,1363,308,4,Casual,Dusty Pink,Plain,Crop,Tank,Round Neck,,,,Rib-Knit,Summer,100% Cotton,Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,,
371,swvest07201202420,SHEIN Solid Crop Tank Top,4.0,1457,4,0,8,1,22,7,60,15,1363,308,4,Casual,Royal Blue,Plain,Crop,Tank,Round Neck,,,,Rib-Knit,Summer,100% Cotton,Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,,
372,swvest23200909908,Zebra Stripe Tie Back Backless Halter Top,8.0,1247,0,0,5,0,12,1,38,5,1194,314,9,Boho,Black and White,Zebra Stripe,Crop,Halter,Halter,,,,"Backless, Ring, Tie Back",Summer,100% Polyester,Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,,
373,swbodysui44200831609,Plunging Neck Lace Overlay Bodysuit,9.0,1502,4,0,14,2,49,8,76,25,1359,403,10,Elegant,Black,Plain,,Tee,Deep V Neck,Long Sleeve,Regular Sleeve,,,Spring/Summer,100% Cotton,Lace,Slight Stretch,No,Skinny,,Drop Waist,,,,,,,,,,,
374,swbodysui44201019947,Plunging Neck Lace Overlay Bodysuit,10.0,1502,4,0,14,2,49,8,76,25,1359,403,12,Elegant,Mocha Brown,Plain,,Tee,Deep V Neck,Long Sleeve,Regular Sleeve,,,Spring/Summer,100% Cotton,Lace,Slight Stretch,No,Skinny,,Drop Waist,,,,,,,,,,,
375,swbodysui44201019704,Plunging Neck Lace Overlay Bodysuit,10.0,1502,4,0,14,2,49,8,76,25,1359,403,12,Elegant,Maroon,Plain,,Tee,Deep V Neck,Long Sleeve,Regular Sleeve,,,Spring/Summer,100% Cotton,Lace,Slight Stretch,No,Skinny,,Drop Waist,,,,,,,,,,,
376,swbodysui44201019337,Plunging Neck Lace Overlay Bodysuit,9.0,1502,1502,438,14,2,49,8,76,25,1359,403,10,Elegant,Navy Blue,Plain,,Tee,Deep V Neck,Long Sleeve,Regular Sleeve,,,Spring/Summer,100% Cotton,Lace,Slight Stretch,No,Skinny,,Drop Waist,,,,,,,,,,,
377,swpants04200827569,High Waist Color Block Jeans Without Belt,21.0,1301,14,2,20,2,64,10,113,29,1090,257,25,,Multicolor,Colorblock,Long,Mom Fit,,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,,,,,,
378,swpants04201008755,High Waist Cut and Sew Jeans Without Belt,21.0,1301,14,2,20,2,64,10,113,29,1090,257,25,,Dark Wash,Colorblock,Long,Straight Leg,,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,,,,No,,
379,swpants04201008640,High Waist Cut and Sew Jeans Without Belt,21.0,1301,14,2,20,2,64,10,113,29,1090,257,25,,Dark Wash,Colorblock,Long,Straight Leg,,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,,,,No,,
380,swpants04201103016,High Waist Cut and Sew Jeans Without Belt,21.0,1301,14,2,20,2,64,10,113,29,1090,257,25,,Medium Wash,Colorblock,Cropped,Mom Fit,,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,,,,No,,
381,swtee04200828597,Backless Knotted Zebra Striped Crop Top,7.99,719,3,1,2,1,20,6,41,11,654,138,9,Sexy,Black and White,Zebra Stripe,Crop,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,"Backless, Tie Back",Spring/Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,,
382,swtee04201221482,Backless Knotted Zebra Striped Crop Top,7.99,719,3,1,2,1,20,6,41,11,654,138,9,Sexy,Multicolor,Zebra Stripe,Crop,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,"Backless, Tie Back",Spring/Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,,
383,swsweatsh04200903658,Letter Embroidered Slant Pocket Pullover,17.99,761,2,1,6,2,27,4,54,18,672,126,21,Casual,Dark Green,Letter,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,"Embroidery, Pocket",Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,,
384,swsweatsh04201028657,Letter Embroidered Slant Pocket Pullover,17.99,761,2,1,6,2,27,4,54,18,672,126,21,Casual,Black,Letter,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,"Embroidery, Pocket",Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,,
385,swvest07201224058,SHEIN Draped Neck Glitter Crop Cami Top,4.0,690,1,0,4,0,22,7,35,14,628,278,4,Glamorous,Black,Plain,Crop,Cami,"Cowl Neck, Spaghetti Strap",,,,Draped,All,"10% Spandex, 70% Nylon, 20% Lurex",Glitter,Slight Stretch,No,Slim Fit,,,,,,,,,,,,,
386,swvest07200817970,SHEIN Draped Neck Glitter Crop Cami Top,4.0,690,1,0,4,0,22,7,35,14,628,278,4,Glamorous,Black,Plain,Crop,Cami,Spaghetti Strap,,,,Draped,All,"10% Spandex, 70% Nylon, 20% Lurex",Glitter,Slight Stretch,No,Slim Fit,,,,,,,,,,,,,
387,swtee07200828336,SHEIN Lettuce Trim Rib-knit Crop Top,3.99,4439,106,25,152,34,343,97,415,116,3423,921,4,Casual,Apricot,Plain,Crop,,Scoop Neck,Long Sleeve,Regular Sleeve,Pullovers,"Lettuce Trim, Rib-Knit",Spring/Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,,
388,swtee07200828314,SHEIN Lettuce Trim Rib-knit Crop Top,3.99,4439,106,25,152,34,343,97,415,116,3423,921,4,Casual,Navy Blue,Plain,Crop,,Scoop Neck,Long Sleeve,Regular Sleeve,Pullovers,"Lettuce Trim, Rib-Knit",Spring/Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,,
389,swtee07200828393,SHEIN Lettuce Trim Rib-knit Crop Top,3.99,4439,106,25,152,34,343,97,415,116,3423,921,4,Casual,Rose Red,Plain,Crop,,Scoop Neck,Long Sleeve,Regular Sleeve,Pullovers,"Lettuce Trim, Rib-Knit",Spring/Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,,
390,swtee07200828386,SHEIN Lettuce Trim Rib-knit Crop Top,3.99,4439,106,25,152,34,343,97,415,116,3423,921,4,Casual,Green,Plain,Crop,,Scoop Neck,Long Sleeve,Regular Sleeve,Pullovers,"Lettuce Trim, Rib-Knit",Spring/Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,,
391,swtee07200828881,SHEIN Lettuce Trim Rib-knit Crop Top,3.99,4439,106,25,152,34,343,97,415,116,3423,921,4,Casual,Black,Plain,Crop,,Scoop Neck,Long Sleeve,Regular Sleeve,Pullovers,"Lettuce Trim, Rib-Knit",Spring/Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,,
392,swblouse07200916993,SHEIN Draped Front Lantern Sleeve Top,11.0,2628,22,5,38,4,60,16,0,0,2413,559,13,Elegant,Dusty Blue,Plain,Regular,Top,High Neck,Long Sleeve,Bishop Sleeve,Pullovers,"Button, Draped",Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,,
393,swblouse07201015539,SHEIN Draped Front Lantern Sleeve Top,11.0,2628,22,5,38,4,60,16,96,22,2413,559,13,Elegant,Beige,Plain,Regular,Top,High Neck,Long Sleeve,Bishop Sleeve,Pullovers,"Button, Draped",Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,,
394,swblouse07201015739,SHEIN Draped Front Lantern Sleeve Top,11.0,2628,22,5,38,4,60,16,96,22,2413,559,13,Elegant,Maroon,Plain,Regular,Top,High Neck,Long Sleeve,Bishop Sleeve,Pullovers,"Button, Draped",Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,,
395,swblouse07201030995,SHEIN Draped Front Lantern Sleeve Top,11.0,2628,22,5,38,4,60,16,96,22,2413,559,13,Elegant,Coffee Brown,Plain,Regular,Top,High Neck,Long Sleeve,Bishop Sleeve,Pullovers,"Button, Draped",Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,,
396,swpants04200825569,High Stretch Ripped Skinny Jeans Without Belt,16.0,9123,102,18,122,26,248,37,417,88,8234,2174,19,,Black,Plain,Long,Skinny,,,,,"Ripped, Raw Hem, Button, Zipper",,"2% Spandex, 85% Cotton, 13% Polyester",Denim,High Stretch,No,Skinny,Zipper Fly,Natural,,,,,,,,,No,,
397,swpants04200611629,High Stretch Raw Hem Ripped Skinny Jeans,19.0,9123,102,18,122,26,248,37,417,88,8234,2174,23,,Medium Wash,Plain,Long,Skinny,,,,,"Ripped, Raw Hem, Button, Pocket, Zipper",,"2% Spandex, 85% Cotton, 13% Polyester",Denim,High Stretch,No,Skinny,"Button Fly, Zipper Fly",Natural,,,,,,,,,,,
398,swpants04200714727,High Waist High Stretch Raw Hem Skinny Jeans,17.0,9123,102,18,122,26,248,37,417,88,8234,2174,20,,Light Wash,Plain,Long,Skinny,,,,,"Ripped, Raw Hem, Button, Pocket, Zipper",,"2% Spandex, 85% Cotton, 13% Polyester",Denim,High Stretch,No,Skinny,Zipper Fly,High Waist,,,,,,,,,,,
399,swpants04200714014,High-Rise Frayed Skinny Jeans,18.0,9123,102,18,122,26,248,37,417,88,8234,2174,21,,Dark Wash,Plain,Long,Skinny,,,,,"Ripped, Raw Hem, Button, Pocket, Zipper",,"2% Spandex, 85% Cotton, 13% Polyester",Denim,High Stretch,No,Skinny,Zipper Fly,High Waist,,,,,,,,,,,
400,swpants04201208098,High Stretch Raw Hem Ripped Skinny Jeans,18.0,9123,102,18,122,26,248,37,417,88,8234,2174,21,,Dark Grey,Plain,Cropped,Skinny,,,,,"Ripped, Raw Hem, Button, Pocket, Zipper",,"2% Spandex, 85% Cotton, 13% Polyester",Denim,High Stretch,No,Skinny,Zipper Fly,Natural,,,,,,,,,,,
401,swtee07200826816,SHEIN Waffle Knit Lettuce-Edge Crop Top,3.99,10000,0,0,0,0,0,0,0,0,9999,4023,4,Casual,Dusty Blue,Plain,Crop,,Scoop Neck,Long Sleeve,Regular Sleeve,Pullovers,Lettuce Trim,Spring/Fall,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,,
402,swtee07200724808,SHEIN Scoop Neck Lettuce Trim Textured Knit Top,3.99,10000,0,0,0,0,0,0,0,0,9999,4023,4,Casual,Lilac Purple,Plain,Crop,,Scoop Neck,Long Sleeve,Regular Sleeve,Pullovers,Lettuce Trim,Spring/Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,,
403,swtee07200825734,SHEIN Scoop Neck Lettuce Trim Waffle Knit Top,3.99,10000,0,0,0,0,0,0,0,0,9999,4023,4,Casual,White,Plain,Crop,,Scoop Neck,Long Sleeve,Regular Sleeve,Pullovers,Lettuce Trim,Spring/Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,,
404,swtee07200825901,SHEIN Waffle Knit Lettuce-Edge Crop Top,3.99,10000,0,0,0,0,0,0,0,0,9999,4023,4,Casual,Black,Plain,Crop,,Scoop Neck,Long Sleeve,Regular Sleeve,Pullovers,Lettuce Trim,Spring/Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,,
405,swtee07200826696,SHEIN Scoop Neck Lettuce Trim Waffle Knit Top,3.99,10000,0,0,0,0,0,0,0,0,9999,4023,4,Casual,Baby Pink,Plain,Crop,,Scoop Neck,Long Sleeve,Regular Sleeve,Pullovers,Lettuce Trim,Spring/Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,,
406,swtee07200918510,SHEIN Scoop Neck Lettuce Trim Waffle Knit Top,3.99,10000,0,0,0,0,0,0,0,0,9999,4023,4,Casual,Redwood,Plain,Crop,,Scoop Neck,Long Sleeve,Regular Sleeve,Pullovers,Lettuce Trim,Spring/Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,,
407,swbodysui04200709161,Flower Embroidered Mesh Bustier Bodysuit,13.0,1903,70,12,54,10,99,16,104,35,1576,501,15,Sexy,White,"Floral, All Over Print",,Other,Off the Shoulder,Short Sleeve,Puff Sleeve,,"Embroidery, Frill, Sheer, Zipper",Summer,"10% Spandex, 90% Polyester",Mesh,Non-Stretch,Yes,Regular Fit,,Natural,,,,,,,,,,,
408,swpants01200817028,Elastic Waist Slant Pocket Sweatpants,14.0,4170,106,17,131,23,265,59,329,64,3341,681,17,,Black,Plain,Long,,,,,,Pocket,,"35% Polyester, 65% Cotton",Cotton Blends,Slight Stretch,No,Regular Fit,Elastic Waist,"High Waist, Natural",,,,,,,,,,,
409,swpants01200923937,Elastic Waist Slant Pocket Sweatpants,14.0,4170,106,17,131,23,265,59,329,64,3341,681,17,,Grey,Plain,Cropped,,,,,,Pocket,,"35% Polyester, 65% Cotton",Cotton Blends,Slight Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,,,,,,
410,swpants01201015957,Elastic Waist Slant Pocket Sweatpants,14.0,4170,106,17,131,23,265,59,329,64,3341,681,17,,Coral Pink,Plain,Long,,,,,,Pocket,,"35% Polyester, 65% Cotton",Cotton Blends,Slight Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,,,,,,
411,swpants01201110035,Elastic Waist Slant Pocket Sweatpants,14.0,4170,106,17,131,23,265,59,329,64,3341,681,17,,Brown,Plain,Cropped,,,,,,Pocket,All,"35% Polyester, 65% Cotton",Cotton Blends,Slight Stretch,No,Regular Fit,Elastic Waist,"High Waist, Natural",,,,,,,,,,,
412,swsweatsh23200828264,Butterfly Embroidery Oversized Thermal Lined Sweatshirt,11.0,3011,34,4,44,7,95,23,173,41,2665,575,13,Casual,Black,Animal,Long,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,Embroidery,Spring/Fall,100% Polyester,Polyester,High Stretch,No,Oversized,,,,,,,,,,,,,
413,swsweatsh04200622766,Butterfly Embroidery Oversized Thermal Lined Sweatshirt,11.0,3011,34,4,44,7,95,23,173,41,2665,575,13,Casual,Grey,Animal,Long,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,Embroidery,Spring/Fall,100% Polyester,Polyester,High Stretch,No,Oversized,,,,,,,,,,,,,
414,swsweatsh01201211601,Cut And Sew Drop Shoulder Sweatshirt,9.99,276,1,0,1,0,8,1,20,2,246,23,12,Casual,Multicolor,Colorblock,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"5% Spandex, 35% Cotton, 60% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,,
415,swsweatsh01201107445,Cut And Sew Drop Shoulder Sweatshirt,9.99,276,1,0,1,0,8,1,20,2,246,23,12,Casual,Multicolor,Colorblock,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"5% Spandex, 35% Cotton, 60% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,,
416,swsweatsh01201211540,Cut And Sew Drop Shoulder Sweatshirt,9.99,276,1,0,1,0,8,1,20,2,246,23,12,Casual,Multicolor,Colorblock,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"5% Spandex, 35% Cotton, 60% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,,
417,swsweatsh01201211229,Cut And Sew Drop Shoulder Sweatshirt,9.99,276,1,0,1,0,8,1,20,2,246,23,12,Casual,Multicolor,Colorblock,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"5% Spandex, 35% Cotton, 60% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,,
418,swsweatsh01201211034,Cut And Sew Drop Shoulder Sweatshirt,9.99,276,1,0,1,0,8,1,20,2,246,23,12,Casual,Multicolor,Colorblock,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"5% Spandex, 35% Cotton, 60% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,,
419,swdress07201230628,SHEIN Lettuce Trim Allover Heart Bodycon Dress,5.0,3,0,0,0,0,0,0,0,0,3,0,6,Casual,Red,"Heart, All Over Print",Mini,Bodycon,Spaghetti Strap,Sleeveless,,,Lettuce Trim,Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,Natural,,,,,,,Pencil,,,,
420,swvest07200820771,SHEIN Ribbed Cropped Halter Top,5.0,6453,23,3,20,1,71,13,197,36,6144,1480,6,Casual,Coffee Brown,Plain,Crop,Halter,Halter,,,,Rib-Knit,Summer,"93% Rayon, 7% Spandex",Rayon,High Stretch,No,Slim Fit,,,,,,,,,,,,,
421,swvest07200629085,SHEIN Open Back Rib-knit Halter Top,5.0,6453,23,3,20,1,71,13,197,36,6144,1480,6,Basics,Mocha Brown,Plain,Crop,Halter,Halter,,,,"Backless, Rib-Knit",Summer,"93% Rayon, 7% Spandex",Rayon,High Stretch,No,Slim Fit,,,,,,,,,,,,,
422,swvest07200820581,SHEIN Solid Crop Halter Top,5.0,6453,23,3,20,1,71,13,197,36,6144,1480,6,Sexy,Grey,Plain,Crop,Halter,Halter,,,,"Backless, Rib-Knit",Summer,"93% Rayon, 7% Spandex",Rayon,High Stretch,No,Slim Fit,,,,,,,,,,,,,
423,swvest07201013762,SHEIN Open Back Rib-knit Halter Top,5.0,6453,23,3,20,1,71,13,197,36,6144,1480,6,Sexy,Mint Green,Plain,Crop,Halter,Halter,,,,"Backless, Rib-Knit",Summer,"93% Rayon, 7% Spandex",Rayon,High Stretch,No,Slim Fit,,,,,,,,,,,,,
424,swvest07201013045,SHEIN Open Back Rib-knit Halter Top,5.0,6453,23,3,20,1,71,13,197,36,6453,1529,6,Casual,Black,Plain,Crop,Halter,Halter,,,,"Backless, Rib-Knit",Summer,"93% Rayon, 7% Spandex",Rayon,High Stretch,No,Slim Fit,,,,,,,,,,,,,
425,swvest07201013621,SHEIN Open Back Rib-knit Halter Top,5.0,6453,23,3,20,1,71,13,197,36,6144,1480,6,Sexy,Rust Brown,Plain,Crop,Halter,Halter,,,,"Backless, Rib-Knit",Summer,"93% Rayon, 7% Spandex",Rayon,High Stretch,No,Slim Fit,,,,,,,,,,,,,
426,swouter07200708748,SHEIN Button Front Drop Shoulder PU Leather Coat,20.0,10000,0,0,0,0,0,0,0,0,9999,2560,24,Casual,Black,Plain,Short,Other,Collar,Long Sleeve,Drop Shoulder,,Button Front,Fall/Winter,100% PU Leather,PU Leather,Non-Stretch,No,Regular Fit,,,,,,,,Single Breasted,,,,,
427,swouter07200805293,SHEIN Single Breasted Patch Pocket PU Leather Coat,21.0,10000,0,0,0,0,0,0,0,0,9999,2560,25,Casual,Brown,Plain,Short,Other,Collar,Long Sleeve,Drop Shoulder,,"Pocket, Button Front",Fall/Winter,100% PU Leather,PU Leather,Non-Stretch,No,Oversized,,,,,,,,Single Breasted,,,,,
428,swsweatsh01201027235,Letter Graphic Kangaroo Pocket Drawstring Hoodie,14.99,466,1,0,2,1,6,0,13,0,446,64,18,Casual,Light Grey,Letter,Regular,Pullovers,Hooded,Long Sleeve,Regular Sleeve,,"Drawstring, Pocket",Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,,
429,swtee07201205163,SHEIN Chinese Dragon Print Crop Tee,4.99,111,0,0,1,0,1,0,9,1,100,15,6,Casual,Black,Animal,Crop,,Round Neck,Cap Sleeve,Regular Sleeve,Pullovers,,Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,,,,,,
430,swtee23201216034,Figure Graphic Tee,3.99,43,0,0,0,0,0,0,0,0,43,0,4,Casual,White,Figure,Regular,,Round Neck,Short Sleeve,Batwing Sleeve,Pullovers,,Summer,"65% Cotton, 35% Polyester",Cotton,Slight Stretch,No,Regular Fit,,,,,,,,,,,,,
431,swtee23210105892,Figure Graphic Tee,3.99,43,0,0,0,0,0,0,0,0,43,0,4,Casual,White,Figure,Regular,,Round Neck,Short Sleeve,Batwing Sleeve,Pullovers,,Summer,"65% Cotton, 35% Polyester",Cotton,Slight Stretch,No,Regular Fit,,,,,,,,,,,,,
432,swvest07200710301,SHEIN Draped Neck Rhinestone Chain Crisscross Back Satin Cami Top,5.0,10000,0,0,0,0,0,0,0,0,9999,5253,6,Sexy,Black,Plain,Crop,Cami,Spaghetti Strap,,,,"Criss Cross, Backless, Draped, Rhinestone",Summer,100% Polyester,Satin,Non-Stretch,No,Regular Fit,,,,,,,,,,,,,
433,swvest07200504296,SHEIN Cowl Neck Criss Cross Backless Satin Top,5.0,10000,0,0,0,0,0,0,0,0,9999,5253,6,Sexy,Lilac Purple,Plain,Crop,Cami,Spaghetti Strap,,,,"Criss Cross, Backless, Rhinestone",Summer,100% Polyester,Satin,Non-Stretch,No,Regular Fit,,,,,,,,,,,,,
434,swbodysui07201109191,SHEIN Rolled Neck Solid Fitted Bodysuit,7.0,10000,0,0,0,0,0,0,9999,5830,9999,5833,8,Elegant,White,Plain,,Tee,High Neck,Long Sleeve,Regular Sleeve,,,Spring/Fall,"10% Spandex, 90% Polyester",Polyester,Slight Stretch,No,Skinny,,Natural,,,,,,,,,,,
435,bodysuitmmc180817706,SHEIN Mock Neck Long Sleeve Bodysuit,7.0,10001,0,0,0,0,0,0,0,0,1,5834,8,Elegant,Black,Plain,,,High Neck,Long Sleeve,,,,Spring/Fall,"10% Spandex, 90% Polyester",,Slight Stretch,,Skinny,,Natural,,,,,,,,,,,
