,SKU,Item NamePrice,Reviews Num,1 Star Reviews,1 Star Images,2 Stars Reviews,2 Stars Images,3 Stars Reviews,3 Stars Images,4 Stars Reviews,4 Stars Images,5 Stars Reviews,5 Stars Images,Points Earnning,Style,Color,Pattern Type,Length,Type,Neckline,Sleeve Length,Sleeve Type,Placket Type,Details,Season,Composition,Material,Fabric,Sheer,Fit Type,Closure Type,Waist Line,Panty Type,Body,Chest pad,Bra Type,Bottom Type,Item Name,Price,Placket,Belt,Hem Shaped,Top Type,Arabian Clothing
79,swpants04201112410,,10,0,0,0,0,0,0,0,0,10,2,24,,Light Wash,Plain,Long,Wide Leg,,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Loose,Zipper Fly,High Waist,,,,,,High Waist Wide Leg Jeans,20.0,,,,,
80,swtee07201026916,,73,0,0,1,0,0,0,2,1,70,16,9,Casual,Black,Plain,Crop,,Collar,Long Sleeve,Regular Sleeve,Placket,"Lettuce Trim, Button Front",Spring/Summer,"5% Spandex, 25% Cotton, 70% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Button Front Crop Tee,7.99,,,,,
81,swtee07201127051,,73,0,0,1,0,0,0,2,1,70,16,9,Casual,White,Plain,Crop,,Collar,Long Sleeve,Regular Sleeve,Placket,"Lettuce Trim, Button Front",Spring/Summer,"8% Spandex, 32% Cotton, 60% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Button Front Crop Tee,7.99,,,,,
82,swtee07201109531,,8948,117,29,152,49,370,100,407,128,7902,3057,4,Basics,Maroon,Plain,Regular,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Slim Fit,,,,,,,,SHEIN Solid Form Fitted Tee,3.99,,,,,
83,swtee07191127919,,8948,8948,3362,152,49,370,100,407,128,7902,3057,4,"Casual, Basics",Black,Plain,Regular,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Slim Fit,,,,,,,,SHEIN Round Neck Rib-knit Solid Tee,3.99,,,,,
84,swtee07200909204,,8948,117,29,152,49,370,100,407,128,7902,3057,4,Casual,Dusty Purple,Plain,Regular,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Fall,"34% Rayon, 4% Spandex, 62% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Solid Waffle Knit Tee,3.99,,,,,
85,swtee07201109425,,8948,117,29,152,49,370,100,407,128,7902,3057,4,Basics,White,Plain,Regular,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Slim Fit,,,,,,,,SHEIN Solid Form Fitted Tee,3.99,,,,,
86,swpants01201104029,,58,0,0,1,0,1,0,3,1,54,7,24,,Light Wash,Plain,Long,Straight Leg,,,,,"Ripped, Pocket, Washed",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,Ripped Washed Straight Leg Jeans,20.0,,,,,
87,swpants01201211179,,58,0,0,1,0,1,0,3,1,54,7,24,,Dark Wash,Plain,Long,Straight Leg,,,,,"Ripped, Pocket, Washed",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,"High Waist, Natural",,,,,,Ripped Washed Straight Leg Jeans,20.0,,,,,
88,swsweater04201030068,,122,1,0,0,0,1,0,8,1,112,20,20,Elegant,Dusty Pink,Plain,Regular,Pullovers,Stand Collar,Long Sleeve,Bishop Sleeve,Pullovers,Ruffle,Spring/Fall,100% Acrylic,Acrylic,Non-Stretch,No,Regular Fit,,,,,,,,Mock Neck Ruffle Trim Pointelle Knit Sweater,17.0,,,,,
89,swshorts04200915683,,260,1,1,0,0,1,0,6,1,252,59,20,,Medium Wash,Plain,,Straight Leg,,,,,"Ripped, Button, Pocket, Zipper",,"2% Spandex, 85% Cotton, 13% Polyester",Denim,Slight Stretch,No,Skinny,Zipper Fly,High Waist,,,,,,Bleach Wash Ripped Roll Hem Denim Shorts,17.0,,,,,
90,swshorts04201127589,,260,1,1,0,0,1,0,6,1,252,59,19,,Light Wash,Plain,,Straight Leg,,,,,"Ripped, Button, Pocket, Zipper",,"2% Spandex, 85% Cotton, 13% Polyester",Denim,Slight Stretch,No,Skinny,Zipper Fly,High Waist,,,,,,Bleach Wash Ripped Roll Hem Denim Shorts,16.0,,,,,
91,swshorts04201127051,,260,1,1,0,0,1,0,6,1,252,59,20,,Dark Wash,Plain,,Straight Leg,,,,,"Ripped, Button, Pocket, Zipper",,"2% Spandex, 85% Cotton, 13% Polyester",Denim,Slight Stretch,No,Skinny,Zipper Fly,High Waist,,,,,,Bleach Wash Ripped Roll Hem Denim Shorts,17.0,,,,,
92,swvest07201027706,,146,0,0,2,0,0,0,6,3,142,36,3,Sexy,Black and White,Zebra Stripe,Crop,Tank,Notched,,,,Lettuce Trim,Summer,"8% Spandex, 92% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Notched Neck Lettuce Trim Zebra Striped Tank Top,2.49,,,,,
93,swvest07210104362,,146,0,0,2,0,0,0,6,3,142,36,4,Casual,Multicolor,Zebra Stripe,Crop,Tank,Notched,,,,Lettuce Trim,Summer,"8% Spandex, 92% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Notched Neck Lettuce Trim Zebra Striped Tank Top,4.0,,,,,
94,swtee07200909588,,357,1,0,3,1,4,2,14,3,335,90,6,Casual,Black and White,"Letter, All Over Print",Crop,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,Lettuce Trim,Spring/Summer,"8% Spandex, 92% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Lettuce Trim Newspaper Print Top,4.99,,,,,
95,swtee07201203767,,357,1,0,3,1,4,2,14,3,335,90,6,Casual,Multicolor,"Letter, All Over Print",Crop,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,Lettuce Trim,Spring/Fall,"8% Spandex, 92% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Lettuce Trim Newspaper Print Top,4.99,,,,,
96,swvest07201116353,,119,0,0,1,0,3,1,10,4,105,28,4,Casual,White,Plain,Crop,Cami,Spaghetti Strap,,,,Rib-Knit,Summer,"8% Spandex, 32% Cotton, 60% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Rib-knit Solid Cami Top,4.0,,,,,
97,swjacket44201117073,,364,15,6,8,0,21,4,20,4,302,65,24,Casual,Dark Grey,Plain,Short,Padded ,Collar,Long Sleeve,Drop Shoulder,,"Zipper, Padded ",Winter,"3% Nylon, 97% Polyester",Polyester,Non-Stretch,No,Regular Fit,,,,,,,,Drop Shoulder Zip Up Puffer Jacket,20.49,Zipper,,,,
98,swjacket03201023854,,364,15,6,8,0,21,4,20,4,302,65,27,Casual,Khaki,Plain,Short,Padded ,Collar,Long Sleeve,Drop Shoulder,,Zipper,Winter,"3% Nylon, 97% Polyester",Polyester,Non-Stretch,No,Regular Fit,,,,,,,,Drop Shoulder Zip Up Puffer Jacket,22.99,Zipper,,,,
99,swjacket44201117364,,364,15,6,0,0,0,0,20,4,0,0,21,Casual,Army Green,Plain,Short,Padded ,Collar,Long Sleeve,Drop Shoulder,,"Zipper, Padded ",Winter,"3% Nylon, 97% Polyester",Polyester,Non-Stretch,No,Regular Fit,,,,,,,,Drop Shoulder Zip Up Puffer Jacket,17.99,Zipper,,,,
100,swjacket44201117183,,364,15,6,8,0,21,4,20,4,302,65,24,Casual,Green,Plain,Short,Padded ,Collar,Long Sleeve,Drop Shoulder,,"Zipper, Padded ",Winter,"3% Nylon, 97% Polyester",Polyester,Non-Stretch,No,Regular Fit,,,,,,,,Drop Shoulder Zip Up Puffer Jacket,20.49,Zipper,,,,
101,swouter04200917321,,153,1,0,0,0,3,1,9,3,140,28,24,Casual,Beige,Plain,,,V neck,Long Sleeve,Raglan Sleeve,,Button Front,Spring/Fall,100% Nylon,Nylon,High Stretch,No,Regular Fit,,,,,,,,Button Front Fuzzy Cardigan With Bandeau,20.0,,,,,
102,swtwop04201126682,,153,1,0,0,0,3,1,9,3,140,28,15,Casual,Dusty Pink,Plain,,,V neck,Long Sleeve,Raglan Sleeve,,Button Front,Spring/Fall,100% Nylon,Nylon,High Stretch,No,Regular Fit,,,,,,,,Button Front Fuzzy Cardigan With Bandeau,13.0,,,,,
103,swtwop04201126925,,153,1,0,0,0,3,1,9,3,140,28,16,Casual,Black,Plain,,,V neck,Long Sleeve,Raglan Sleeve,,Button Front,Spring/Fall,100% Nylon,Nylon,High Stretch,No,Regular Fit,,,,,,,,Button Front Fuzzy Cardigan With Bandeau,13.49,,,,,
104,swtwop04201128248,,153,1,0,0,0,3,1,9,3,140,28,10,Casual,Mocha Brown,Plain,,,V neck,Long Sleeve,Raglan Sleeve,,Button Front,Spring/Fall,100% Nylon,Nylon,High Stretch,No,Regular Fit,,,,,,,,Button Front Fuzzy Cardigan With Bandeau,8.49,,,,,
105,swtwop04201128014,,153,1,0,0,0,3,1,9,3,140,28,15,Casual,Grey,Plain,,,V neck,Long Sleeve,Raglan Sleeve,,Button Front,Spring/Fall,100% Nylon,Nylon,High Stretch,No,Regular Fit,,,,,,,,Button Front Fuzzy Cardigan With Bandeau,13.0,,,,,
106,swtwop04201128513,,153,1,0,0,0,3,1,9,3,140,28,24,Casual,Lilac Purple,Plain,,,V neck,Long Sleeve,Raglan Sleeve,,Button Front,Spring/Fall,100% Nylon,Nylon,High Stretch,No,Regular Fit,,,,,,,,Button Front Fuzzy Cardigan With Bandeau,20.0,,,,,
107,swblazer04200916748,,261,0,0,3,0,7,0,21,3,230,46,26,Glamorous,Chocolate Brown,Plain,Long,Regular,Lapel,Long Sleeve,Regular Sleeve,,"Button, Pocket",Fall,100% PU Leather,PU Leather,Slight Stretch,No,Regular Fit,,,,,,,,Peak Collar Pocket Front PU Leather Blazer,22.0,Single Button,,,,
108,swblazer04201113892,,261,0,0,3,0,261,49,21,3,230,46,13,Glamorous,Army Green,Plain,Long,Regular,Lapel,Long Sleeve,Regular Sleeve,,"Button, Pocket",Fall,100% PU Leather,PU Leather,Slight Stretch,No,Regular Fit,,,,,,,,Peak Collar Pocket Front PU Leather Blazer,10.99,Single Button,,,,
109,swblazer04201113878,,261,0,0,3,0,7,0,21,3,230,46,13,Glamorous,Camel,Plain,Long,Regular,Lapel,Long Sleeve,Regular Sleeve,,"Button, Pocket",Fall,100% PU Leather,PU Leather,Slight Stretch,No,Regular Fit,,,,,,,,Peak Collar Pocket Front PU Leather Blazer,10.99,Single Button,,,,
110,swblazer04201113240,,261,0,0,3,0,7,0,21,3,230,46,25,Elegant,Black,Plain,Long,Regular,Lapel,Long Sleeve,Regular Sleeve,,"Button, Pocket",Fall,100% PU Leather,PU Leather,Slight Stretch,No,Regular Fit,,,,,,,,Peak Collar Pocket Front PU Leather Blazer,21.0,Single Button,,,,
111,swdress23200831837,,4772,25,2,26,5,70,21,294,75,4363,1234,13,Elegant,Multicolor,"Floral, All Over Print",Short,A Line,Stand Collar,Long Sleeve,Flounce Sleeve,,"Ruffle, Frill, Shirred",Spring/Summer,"3% Spandex, 97% Polyester",Polyester,Non-Stretch,No,Regular Fit,,High Waist,,,,,,Allover Floral Print Shirred Waist A-line Dress,11.0,,,Flared,,
112,swdress23200928714,,4772,25,2,26,5,70,21,294,75,4363,1234,15,Elegant,Burgundy,"Floral, All Over Print",Short,A Line,Stand Collar,Long Sleeve,Flounce Sleeve,,"Ruffle, Frill, Shirred",Spring/Summer,"3% Spandex, 97% Polyester",Polyester,Non-Stretch,No,Regular Fit,,High Waist,,,,,,Allover Floral Print Shirred Waist A-line Dress,13.0,,,Flared,,
113,swtee07201015947,,4746,6,1,17,2,0,0,192,55,4469,1377,4,Casual,Mint Green,Plain,Crop,,V neck,Short Sleeve,Regular Sleeve,Pullovers,"Lettuce Trim, Wrap, Rib-Knit",Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Surplice Neck Rib-knit Solid Tee,3.99,,,,,
114,swtee07200718195,,4746,6,1,17,2,62,12,192,55,4469,1377,4,Casual,Black,Plain,Crop,,V neck,Short Sleeve,Regular Sleeve,Pullovers,"Lettuce Trim, Wrap, Rib-Knit",Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Surplice Neck Rib-knit Solid Tee,3.99,,,,,
115,swtee07200902880,,4746,6,1,17,2,62,12,192,55,4469,1377,4,Casual,Grey,Plain,Crop,,V neck,Short Sleeve,Regular Sleeve,Pullovers,"Lettuce Trim, Rib-Knit",Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Surplice Neck Lettuce Trim Rib-knit Tee,3.99,,,,,
116,swtee07200902556,,4746,6,1,17,2,62,12,192,55,4469,1377,4,Casual,Navy Blue,Plain,Crop,,V neck,Short Sleeve,Regular Sleeve,Pullovers,"Lettuce Trim, Wrap, Rib-Knit",Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Surplice Neck Lettuce Trim Rib-knit Tee,3.99,,,,,
117,swtee07200902757,,4746,6,1,17,2,62,12,192,55,4469,1377,4,Casual,Dusty Pink,Plain,Crop,,V neck,Short Sleeve,Regular Sleeve,Pullovers,"Lettuce Trim, Wrap, Rib-Knit",Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Surplice Neck Lettuce Trim Rib-knit Tee,3.99,,,,,
118,swtee07201015055,,4746,6,1,17,2,62,12,192,55,4469,1377,4,Casual,Maroon,Plain,Crop,,V neck,Short Sleeve,Regular Sleeve,Pullovers,"Lettuce Trim, Wrap, Rib-Knit",Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Surplice Neck Rib-knit Solid Tee,3.99,,,,,
119,swtwop07201030745,,413,7,3,8,4,15,2,26,6,358,56,20,Casual,Mint Green,Plain,,,Spaghetti Strap,Sleeveless,,,"Ruched, Drawstring, Knot, Rib-Knit",Spring/Fall,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Slim Fit,,,,,,,Leggings,SHEIN Drawstring Knot Ruched Cami Top & Leggings Set With Coat,17.0,,,,Camisole,
120,swtwop07200915938,,413,7,3,8,4,15,2,26,6,358,56,25,Casual,Apricot,Plain,,,Spaghetti Strap,,,,"Ruched, Drawstring, Knot, Rib-Knit",Spring/Fall,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Slim Fit,,,,,,,Leggings,SHEIN Drawstring Knot Ruched Cami Top & Leggings Set With Coat,21.0,,,,Camisole,
121,swdress23201106755,,380,17,5,11,5,17,4,17,4,318,89,18,Elegant,Black,Plain,Short,Fitted,Deep V Neck,Long Sleeve,Leg-of-mutton Sleeve,,"Wrap, Frill, Knot",Spring/Summer,"10% Spandex, 90% Cotton",Cotton,Slight Stretch,No,Regular Fit,,High Waist,,,,,,Frill Trim Knot Side Wrap Dress,15.0,,,Wrap,,
122,swdress23200907918,,380,17,5,11,5,17,4,17,4,318,89,18,Elegant,Khaki,Plain,Short,Fitted,Deep V Neck,Long Sleeve,Leg-of-mutton Sleeve,,"Wrap, Frill, Knot",Spring/Summer,"10% Spandex, 90% Cotton",Polyester,Slight Stretch,No,Regular Fit,,High Waist,,,,,,Frill Trim Knot Side Wrap Dress,15.0,,,Wrap,,
123,swpants01201015728,,1609,22,4,44,6,99,26,145,38,1301,385,14,Casual,Multicolor,Tartan,Long,Sweatpants,,,,,Pocket,All,"3% Spandex, 97% Polyester",Polyester,Non-Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,Tartan High Waist Sweatpants,12.0,,,,,
124,swpants01200812118,,1609,22,4,44,6,99,26,145,38,1301,385,14,Casual,Multicolor,Tartan,Long,Sweatpants,,,,,,Spring/Summer/Fall,"3% Spandex, 97% Polyester",Polyester,Non-Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,Tartan High Waist Sweatpants,12.0,,,,,
125,swtee07201015494,,121,1,0,3,1,7,2,12,3,98,27,6,Casual,White,Plain,Crop,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Fall,"33% Rayon, 5% Spandex, 62% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Solid Crop Slim Tee,4.99,,,,,
126,swtee23201015884,,849,3,0,8,2,14,1,46,11,778,166,9,Casual,Black,Slogan,Long,,Round Neck,Half Sleeve,Drop Shoulder,Pullovers,,Spring/Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,Drop Shoulder Slogan Graphic Longline Tee,7.99,,,,,
127,swtee04200603045,,849,3,0,8,2,14,1,46,11,778,166,9,Casual,White,Slogan,Long,,Round Neck,Three Quarter Length Sleeve,Drop Shoulder,Pullovers,,Spring/Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,Drop Shoulder Slogan Graphic Longline Tee,7.99,,,,,
128,swtee23201209264,,849,3,0,8,2,14,1,46,11,778,166,9,Casual,Brown,Slogan,Long,,Round Neck,Half Sleeve,Drop Shoulder,Pullovers,,Spring/Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,Drop Shoulder Slogan Graphic Longline Tee,7.99,,,,,
129,swtee23201209512,,849,3,0,8,2,14,1,46,11,778,166,9,Casual,Baby Blue,Slogan,Long,,Round Neck,"Three Quarter Length Sleeve, Half Sleeve",Drop Shoulder,Pullovers,,Spring/Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,Drop Shoulder Slogan Graphic Longline Tee,7.99,,,,,
130,swvest07200709880,,10000,0,0,0,0,0,0,0,0,9999,5063,4,Boho,Black and White,Animal,Crop,Cami,Spaghetti Strap,,,,"Frill, Lettuce Trim, Ruched Bust",Summer,"8% Spandex, 92% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Frill Trim Ruched Bust Cow Print Cami Top,4.0,,,,,
131,swtwop07201014593,,28,0,0,0,0,2,0,1,0,25,1,18,Casual,"Pastel, Baby Pink",Letter,,,Hooded,Long Sleeve,Drop Shoulder,,Drawstring,Spring,100% Cotton,Cotton,Non-Stretch,No,Regular Fit,,,,,,,Sweatpants,SHEIN Letter Graphic Drop Shoulder Hoodie and Joggers Set,15.0,,,,Sweatshirt,Yes
132,swblouse23201111797,,154,0,0,3,0,3,0,12,3,136,12,15,Elegant,Black,Plain,Crop,Shirt,Deep V Neck,Long Sleeve,Regular Sleeve,Placket,"Contrast Lace, Scallop",Spring/Summer,"85% Viscose, 15% Polyester",Viscose,Non-Stretch,No,Regular Fit,,,,,,,,Lace Panel Scallop Trim Blouse,13.0,,,,,
133,swblouse23201208110,,154,0,0,3,0,3,0,12,3,136,12,15,Elegant,Burgundy,Plain,Regular,Shirt,V neck,Long Sleeve,Puff Sleeve,Placket,"Contrast Lace, Scallop, Button Front",Spring/Fall,"85% Viscose, 15% Polyester",Viscose,Non-Stretch,No,Regular Fit,,,,,,,,Contrast Lace Puff Sleeve Blouse,13.0,,,,,
134,swblouse23201208275,,154,0,0,3,0,3,0,12,3,136,12,15,Elegant,White,Plain,Crop,Shirt,Deep V Neck,Long Sleeve,Puff Sleeve,Placket,"Contrast Lace, Scallop",Spring/Summer,"85% Viscose, 15% Polyester",Viscose,Non-Stretch,No,Regular Fit,,,,,,,,Lace Panel Scallop Trim Blouse,13.0,,,,,
135,swblouse23201208506,,154,0,0,3,0,3,0,12,3,136,12,15,Elegant,Apricot,Plain,Regular,Shirt,V neck,Long Sleeve,Puff Sleeve,Placket,"Contrast Lace, Scallop, Button Front",Spring/Fall,"85% Viscose, 15% Polyester",Viscose,Non-Stretch,No,Regular Fit,,,,,,,,Contrast Lace Puff Sleeve Blouse,13.0,,,,,
136,swblouse23201208704,,154,0,0,3,0,3,0,12,3,136,12,15,Elegant,Dusty Pink,Plain,Crop,Shirt,V neck,Long Sleeve,Puff Sleeve,Placket,"Contrast Lace, Scallop, Button Front",Spring,"85% Viscose, 15% Polyester",Viscose,Non-Stretch,No,Regular Fit,,,,,,,,Contrast Lace Puff Sleeve Blouse,13.0,,,,,
137,swblouse23201210457,,154,0,0,3,0,3,0,12,3,136,12,15,Elegant,Burnt Orange,Plain,Regular,Shirt,V neck,Long Sleeve,Puff Sleeve,Placket,"Contrast Lace, Scallop, Button Front",Spring/Fall,"85% Viscose, 15% Polyester",Viscose,Non-Stretch,No,Regular Fit,,,,,,,,Contrast Lace Puff Sleeve Blouse,13.0,,,,,
138,swpants07201230140,,0,0,0,0,0,0,0,0,0,0,0,13,Casual,Multicolor,Tie Dye,Long,Flare Leg,,,,,,All,"95% Rayon, 5% Spandex",Rayon,Slight Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,SHEIN Tie Dye Elastic Waist Flare Leg Pants,11.0,,,,,
139,swsweatsh23201009408,,2797,10,3,16,1,57,14,119,26,2595,635,21,Casual,Black,Slogan,Long,Pullovers,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Pocket",Fall/Winter,"35% Cotton, 65% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,Slogan Graphic Kangaroo Pocket Fleece Lined Drawstring Hoodie,17.99,,,,,
140,swsweatsh23200827638,,2797,10,3,16,1,57,14,119,26,2595,635,21,Casual,White,Slogan,Long,Pullovers,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Pocket",Fall/Winter,"35% Cotton, 65% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,SHEIN X WEJDENE No Thanks Graphic Fleece Drawstring Oversized Hoodie,17.99,,,,,
141,swsweatsh07200824698,,2155,9,2,11,4,45,9,98,21,1994,576,7,Casual,Black,Floral,Regular,Pullovers,Round Neck,Long Sleeve,Raglan Sleeve,,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,SHEIN Floral Print Raglan Sleeve Pullover,5.99,,,,,
142,swsweatsh07200918078,,2155,9,2,11,4,45,9,98,21,1994,576,4,Casual,White,Floral,Regular,Pullovers,Round Neck,Long Sleeve,Raglan Sleeve,,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,SHEIN Floral Raglan Sleeve Pullover,3.99,,,,,
143,swtwop07201015903,,212,2,0,4,1,2,1,9,0,195,31,34,Casual,Camel,Letter,,,Hooded,Long Sleeve,Drop Shoulder,,Pocket,Spring/Fall,"38% Cotton, 62% Polyester",Polyester,Non-Stretch,No,Regular Fit,,,,,,,Sweatpants,SHEIN Drop Shoulder Letter Graphic Drawstring Hoodie & Pants Set,28.0,,,,Sweatshirt,
144,swjacket07200730487,,1439,1,0,4,2,30,8,112,19,1293,239,0,Casual,Black,Plain,Regular,Padded ,Stand Collar,Long Sleeve,Regular Sleeve,,Zipper,Winter,100% Nylon,Nylon,Non-Stretch,No,Regular Fit,,,,,,,,SHEIN Stand Neck Puffer Jacket,20.49,Zipper,,,,
145,swblouse23200817039,,1617,5,0,5,1,28,6,48,13,1533,479,14,Casual,Multicolor,Leopard,Long,Tunic,Notched,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Fall,"35% Cotton, 65% Polyester",Polyester,Non-Stretch,No,Regular Fit,,,,,,,,Notched Leopard High Low Blouse,12.0,,,,,
146,swblouse23201008577,,1617,5,0,0,0,28,6,48,13,1533,479,14,Casual,Multicolor,Leopard,Long,Tunic,Notched,Long Sleeve,Regular Sleeve,Pullovers,High Low,Spring/Fall,"35% Cotton, 65% Polyester",Polyester,Non-Stretch,No,Regular Fit,,,,,,,,Notched Leopard High Low Blouse,12.0,,,,,
147,swblouse23201008954,,1617,5,0,5,1,28,6,48,13,0,0,14,Casual,Multicolor,Leopard,Long,Tunic,Notched,Long Sleeve,Regular Sleeve,Pullovers,High Low,Spring/Fall,"35% Cotton, 65% Polyester",Polyester,Non-Stretch,No,Regular Fit,,,,,,,,Notched Leopard High Low Blouse,12.0,,,,,
148,swjacket07200914618,,14,0,0,0,0,0,0,0,0,14,2,9,Casual,Multicolor,Houndstooth,Regular,Other,Round Neck,Long Sleeve,Drop Shoulder,,"Pocket, Raw Hem, Button Front",Fall/Winter,"20% Acrylic, 80% Polyester",Polyester,Non-Stretch,No,Regular Fit,,,,,,,,SHEIN Drop Shoulder Raw Edge Houndstooth Pattern Jacket,7.99,Single Breasted,,,,
149,swpants07201113861,,24,0,0,0,0,0,0,1,0,23,3,20,Elegant,White,Plain,Long,Tailored,,,,,Zipper,Spring/Summer/Fall,"18% Rayon, 7% Spandex, 75% Polyester",Polyester,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,SHEIN Seam Front Tailored Pants,17.0,,,,,
150,swpants07200730574,,2343,14,2,32,5,92,21,171,43,1,507,10,Elegant,Multicolor,Leopard,Long,Flare Leg,,,,,,Spring/Summer/Fall,"7% Spandex, 93% Polyester",Polyester,High Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,SHEIN Leopard Print Flare Leg Pants,9.0,,,,,
151,swpants07200930150,,1262,30,3,28,5,59,7,95,20,1050,221,14,Casual,Black,Plain,Long,Skinny,,,,,"Split, Rib-Knit",Spring/Summer/Fall,"25% Spandex, 5% Viscose, 70% Polyester",Polyester,Slight Stretch,No,Skinny,Elastic Waist,High Waist,,,,,,SHEIN Split Hem Rib-knit Fitted Pants,12.0,,,,,
152,swpants07200824214,,1262,30,3,28,5,59,7,95,20,1050,221,13,Casual,Grey,Plain,Long,Skinny,,,,,"Split, Rib-Knit",Spring/Summer/Fall,"25% Spandex, 5% Viscose, 70% Polyester",Polyester,Slight Stretch,No,Skinny,Elastic Waist,High Waist,,,,,,SHEIN Split Hem Rib-knit Fitted Pants,11.0,,,,,
153,swsweater07200921047,,3284,15,5,19,7,72,12,184,50,2994,749,18,Casual,Beige,Plain,Regular,Basic Tops,"V neck, Collar",Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Fall,"52% Acrylic, 28% Cotton, 20% PBT",Acrylic,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN V-neck Solid Rib-knit Sweater,15.0,,,,,
154,swsweater07200618081,,3284,15,5,19,7,72,12,184,50,2994,749,18,Casual,Dusty Blue,Plain,Regular,Basic Tops,"V neck, Collar",Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Fall,"52% Acrylic, 28% Cotton, 20% PBT",Acrylic,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN V-neck Solid Rib-knit Sweater,15.0,,,,,
155,swsweater07200619556,,3284,15,5,19,7,72,12,184,50,2994,749,18,Casual,Red,Plain,Regular,Basic Tops,"V neck, Collar",Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Fall,"52% Acrylic, 28% Cotton, 20% PBT",Acrylic,High Stretch,No,Slim Fit,,,,,,,,SHEIN V-neck Rib-knit Sweater,15.0,,,,,
156,swsweater07200921418,,3284,15,5,19,7,72,12,184,50,2994,749,18,Casual,Apricot,Plain,Regular,Basic Tops,V neck,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Fall,"52% Acrylic, 28% Cotton, 20% PBT",Acrylic,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN V-neck Solid Rib-knit Sweater,15.0,,,,,
