,SKU,Item NamePrice,Reviews Num,1 Star Reviews,1 Star Images,2 Stars Reviews,2 Stars Images,3 Stars Reviews,3 Stars Images,4 Stars Reviews,4 Stars Images,5 Stars Reviews,5 Stars Images,Points Earnning,Style,Color,Pattern Type,Length,Type,Neckline,Sleeve Length,Sleeve Type,Placket Type,Details,Season,Composition,Material,Fabric,Sheer,Fit Type,Closure Type,Waist Line,Panty Type,Body,Chest pad,Bra Type,Bottom Type,Item Name,Price,Hem Shaped,Placket,Belt,Top Type,Arabian Clothing
511,swbodysui07200827237,,344,1,0,3,1,4,0,8,0,328,62,10,Sexy,Black,Plain,,Tee,Stand Collar,Long Sleeve,Regular Sleeve,,"Contrast Mesh, Sheer",Spring/Summer,"93% Rayon, 7% Spandex",Rayon,Slight Stretch,No,Skinny,,Natural,,,,,,SHEIN Mock Neck Seam Front Sheer Mesh Insert Bodysuit,9.0,,,,,
512,swouter07200827395,,84,1,0,1,0,1,0,6,0,75,13,40,Glamorous,Black,Plain,Long,Trench Coat,Lapel,Long Sleeve,Drop Shoulder,,Belted,Fall/Winter,100% PU Leather,PU Leather,Non-Stretch,No,Regular Fit,,,,,,,,SHEIN Drop Shoulder Belted PU Leather Coat,33.0,,,Yes,,
513,swblouse07201019655,,497,2,0,1,0,3,0,26,5,466,68,18,Preppy,Multicolor,Tartan,Long,Tunic,Collar,Long Sleeve,Drop Shoulder,Placket,Button Front,Spring/Fall,"80% Cotton, 20% Polyester",Cotton,Non-Stretch,No,Regular Fit,,,,,,,,SHEIN Drop Shoulder Tartan Blouse,15.0,,,,,
514,swblouse07200904048,,497,2,0,1,0,3,0,26,5,466,68,18,Preppy,Multicolor,Tartan,Long,Tunic,Collar,Long Sleeve,Drop Shoulder,Placket,Button Front,Spring/Fall,"80% Cotton, 20% Polyester",Cotton,Non-Stretch,No,Regular Fit,,,,,,,,SHEIN Drop Shoulder Tartan Blouse,15.0,,,,,
515,swblouse07201019383,,497,2,0,1,0,3,0,26,5,466,68,17,Preppy,Black and White,Tartan,Long,Tunic,Collar,Long Sleeve,Drop Shoulder,Placket,Button Front,Spring/Fall,"80% Cotton, 20% Polyester",Cotton,Non-Stretch,No,Regular Fit,,,,,,,,SHEIN Drop Shoulder Tartan Blouse,14.0,,,,,
516,swvest07210104184,,0,0,0,0,0,0,0,0,0,0,0,4,Casual,Black,Letter,Crop,Cami,Spaghetti Strap,,,,,Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Letter Graphic Cami Top,4.0,,,,,
517,swdress07201013740,,781,9,2,19,10,18,5,14,4,721,258,10,Elegant,Black,Plain,Short,Bodycon,Stand Collar,Long Sleeve,Regular Sleeve,,"Button, Split, Rib-Knit",Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,Natural,,,,,,SHEIN Mock-neck Split Hem Bodycon Dress,9.0,Pencil,,,,
518,swdress07200915109,,781,9,2,19,10,18,5,14,4,721,258,10,Casual,Dark Grey,Plain,Short,Bodycon,Stand Collar,Long Sleeve,Regular Sleeve,,"Button, Split, Rib-Knit",Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,Natural,,,,,,SHEIN Mock-neck Split Hem Bodycon Dress,9.0,Pencil,,,,
519,swdress07201013416,,781,9,2,19,10,18,5,14,4,721,258,10,Elegant,Mocha Brown,Plain,Short,Bodycon,Stand Collar,Long Sleeve,Regular Sleeve,,"Button, Split, Rib-Knit",Spring/Fall,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,Natural,,,,,,SHEIN Mock-neck Split Hem Bodycon Dress,9.0,Pencil,,,,
520,swdress07201014603,,781,9,2,19,10,18,5,14,4,721,258,12,Elegant,Maroon,Plain,Short,Bodycon,Stand Collar,Long Sleeve,Regular Sleeve,,"Button, Split, Rib-Knit",Spring/Fall,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,Natural,,,,,,SHEIN Mock-neck Split Hem Bodycon Dress,10.0,Pencil,,,,
521,swouter02201030638,,270,3,0,4,1,14,5,15,1,234,53,44,Casual,Black,Plain,Short,Parka,Hooded,Long Sleeve,Regular Sleeve,,"Contrast Faux Fur, Drawstring, Pocket, Zipper",Winter,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,Zip Up Fuzzy Hooded Flap Pocket Parka Coat,37.0,,Zipper,,,
522,swouter02201121087,,270,3,0,4,1,14,5,15,1,234,53,35,Casual,Dusty Blue,Plain,Short,Parka,Hooded,Long Sleeve,Raglan Sleeve,,"Contrast Faux Fur, Drawstring, Pocket",Winter,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,Flap Pocket Parka Coat,29.49,,Zipper,,,
523,swvest07200831177,,532,1,0,6,1,8,0,22,4,495,105,7,Glamorous,Black,Plain,Crop,Halter,Halter,,,,"Lace Up, Backless",All,"45% PU Leather, 55% Polyester",PU Leather,Non-Stretch,No,Slim Fit,,,,,,,,SHEIN Lace Up Detail PU Leather Halter Neck Top,6.0,,,,,
524,swvest07201105639,,532,1,0,6,1,8,0,22,4,495,105,7,Sexy,Maroon,Plain,Crop,Halter,Deep V Neck,,,,"Lace Up, Backless, Grommet Eyelet",Fall/Winter,"45% PU Leather, 55% Polyester",PU Leather,Non-Stretch,No,Slim Fit,,,,,,,,SHEIN Lace Up Detail PU Leather Halter Neck Top,6.0,,,,,
525,swpants07201110347,,25,0,0,0,0,2,1,3,0,20,1,12,,Light Grey,Animal,Long,,,,,,"Embroidery, Drawstring",All,100% Cotton,Cotton,Slight Stretch,No,Regular Fit,Drawstring Waist,High Waist,,,,,,SHEIN Butterfly Embroidered Drawstring Joggers,9.99,,,,,
526,swvest07201119045,,157,2,1,1,0,4,0,4,0,147,24,4,Casual,White,Plain,Crop,Tank,Round Neck,,,,"Lettuce Trim, Rib-Knit",Summer,100% Cotton,Cotton,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Lettuce Trim Rib-knit Tank Top,4.0,,,,,
527,swvest07201211594,,157,2,1,1,0,4,0,4,0,147,24,4,Casual,Black,Plain,Crop,Tank,Round Neck,,,,"Lettuce Trim, Rib-Knit",Summer,100% Cotton,Cotton,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Lettuce Trim Rib-knit Tank Top,4.0,,,,,
528,swvest07201211565,,157,2,1,1,0,4,0,4,0,147,24,4,Casual,"Pastel, Mint Green",Plain,Crop,Tank,Round Neck,,,,"Lettuce Trim, Rib-Knit",Summer,100% Cotton,Cotton,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Lettuce Trim Rib-knit Tank Top,4.0,,,,,
529,swtop07200917866,,1743,3,1,3,0,9,4,27,8,1701,825,8,Elegant,Black,Floral,Regular,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,Sheer,Spring/Fall,"8% Spandex, 25% Nylon, 67% Polyester",Mesh,Slight Stretch,Yes,Slim Fit,,,,,,,,SHEIN Mock Neck Floral Mesh Top,7.0,,,,,
530,swpants07201007840,,56,2,0,2,0,5,1,4,1,43,10,17,,Maroon,Letter,Long,,,,,,Pocket,All,"65% Polyester, 35% Cotton",Polyester,Non-Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,SHEIN Letter Graphic High Waist Sweatpants,14.0,,,,,
531,swskirt07200924780,,228,0,0,0,0,2,0,6,2,221,43,23,Elegant,Black,Plain,Long,Flared,,,,,"Belted, Zipper, Grommet Eyelet",Spring/Summer/Fall,"3% Spandex, 97% Polyester",Polyester,Non-Stretch,No,,,High Waist,,,,,,SHEIN Self Belted Solid Skirt,19.0,,,Yes,,
532,swblouse04200902224,,1600,4,1,5,2,21,5,62,11,1508,321,18,Preppy,Black and White,Plaid,Long,Shirt,Collar,Long Sleeve,"Bishop Sleeve, Drop Shoulder",Placket,Button Front,Spring/Fall,"65% Cotton, 35% Polyester",Cotton,Non-Stretch,No,Oversized,,,,,,,,Drop Shoulder Patch Pocket Plaid Oversized Longline Blouse,15.0,,,,,
533,swblouse04200728941,,1600,4,1,5,2,21,5,62,11,1508,321,18,Casual,Multicolor,Plaid,Long,Shirt,Collar,Long Sleeve,Drop Shoulder,Placket,"Pocket, Split, Button Front",Spring/Fall,"65% Cotton, 35% Polyester",Cotton,Non-Stretch,No,Oversized,,,,,,,,Drop Shoulder Patch Pocket Plaid Oversized Longline Blouse,15.0,Slit,,,,
534,swblouse04200902998,,1600,4,1,5,2,21,5,62,11,1508,321,19,Preppy,Multicolor,Tartan,Long,Shirt,Collar,Long Sleeve,Drop Shoulder,Placket,"Pocket, Button Front",Spring/Fall,"65% Cotton, 35% Polyester",Cotton,Non-Stretch,No,Oversized,,,,,,,,Drop Shoulder Patch Pocket Plaid Oversized Longline Blouse,16.0,,,,,
535,swpants04200917824,,764,8,3,9,2,21,4,51,11,675,141,24,,Black,Plain,Long,Cargo Pants,,,,,"Pocket, Zipper, Button Front",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,High-Rise Flap Pocket Patched Jeans,20.0,,,,,
536,swpants07201216227,,2932,22,3,43,10,93,23,175,54,2599,611,18,,Black,"Graphic, Letter",Long,,,,,,,All,100% Cotton,Cotton,Non-Stretch,No,Loose,Elastic Waist,High Waist,,,,,,SHEIN Letter and Fire Print Sweatpants,15.0,,,,,
537,swpants07200718022,,2932,22,3,43,10,93,23,175,54,2599,611,17,,White,"Graphic, Letter",Cropped,,,,,,,All,100% Cotton,Cotton,Non-Stretch,No,Loose,Elastic Waist,High Waist,,,,,,SHEIN Letter and Fire Print Sweatpants,14.0,,,,,
538,swdress23201215076,,225,2,0,3,0,14,2,18,3,188,30,20,Elegant,Black,Leopard,Short,A Line,Deep V Neck,Long Sleeve,Regular Sleeve,,"Wrap, Belted",Spring/Summer,100% Polyester,Satin,Non-Stretch,No,Regular Fit,,High Waist,,,,,,Surplice Front Belted Satin Dress,17.0,Flared,,Yes,,
539,swdress23201030914,,225,2,0,3,0,14,2,18,3,188,30,20,Elegant,Apricot,Plain,Short,A Line,Deep V Neck,Long Sleeve,Regular Sleeve,,"Wrap, Belted",Spring/Summer,100% Polyester,Satin,Non-Stretch,No,Regular Fit,,High Waist,,,,,,Surplice Front Belted Satin Dress,17.0,Straight,,Yes,,
540,swdress23201202696,,225,2,0,3,0,14,2,18,3,188,30,20,Elegant,Dark Green,Plain,Short,A Line,Deep V Neck,Long Sleeve,Bishop Sleeve,,"Wrap, Belted",Spring/Summer,100% Polyester,Satin,Non-Stretch,No,Regular Fit,,High Waist,,,,,,Surplice Front Belted Satin Dress,17.0,Straight,,Yes,,
541,swdress23201202060,,225,2,0,3,0,14,2,18,3,188,30,20,Elegant,Burgundy,Plain,Short,A Line,Deep V Neck,Long Sleeve,Bishop Sleeve,,"Wrap, Belted",Spring/Summer,100% Polyester,Satin,Non-Stretch,No,Regular Fit,,High Waist,,,,,,Surplice Front Belted Satin Dress,17.0,Straight,,Yes,,
542,swdress23201216989,,225,2,0,3,0,14,2,18,3,188,30,20,Elegant,Blue,Leopard,Short,A Line,Deep V Neck,Long Sleeve,Regular Sleeve,,"Wrap, Belted",Spring/Summer,100% Polyester,Satin,Non-Stretch,No,Regular Fit,,High Waist,,,,,,Surplice Front Belted Satin Dress,17.0,Flared,,Yes,,
543,swvest07200709880,,10000,0,0,0,0,0,0,0,0,9999,5082,4,Boho,Black and White,Animal,Crop,Cami,Spaghetti Strap,,,,"Frill, Lettuce Trim, Ruched Bust",Summer,"8% Spandex, 92% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Frill Trim Ruched Bust Cow Print Cami Top,4.0,,,,,
544,swtee07201228641,,10000,0,0,0,0,0,0,0,0,9999,5166,4,Casual,Multicolor,Striped,Crop,,Round Neck,Cap Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Contrast Neck Striped Top,3.99,,,,,
545,swtee07200602270,,10000,0,0,0,0,0,0,0,0,9999,5166,4,Casual,Multicolor,Rainbow Stripe,Crop,,Round Neck,Cap Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Contrast Neck Rainbow Striped Top,3.99,,,,,
546,swtee07200710098,,10000,0,0,0,0,0,0,0,0,9999,5166,4,Casual,Multicolor,Striped,Crop,,Round Neck,Cap Sleeve,Regular Sleeve,Pullovers,"Contrast Collar, Rib-Knit",Summer,"8% Spandex, 92% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Contrast Collar Striped Rib-knit Top,3.99,,,,,
547,swtee07200810180,,10000,0,0,0,0,0,0,0,0,9999,5166,4,Casual,Multicolor,Striped,Crop,,Round Neck,Cap Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Contrast Collar Striped Rib-knit Top,3.99,,,,,
548,swtee07200810435,,10000,0,0,0,0,0,0,0,0,9999,5166,4,Casual,Multicolor,Striped,Crop,,Round Neck,Cap Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Cap Sleeve Rib-knit Striped Tee,3.99,,,,,
549,swtee07200828446,,10000,0,0,0,0,0,0,0,0,9999,5166,4,Casual,Multicolor,Striped,Crop,,Round Neck,Cap Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Rib-knit Colorful Striped Top,3.99,,,,,
550,swsweater07200911937,,282,1,0,2,1,11,1,19,1,250,44,25,Casual,White,Striped,Regular,Pullovers,V neck,Long Sleeve,Drop Shoulder,Pullovers,,Spring/Fall,"42% Viscose, 30% Nylon, 28% Polyester",Viscose,Slight Stretch,No,Regular Fit,,,,,,,,SHEIN Drop Shoulder Cable Knit Sweater,21.0,,,,,
551,swtop07200818129,,1732,33,8,21,5,56,12,73,21,1549,402,6,Elegant,Multicolor,Tie Dye,Regular,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,Lettuce Trim,Spring/Fall,100% Polyester,Mesh,Slight Stretch,Yes,Slim Fit,,,,,,,,SHEIN Marble Print Sheer Lettuce-Edge Top,5.0,,,,,
552,swjacket02200930798,,493,3,1,6,2,10,4,15,4,459,185,24,Casual,Black,Plain,Regular,Other,Hooded,Long Sleeve,Regular Sleeve,,Zipper,Winter,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,Sherpa Lined Zip Up Jacket,20.0,,Zipper,,,
553,swouter07200930197,,3034,14,2,17,2,50,8,122,38,2831,670,25,Casual,Multicolor,Gingham,Short,Teddy,,Long Sleeve,Drop Shoulder,,,Fall/Winter,100% Polyester,Shearling,Slight Stretch,No,Regular Fit,,,,,,,,SHEIN Drop Shoulder Buffalo Plaid Teddy Coat,21.0,,,,,
554,swouter07200903782,,3034,14,2,17,2,50,8,122,38,2831,670,25,Casual,Multicolor,Plaid,Short,Teddy,,Long Sleeve,Drop Shoulder,,,Fall/Winter,100% Polyester,Shearling,Slight Stretch,No,Regular Fit,,,,,,,,SHEIN Drop Shoulder Buffalo Plaid Teddy Coat,21.0,,,,,
555,swouter07201028995,,3034,14,2,17,2,50,8,122,38,2831,670,16,Casual,Multicolor,Gingham,Short,Teddy,,Long Sleeve,"Bishop Sleeve, Drop Shoulder",,,Fall/Winter,100% Polyester,Shearling,Slight Stretch,No,Oversized,,,,,,,,SHEIN Drop Shoulder Buffalo Plaid Teddy Coat,13.49,,,,,
556,swouter07201031218,,3034,14,2,17,2,50,8,122,38,2831,670,17,Casual,Blue and White,Gingham,Short,Teddy,,Long Sleeve,"Bishop Sleeve, Drop Shoulder",,,Fall/Winter,100% Polyester,Shearling,Slight Stretch,No,Oversized,,,,,,,,SHEIN Drop Shoulder Buffalo Plaid Teddy Coat,14.49,,,,,
557,swpants07201230140,,0,0,0,0,0,0,0,0,0,0,0,13,Casual,Multicolor,Tie Dye,Long,Flare Leg,,,,,,All,"95% Rayon, 5% Spandex",Rayon,Slight Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,SHEIN Tie Dye Elastic Waist Flare Leg Pants,11.0,,,,,
558,swskirt07200806549,,2219,13,2,15,3,51,14,113,30,2027,618,17,Casual,Black,Striped,Mini,Pleated,,,,,"Pleated, Zipper",Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,,,High Waist,,,,,,SHEIN Zipper Side Striped Tape Detail Pleated Skirt,14.0,,,,,
559,swskirt07200618720,,2219,13,2,15,3,51,14,113,30,2027,618,17,Preppy,White,Striped,Mini,Pleated,,,,,"Pleated, Zipper",Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,,,High Waist,,,,,,SHEIN Striped Hem Pleated Skirt,14.0,,,,,
560,swskirt07201017487,,2219,13,2,15,3,51,14,113,30,2027,618,9,Preppy,Camel,Striped,Mini,Pleated,,,,,"Pleated, Zipper",Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,,,High Waist,,,,,,SHEIN Striped Hem Pleated Skirt,7.49,,,,,
561,swskirt07201215690,,2219,13,2,15,3,51,14,113,30,2027,618,17,Preppy,Dusty Pink,Striped,Mini,Pleated,,,,,"Pleated, Zipper",Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,,,High Waist,,,,,,SHEIN Striped Hem Pleated Skirt,14.0,,,,,
562,swpants07200903186,,10000,0,0,0,0,0,0,0,0,9999,4151,21,,Black,Plain,Long,,,,,,"Pocket, Drawstring",All,"11% Polyester, 89% Cotton",Cotton,Non-Stretch,No,Regular Fit,Drawstring Waist,High Waist,,,,,,SHEIN BASICS Drawstring Waist Solid Sweatpants,18.0,,,,,
563,swpants07200902886,,10000,0,0,0,0,0,0,0,0,9999,4151,24,,White,Plain,Long,,,,,,"Pocket, Drawstring",All,"11% Polyester, 89% Cotton",Cotton,Non-Stretch,No,Regular Fit,Drawstring Waist,High Waist,,,,,,SHEIN BASICS Drawstring Waist Solid Sweatpants,20.0,,,,,
564,swpants07200903125,,10000,0,0,0,0,0,0,0,0,9999,4151,21,,Grey,Plain,Long,,,,,,"Pocket, Drawstring",All,"11% Polyester, 89% Cotton",Cotton,Non-Stretch,No,Regular Fit,Drawstring Waist,High Waist,,,,,,SHEIN BASICS Drawstring Waist Solid Sweatpants,18.0,,,,,
565,swpants07200903636,,10000,0,0,0,0,0,0,0,0,9999,4151,24,,Apricot,Plain,Long,,,,,,"Pocket, Drawstring",All,"11% Polyester, 89% Cotton",Cotton,Non-Stretch,No,Regular Fit,Drawstring Waist,High Waist,,,,,,SHEIN BASICS Drawstring Waist Solid Sweatpants,20.0,,,,,
566,swpants07200903030,,10000,0,0,0,0,0,0,0,0,9999,4151,21,,Army Green,Plain,Long,,,,,,"Pocket, Drawstring",All,"11% Polyester, 89% Cotton",Cotton,Non-Stretch,No,Regular Fit,Drawstring Waist,High Waist,,,,,,SHEIN BASICS Drawstring Waist Solid Sweatpants,18.0,,,,,
567,swpants07201027671,,10000,0,0,0,0,0,0,0,0,9999,4151,21,,Blue,Plain,Long,,,,,,"Pocket, Drawstring",All,"11% Polyester, 89% Cotton",Cotton,Non-Stretch,No,Regular Fit,Drawstring Waist,High Waist,,,,,,SHEIN Drawstring Waist Solid Sweatpants,18.0,,,,,
568,swdress23200918931,,1333,10,2,25,4,46,8,116,27,1136,297,15,Casual,Burgundy,Plain,Short,Shirt,Collar,Long Sleeve,Puff Sleeve,,"Belted, Button Front",Spring/Fall,"3% Spandex, 97% Polyester",Corduroy,Non-Stretch,No,Regular Fit,,High Waist,,,,,,Corduroy Button Front Belted Shirt Dress,13.0,Straight,,Yes,,
569,swdress23200818791,,1333,10,2,25,4,46,8,116,27,1136,297,24,Casual,Coffee Brown,Plain,Short,Shirt,Collar,Long Sleeve,Regular Sleeve,,"Belted, Button Front",Spring/Fall,"3% Spandex, 97% Polyester",Corduroy,Non-Stretch,No,Regular Fit,,High Waist,,,,,,Corduroy Button Front Belted Shirt Dress,20.0,Flared,,Yes,,
570,swdress23200918033,,1333,10,2,25,4,46,8,116,27,1136,297,24,Casual,Dusty Pink,Plain,Short,Shirt,Collar,Long Sleeve,Puff Sleeve,,"Belted, Button Front",Spring/Fall,"3% Spandex, 97% Polyester",Corduroy,Non-Stretch,No,Regular Fit,,High Waist,,,,,,Corduroy Button Front Belted Shirt Dress,20.0,Straight,,Yes,,
571,swsweatsh23201110048,,62,0,0,1,0,1,0,3,0,57,9,20,Casual,Grey,Plain,Long,Zip Up,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Pocket, Zipper",Spring/Fall,"40% Cotton, 60% Polyester",Polyester,Non-Stretch,No,Oversized,,,,,,,,Zip Up Drop Shoulder Drawstring Hoodie,16.99,,,,,
572,swjacket07200910821,,308,0,0,1,1,13,3,20,3,275,60,27,Casual,Multicolor,Gingham,Regular,Teddy,Collar,Long Sleeve,Drop Shoulder,,"Pocket, Button Front",Fall/Winter,100% Polyester,Shearling,Non-Stretch,No,Regular Fit,,,,Yes,,,,SHEIN Drop Shoulder Buffalo Plaid Teddy Jacket,23.0,,Single Breasted,,,
573,swtee04201008719,,10000,0,0,0,0,0,0,0,0,9999,3666,7,Casual,Chocolate Brown,Plain,Crop,,Funnel Neck,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,Turtle Neck Rib-knit Crop Top,5.99,,,,,
574,swsweater04190823428,,10000,0,0,0,0,0,0,0,0,9999,3666,7,Sexy,White,Plain,Crop,,High Neck,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,,Slim Fit,,,,,,,,SHEIN Turtle Neck Slim Crop Tee,5.99,,,,,
575,swsweater04190930050,,10000,0,0,0,0,0,0,0,0,9999,3666,7,Sexy,Black,Plain,Crop,,High Neck,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,Turtle Neck Slim Crop Tee,5.99,,,,,
576,swtee04200820148,,10000,0,0,0,0,0,0,0,0,9999,3666,4,Casual,"Yellow, Bright",Plain,Crop,,High Neck,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Summer,"95% Cotton, 5% Polyester",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,Turtle Neck Rib-knit Crop Top,3.99,,,,,
577,swouter23200909571,,562,6,2,12,1,27,6,61,15,460,112,31,Casual,Dark Grey,Plain,Short,Teddy,Lapel,Long Sleeve,Drop Shoulder,,"Double Button, Pocket",Winter,"65% Cotton, 35% Polyester",Shearling,Slight Stretch,No,Regular Fit,,,,Yes,,,,Solid Double Button Slant Pocket Teddy Coat,26.0,,Double Breasted,,,
578,swpants04201008214,,448,6,1,6,1,448,75,37,7,379,63,24,,Medium Wash,Plain,Long,Straight Leg,,,,,"Ripped, Raw Hem, Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,Natural,,,,,,High Waist Raw Hem Ripped Mom Jeans,20.0,,,,,
579,swpants04201119859,,448,6,1,6,1,23,3,37,7,379,63,23,,Light Wash,Plain,Long,Straight Leg,,,,,"Ripped, Raw Hem, Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,Natural,,,,,,High Waist Raw Hem Ripped Mom Jeans,19.0,,,,,
580,swpants07200915028,,440,4,0,2,0,17,3,36,4,380,81,12,Elegant,Black,Plain,Long,Flare Leg,,,,,,Spring/Summer/Fall,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,SHEIN Flare Leg Solid Pants,10.0,,,,,
581,swpants07201120731,,440,4,0,2,0,17,3,36,4,380,81,10,Elegant,Brown,Plain,Long,Flare Leg,,,,,Rib-Knit,Spring/Summer/Fall,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,SHEIN Flare Leg Solid Pants,9.0,,,,,
582,swblouse44200928480,,183,2,1,1,0,6,1,9,2,165,36,14,Boho,Black,Plain,Regular,Peplum,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,"Ruffle, Sheer, Ruffle Hem, Frill",Spring/Summer,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,Swiss Dot Frill Trim Sheer Peplum Blouse,12.0,,,,,
583,swblouse44201112326,,183,2,1,1,0,6,1,9,2,165,36,11,Boho,Navy Blue,Plain,Regular,Peplum,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,"Ruffle, Sheer, Ruffle Hem, Frill",Spring/Summer,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,Swiss Dot Frill Trim Sheer Peplum Blouse,9.49,,,,,
584,swouter07200915407,,465,2,0,0,0,3,0,10,1,450,82,27,Casual,White,Plain,Short,Coat,,Long Sleeve,Drop Shoulder,,Pocket,Fall/Winter,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,SHEIN Patch Pocket Fuzzy Cardigan,23.0,,,,,
585,swtee07201023454,,924,9,2,18,8,50,11,78,25,770,192,6,Elegant,Grey,Plain,Regular,,V neck,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Fall,"5% Spandex, 25% Viscose, 70% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Surplice Neck Rib-knit Slim Tee,4.99,,,,,
586,swtee07201109110,,924,9,2,18,8,50,11,78,25,770,192,6,Elegant,Khaki,Plain,Regular,,V neck,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Fall,"5% Spandex, 25% Viscose, 70% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Surplice Neck Rib-knit Slim Tee,4.99,,,,,
587,swtee07201109393,,924,9,2,18,8,50,11,78,25,770,192,4,Elegant,Grey,Plain,Regular,,V neck,Long Sleeve,Regular Sleeve,Pullovers,"Wrap, Rib-Knit",Spring/Fall,"5% Spandex, 25% Viscose, 70% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Surplice Neck Rib-knit Slim Tee,3.49,,,,,
588,swtee07201109576,,924,9,2,18,8,50,11,78,25,770,192,6,Elegant,Beige,Plain,Regular,,V neck,Long Sleeve,Regular Sleeve,Pullovers,"Wrap, Rib-Knit",Spring/Fall,"5% Spandex, 25% Viscose, 70% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Surplice Neck Rib-knit Slim Tee,4.99,,,,,
589,swtee07201109103,,924,9,2,18,8,50,11,78,25,770,192,7,Elegant,Black,Plain,Regular,,V neck,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Fall,"5% Spandex, 25% Viscose, 70% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Surplice Neck Rib-knit Slim Tee,5.99,,,,,
