,SKU,Item NamePrice,Reviews Num,1 Star Reviews,1 Star Images,2 Stars Reviews,2 Stars Images,3 Stars Reviews,3 Stars Images,4 Stars Reviews,4 Stars Images,5 Stars Reviews,5 Stars Images,Points Earnning,Style,Color,Pattern Type,Length,Type,Neckline,Sleeve Length,Sleeve Type,Placket Type,Details,Season,Composition,Material,Fabric,Sheer,Fit Type,Closure Type,Waist Line,Panty Type,Body,Chest pad,Bra Type,Bottom Type,Item Name,Price,Placket,Belt,Hem Shaped,Top Type,Arabian Clothing
215,swouter07200930520,,17,0,0,0,0,0,0,0,0,17,4,19,Casual,Multicolor,Colorblock,Regular,Teddy,Collar,Long Sleeve,Regular Sleeve,,Button Front,Winter,100% Polyester,Shearling,Slight Stretch,No,Regular Fit,,,,,,,,SHEIN Color Block Teddy Coat,16.0,Single Breasted,,,,
216,swtee07201125872,,64,0,0,0,0,0,0,8,1,57,7,10,Sexy,Black,,Crop,,Round Neck,Cap Sleeve,Regular Sleeve,Pullovers,"Lace Up, Rib-Knit",Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Rhinestone Lace Up Seam Front Crop Tee,8.99,,,,,
217,swtee07201109702,,188,3,1,5,1,6,0,16,6,158,39,4,Casual,"Pastel, Mint Green",Plain,Crop,,High Neck,Long Sleeve,Regular Sleeve,Pullovers,"Lettuce Trim, Rib-Knit",Spring,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN High Neck Lettuce Trim Rib-knit Tee,3.99,,,,,
218,swvest07201028192,,158,3,1,2,0,2,0,12,1,140,19,4,Sexy,Brown,Floral,Crop,Halter,Halter,,,,,Summer,"3% Spandex, 97% Polyester",Polyester,Non-Stretch,No,Regular Fit,,,,,,,,SHEIN Jacquard Flower Applique Halter Top,4.0,,,,,
219,swsweater03201023663,,502,3,0,6,2,9,2,23,2,462,73,20,Casual,Navy Blue,"Geometric, Tribal",Regular,Pullovers,Stand Collar,Long Sleeve,Drop Shoulder,Pullovers,,Spring/Fall,100% Acrylic,Acrylic,Slight Stretch,No,Oversized,,,,,,,,Geo Pattern Mock Neck Sweater,17.0,,,,,
220,swpants00200729367,,185,4,0,1,0,6,3,10,3,164,24,21,,Dark Wash,Plain,Long,Skinny,,,,,"Button, Pocket",,"2% Spandex, 85% Cotton, 13% Polyester",Denim,High Stretch,No,Skinny,Zipper Fly,Drop Waist,,,,,,Solid Zipper Fly Skinny Jeans,18.0,,,,,
221,swsweatsh04201023328,,321,0,0,2,0,6,1,22,4,290,38,18,Casual,Apricot,Slogan,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Fall/Winter,"2% Spandex, 98% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Drop Shoulder Slogan Graphic Thermal Sweatshirt,14.99,,,,,
222,swsweatsh04201130721,,321,0,0,2,0,6,1,22,4,290,38,13,Casual,Green,Slogan,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Fall/Winter,"2% Spandex, 98% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Drop Shoulder Slogan Graphic Thermal Sweatshirt,11.0,,,,,
223,swsweatsh04201130459,,321,0,0,2,0,6,1,22,4,290,38,13,Casual,Black,Slogan,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,Embroidery,Spring/Fall,"2% Spandex, 98% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Drop Shoulder Slogan Embroidered Thermal Lined Pullover,11.0,,,,,
224,swsweatsh04201130021,,321,0,0,2,0,6,1,22,4,290,38,18,Casual,Navy Blue,Slogan,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Fall/Winter,"2% Spandex, 98% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Drop Shoulder Slogan Graphic Thermal Sweatshirt,14.99,,,,,
225,swsweatsh04201130359,,321,0,0,2,0,6,1,22,4,290,38,13,Casual,Light Grey,"Animal, Slogan",Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,Embroidery,Fall/Winter,"2% Spandex, 98% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Drop Shoulder Slogan Graphic Thermal Sweatshirt,11.0,,,,,
226,swsweatsh04201130835,,321,0,0,2,0,6,1,22,4,290,38,13,Casual,Mocha Brown,Slogan,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Fall/Winter,"2% Spandex, 98% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Drop Shoulder Slogan Graphic Thermal Sweatshirt,11.0,,,,,
227,swpants42201126762,,80,1,0,1,0,3,0,6,0,70,14,21,Glamorous,Black,Plain,Long,Skinny,,,,,"Pocket, Button Front",Fall/Winter,"40% Cotton, 50% Polyester, 10% PU Leather",PU Leather,Slight Stretch,No,Skinny,Button Fly,High Waist,,,,,,Apperloth A Button Front PU Leather Skinny Pants,18.0,,,,,
228,swjumpsui07201120598,,112,1,0,0,0,2,0,3,0,106,16,14,Preppy,Black,Plaid,Long,Overall,Straps,Sleeveless,,,"Knot, Pocket, Grommet Eyelet",Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Skinny,,High Waist,,,,,,SHEIN Pocket Detail Plaid Pinafore Jumpsuit Without Top,12.0,,,,,
229,swsweatsh07201104860,,3843,32,4,40,11,109,20,132,35,3531,802,9,Casual,Multicolor,"Cartoon, Colorblock",Regular,Pullovers,Hooded,Long Sleeve,Regular Sleeve,,Drawstring,Spring,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,SHEIN Cartoon Graphic Spliced Hoodie,8.0,,,,,Yes
230,swsweatsh07200820724,,3843,32,4,40,11,109,20,132,35,3531,802,9,Casual,Multicolor,"Letter, Cartoon",Regular,Pullovers,Hooded,Long Sleeve,Drop Shoulder,,Drawstring,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,SHEIN Cartoon Panel Hoodie,8.0,,,,,Yes
231,swsweatsh07200921832,,3843,32,4,40,11,109,20,132,35,3531,802,10,Casual,Multicolor,Cartoon,Regular,Pullovers,Hooded,Long Sleeve,Drop Shoulder,,Drawstring,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,SHEIN Cartoon Panel Hoodie,9.0,,,,,Yes
232,swsweatsh07201020783,,3843,32,4,40,11,109,20,132,35,3531,802,9,Casual,Multicolor,"Cartoon, Colorblock",Regular,Pullovers,Hooded,Long Sleeve,Regular Sleeve,,Drawstring,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,SHEIN Cartoon Panel Hoodie,8.0,,,,,Yes
233,swsweatsh07201020527,,3843,32,4,40,11,109,20,132,35,3531,802,10,Casual,Multicolor,"Cartoon, Colorblock",Regular,Pullovers,Hooded,Long Sleeve,Regular Sleeve,,Drawstring,Spring,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,SHEIN Cartoon Graphic Spliced Hoodie,8.99,,,,,Yes
234,swsweatsh07201104353,,3843,32,4,40,11,109,20,132,35,3531,802,10,Casual,Multicolor,"Cartoon, Colorblock",Regular,Pullovers,Hooded,Long Sleeve,Regular Sleeve,,Drawstring,Spring,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,SHEIN Cartoon Graphic Spliced Hoodie,8.99,,,,,Yes
235,swskirt07201015535,,2570,3,0,11,4,41,11,114,25,2401,591,8,Elegant,White,Plain,Mini,Bodycon,,,,,,Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,,,Natural,,,,,,SHEIN Solid Bodycon Mini Skirt,7.0,,,,,
236,swskirt07200829490,,2570,3,0,11,4,41,11,114,25,2401,591,6,Casual,Dusty Blue,Plain,Mini,Bodycon,,,,,,Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,,,High Waist,,,,,,SHEIN BASICS Solid Bodycon Mini Skirt,5.49,,,,,
237,swskirt07200831351,,2570,3,0,11,4,41,11,114,25,2401,591,7,Elegant,Black,Plain,Mini,Bodycon,,,,,,Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,,,Natural,,,,,,SHEIN BASICS Solid Bodycon Mini Skirt,6.0,,,,,
238,swskirt07200831664,,2570,3,0,11,4,41,11,114,25,2401,591,8,Elegant,Mocha Brown,Plain,Mini,Bodycon,,,,,,Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,,,High Waist,,,,,,SHEIN BASICS Solid Bodycon Skirt,7.0,,,,,
239,swskirt07201015360,,2570,3,0,11,4,41,11,114,25,2401,591,6,Elegant,Apricot,Plain,Mini,Bodycon,,,,,,Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,,,Natural,,,,,,SHEIN BASICS Solid Bodycon Mini Skirt,5.49,,,,,
240,swskirt07201015747,,2570,3,0,11,4,41,11,114,25,2401,591,3,Elegant,Dark Grey,Plain,Mini,Bodycon,,,,,,Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,,,Natural,,,,,,SHEIN Solid Bodycon Mini Skirt,2.5,,,,,
241,swpants04200821406,,4923,148,24,152,32,276,68,441,97,3906,882,25,,Multicolor,Colorblock,Long,Straight Leg,,,,,"Raw Hem, Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,High Waist Cut and Sew Jeans,21.0,,,,,
242,swpants04200701000,,4923,148,24,152,32,276,68,441,97,3906,882,25,,Multicolor,Colorblock,Long,Straight Leg,,,,,"Raw Hem, Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,High Waisted Raw Hem Straight Jeans,21.0,,,,,
243,swpants04200825013,,4923,148,24,152,32,276,68,441,97,3906,882,25,,Multicolor,Colorblock,Long,Straight Leg,,,,,"Raw Hem, Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,High Waist Cut and Sew Jeans,21.0,,,,,
244,swpants04200917864,,4923,148,24,152,32,276,68,441,97,3906,882,25,,Multicolor,Colorblock,Long,Straight Leg,,,,,"Raw Hem, Pocket, Zipper, Button Front",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,High Waist Raw Hem Straight Jeans,21.0,,,,,
245,swpants04201111490,,4923,148,24,152,32,276,68,441,97,3906,882,24,,Multicolor,Colorblock,Long,Straight Leg,,,,,"Raw Hem, Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,High Waisted Raw Hem Straight Jeans,20.0,,,,,
246,swjacket04201028626,,10,0,0,0,0,0,0,2,0,10,0,17,Casual,Black and White,Zebra Stripe,Regular,Teddy,Collar,Long Sleeve,Bishop Sleeve,,Zipper,Winter,100% Polyester,Shearling,Slight Stretch,No,Regular Fit,,,,,,,,Zip Up Zebra Striped Teddy Jacket,14.0,Zipper,,,,
247,swtee01200629368,,10000,0,0,0,0,0,0,0,0,9999,2795,8,Casual,Beige,Figure,Crop,,Round Neck,Short Sleeve,Raglan Sleeve,Pullovers,Rib-Knit,Summer,"95% Rayon, 5% Spandex",Rayon,Slight Stretch,No,Regular Fit,,,,,,,,Angel Print Raglan Sleeve Crop Tee,7.0,,,,,
248,swtee01200604252,,10000,0,0,0,0,0,0,0,0,9999,2795,8,Casual,Lilac Purple,Figure,Crop,,Round Neck,Short Sleeve,Raglan Sleeve,Pullovers,Rib-Knit,Summer,"95% Rayon, 5% Spandex",Rayon,Slight Stretch,No,Regular Fit,,,,,,,,Angel Print Contrast Raglan Sleeve Tee,7.0,,,,,
249,swtee01200604352,,10000,0,0,0,0,0,0,0,0,9999,2795,8,Casual,White,"Figure, Colorblock",Crop,,Round Neck,Short Sleeve,Raglan Sleeve,Pullovers,Rib-Knit,Summer,"95% Rayon, 5% Spandex",Rayon,Slight Stretch,No,Regular Fit,,,,,,,,Contrast Sleeve Rib-knit Angel Print Tee,7.0,,,,,
250,swtee01200629930,,10000,0,0,0,0,0,0,0,0,9999,2795,8,Casual,White,Figure,Crop,,Round Neck,Short Sleeve,Raglan Sleeve,Pullovers,Rib-Knit,Summer,"95% Rayon, 5% Spandex",Rayon,Slight Stretch,No,Regular Fit,,,,,,,,Angel Print Raglan Sleeve Crop Tee,7.0,,,,,
251,swskirt44201026923,,34,0,0,0,0,0,0,0,0,34,6,12,Preppy,Black,Plain,Mini,Pinafore,,,,,"Ruffle, Button",Spring/Summer,"3% Spandex, 97% Polyester",Polyester,Non-Stretch,No,,,High Waist,,,,,,Ruffle Straps High Waisted Pinafore Skirt,10.0,,,,,
252,swsweater04201107601,,2,0,0,0,0,0,0,0,0,2,0,8,Sexy,Black,Plain,Long,Pullovers,Cold Shoulder,Long Sleeve,Raglan Sleeve,Pullovers,"Cut Out, Sheer",Spring/Summer,100% Acrylic,Acrylic,Non-Stretch,No,Oversized,,,,,,,,Cold Shoulder Sheer Sweater Without Bra,7.0,,,,,
253,swvest44201022642,,106,2,1,1,0,2,1,5,2,98,14,4,Basics,White,Plain,Crop,Tank,Scoop Neck,,,,Rib-Knit,Summer,"35% Cotton, 65% Polyester",Cotton Blends,High Stretch,No,Slim Fit,,,,,,,,Rib-knit Scoop Neck Tank Top,4.0,,No,,,
254,swvest44201203249,,106,2,1,1,0,2,1,5,2,98,14,4,Basics,Apricot,Plain,Crop,Tank,Scoop Neck,,,,Rib-Knit,Summer,"35% Cotton, 65% Polyester",Polyester,"Slight Stretch, High Stretch",No,Slim Fit,,,,,,,,Rib-knit Scoop Neck Tank Top,4.0,,No,,,
255,swvest44201203360,,106,2,1,1,0,2,1,5,2,98,14,4,Basics,Redwood,Plain,Crop,Tank,Scoop Neck,,,,Rib-Knit,Summer,"35% Cotton, 65% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,Rib-knit Scoop Neck Tank Top,4.0,,No,,,
256,swvest44201203198,,106,2,1,1,0,2,1,5,2,98,14,4,Basics,Dusty Blue,Plain,Crop,Tank,Scoop Neck,,,,Rib-Knit,Summer,"35% Cotton, 65% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,Rib-knit Scoop Neck Tank Top,4.0,,No,,,
257,swvest44201203706,,106,2,1,1,0,2,1,5,2,98,14,4,Basics,Black,Plain,Crop,Tank,Scoop Neck,,,,Rib-Knit,Summer,"35% Cotton, 65% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,Rib-knit Scoop Neck Tank Top,4.0,,,,,
258,swsweatsh23201016619,,199,3,0,4,0,7,1,16,2,169,20,12,Casual,Black,,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,Contrast Stitch Drop Shoulder Sweatshirt,9.99,,,,,
259,swskirt07200810254,,10000,0,0,0,0,0,0,9999,2911,9999,2914,17,Casual,White,Plain,Mini,Pleated,,,,,"Pleated, Zipper",Summer,"5% Spandex, 95% Polyester",Polyester,Non-Stretch,No,,,High Waist,,,,,,SHEIN Pleated High-Rise Mini Skater Skirt,14.0,,,,,
260,swskirt07200430352,,10000,0,0,0,0,0,0,0,0,9999,2914,17,Elegant,Lilac Purple,Plain,Mini,Pleated,,,,,Pleated,Summer,"5% Spandex, 95% Polyester",Polyester,Non-Stretch,No,,,High Waist,,,,,,SHEIN Boxy Pleated Skirt,14.0,,,,,
261,swskirt07200810633,,10000,0,0,0,0,0,0,0,0,9999,2914,17,Preppy,Black,Plain,Short,Pleated,,,,,"Pleated, Zipper",Summer,"5% Spandex, 95% Polyester",Polyester,Non-Stretch,No,,,High Waist,,,,,,SHEIN Pleated High-Rise Mini Skater Skirt,14.0,,,,,
262,swskirt07200812747,,10000,0,0,0,0,0,0,0,0,9999,2914,17,Preppy,Navy Blue,Plain,Mini,Pleated,,,,,"Pleated, Zipper",Summer,"5% Spandex, 95% Polyester",Polyester,Non-Stretch,No,,,High Waist,,,,,,SHEIN Boxy Pleated Skater Skirt,14.0,,,,,
263,swskirt07200812275,,10000,0,0,0,0,0,0,0,0,9999,2914,17,Preppy,"Pastel, Baby Pink",Plain,Mini,Pleated,,,,,"Pleated, Zipper",Summer,"5% Spandex, 95% Polyester",Polyester,Non-Stretch,No,,,High Waist,,,,,,SHEIN Solid High Waist Pleated Skirt,14.0,,,,,
264,swskirt07201015107,,1475,5,0,6,1,31,9,45,17,1389,381,8,Elegant,Grey,Plain,Knee Length,Pencil,,,,,,Spring/Summer/Fall,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,,,High Waist,,,,,,SHEIN High Waist Solid Pencil Skirt,7.0,,,,,
265,swskirt07200827677,,1475,5,0,6,1,31,9,45,17,1389,381,8,Elegant,Navy Blue,Plain,Knee Length,Pencil,,,,,,Spring/Summer/Fall,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,,,High Waist,,,,,,SHEIN BASICS High Waist Solid Pencil Skirt,7.0,,,,,
266,swskirt07200828800,,1475,5,0,6,1,31,9,45,17,1389,381,6,Elegant,Maroon,Plain,Knee Length,Pencil,,,,,,Spring/Summer/Fall,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,,,High Waist,,,,,,SHEIN BASICS High Waist Bodycon Skirt,5.49,,,,,
267,swskirt07200828141,,1475,5,0,6,1,31,9,45,17,1389,381,8,Elegant,Black,Plain,Short,Bodycon,,,,,Rib-Knit,Spring/Summer/Fall,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,,,High Waist,,,,,,SHEIN BASICS Elastic Waist Solid Rib-knit Skirt,7.0,,,,,
268,swskirt07200828355,,1475,5,0,6,1,31,9,45,17,1389,381,7,Elegant,Dark Grey,Plain,Knee Length,Pencil,,,,,,Spring/Summer/Fall,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,,,Natural,,,,,,SHEIN BASICS Elastic Waist Solid Pencil Skirt,5.99,,,,,
269,swskirt07201015945,,1475,5,0,6,1,31,9,45,17,1389,381,8,Elegant,Chocolate Brown,Plain,Knee Length,Pencil,,,,,,Spring/Summer/Fall,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,,,High Waist,,,,,,SHEIN BASICS High Waist Solid Pencil Skirt,7.0,,,,,
270,swsweater23201013654,,353,1,0,3,1,12,1,16,2,321,36,19,Casual,Multicolor,Colorblock,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,Pullovers,,Spring/Fall,100% Polyester,Polyester,High Stretch,No,Regular Fit,,,,,,,,Drop Shoulder Colorblock Sweater,16.0,,,,,
271,swsweater23201125492,,353,1,0,3,1,12,1,16,2,321,36,19,Casual,Multicolor,Colorblock,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,Pullovers,,Spring/Fall,100% Polyester,Polyester,High Stretch,No,Regular Fit,,,,,,,,Drop Shoulder Colorblock Sweater,16.0,,,,,
272,swsweater23201125898,,353,1,0,3,1,12,1,16,2,321,36,19,Casual,Multicolor,Colorblock,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,Pullovers,,Spring/Fall,100% Polyester,Polyester,High Stretch,No,Regular Fit,,,,,,,,Drop Shoulder Colorblock Sweater,16.0,,,,,
273,swsweater23201128682,,353,1,0,3,1,12,1,16,2,321,36,19,Casual,Multicolor,Colorblock,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,Pullovers,,Spring/Fall,100% Polyester,Polyester,High Stretch,No,Regular Fit,,,,,,,,Drop Shoulder Colorblock Sweater,16.0,,,,,
274,swsweater23201128728,,353,1,0,3,1,12,1,16,2,321,36,19,Casual,Multicolor,Colorblock,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,Pullovers,,Spring/Fall,100% Polyester,Polyester,High Stretch,No,Regular Fit,,,,,,,,Drop Shoulder Colorblock Sweater,16.0,,,,,
275,swtee44201019946,,222,0,0,2,1,4,2,10,1,206,31,6,Casual,Black and White,Plaid,Regular,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Fall,"4% Spandex, 96% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,Plaid Long Sleeve Fitted Tee,4.99,,,,,
276,swsweatsh07200910276,,1501,4,0,11,3,35,8,93,20,1358,371,7,Casual,Black,Floral,Regular,Pullovers,Round Neck,Long Sleeve,Raglan Sleeve,,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,SHEIN Raglan Sleeve Floral Pullover,5.99,,,,,
277,swsweatsh07201019252,,1501,4,0,11,3,35,8,93,20,1358,371,7,Casual,White,Floral,Regular,Pullovers,Round Neck,Long Sleeve,Raglan Sleeve,,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,SHEIN Raglan Sleeve Floral Pullover,5.99,,,,,
278,swdress23201015853,,557,1,0,6,0,22,7,41,17,487,145,15,Casual,Multicolor,Ditsy Floral,Short,A Line,V neck,Long Sleeve,Flounce Sleeve,,"Wrap, Ruffle Hem",Spring/Summer,100% Viscose,Rayon,Non-Stretch,No,Regular Fit,,High Waist,,Yes,,,,Ditsy Floral Surplice Neck Ruffle Hem Dress Without Belt,12.99,,No,Flounce,,
279,swdress23200825931,,557,1,0,6,0,22,7,41,17,487,145,18,Casual,Multicolor,Ditsy Floral,Short,A Line,V neck,Long Sleeve,Flounce Sleeve,,"Wrap, Ruffle Hem",Spring/Summer,100% Viscose,Rayon,Non-Stretch,No,Regular Fit,,High Waist,,Yes,,,,Ditsy Floral Surplice Neck Ruffle Hem Dress,15.0,,,Flounce,,
280,swtee07201017781,,3226,42,9,61,15,159,33,215,60,2749,824,6,Elegant,Black,Plain,Regular,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,"Frill, Lettuce Trim, Rib-Knit",Spring/Fall,"4% Spandex, 96% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Lettuce Edge Mock-neck Ruffle Trim Fitted Tee,4.99,,,,,
281,swtee07200916826,,3226,3226,941,61,15,159,33,215,60,2749,824,6,Elegant,Apricot,Plain,Regular,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,"Frill, Lettuce Trim, Rib-Knit",Spring/Fall,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Lettuce Edge Mock-neck Ruffle Trim Fitted Tee,4.99,,,,,
282,swtee07201017440,,3226,42,9,61,15,159,33,215,60,2749,824,4,Elegant,Dark Grey,Plain,Regular,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,"Frill, Lettuce Trim, Rib-Knit",Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Lettuce Edge Mock-neck Ruffle Trim Fitted Tee,3.49,,,,,
283,swtee07201019967,,3226,42,9,61,15,159,33,215,60,2749,824,6,Elegant,Mint Green,Plain,Regular,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,"Frill, Lettuce Trim, Rib-Knit",Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Lettuce Edge Mock-neck Ruffle Trim Fitted Tee,4.99,,,,,
284,swtee07201019057,,3226,42,9,61,15,159,33,215,60,2749,824,6,Elegant,Rust Brown,Plain,Regular,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,"Frill, Lettuce Trim, Rib-Knit",Spring/Fall,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Lettuce Edge Mock-neck Ruffle Trim Fitted Tee,4.99,,,,,
285,swtee07201012216,,1788,4,2,8,4,48,23,82,23,1647,400,6,Basics,Khaki,Plain,Regular,,High Neck,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Fall,"91% Rayon, 9% Spandex",Rayon,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Solid High Neck Slim Tee,4.99,,,,,
286,swtee07200901792,,1788,4,2,8,4,48,23,82,23,1647,400,7,"Elegant, Basics",Chocolate Brown,Plain,Regular,,High Neck,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Fall,"91% Rayon, 9% Spandex",Rayon,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN High Neck Form Fitted Top,5.99,,,,,
287,swtee07201012210,,1788,4,2,8,4,48,23,82,23,1647,400,6,Basics,Black,Plain,Regular,,High Neck,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Fall,"91% Rayon, 9% Spandex",Rayon,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN High Neck Form Fitted Top,4.99,,,,,
288,swtee07201012341,,1788,4,2,8,4,48,23,82,23,1647,400,7,Casual,Redwood,Plain,Regular,,High Neck,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Fall,"91% Rayon, 9% Spandex",Rayon,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN High Neck Form Fitted Top,6.0,,,,,
289,swsweatsh23201029654,,57,0,0,0,0,0,0,3,0,55,6,12,Casual,Dark Grey,Letter,Regular,Pullovers,Hooded,Long Sleeve,Drop Shoulder,,Drawstring,Fall/Winter,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,Letter Graphic Thermal Drawstring Hoodie,9.99,,,,,
290,swvest07201112244,,10,0,0,0,0,0,0,0,0,10,4,5,Elegant,Multicolor,Leopard,Regular,Cami,Spaghetti Strap,,,,Contrast Lace,Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Lace Trim Leopard Cami Top,4.49,,,,,
291,swsweatsh04200925252,,1632,7,0,22,2,57,14,124,34,1423,332,12,Casual,Light Grey,"Letter, Plants",Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"70% Cotton, 30% Polyester",Cotton,Slight Stretch,No,Regular Fit,,,,,,,,Letter & Floral Print Sweatshirt,9.99,,,,,
292,swsweatsh04200721466,,1632,7,0,22,2,57,14,124,34,1423,332,12,Casual,White,"Letter, Plants",Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"70% Cotton, 30% Polyester",Cotton,Slight Stretch,No,Regular Fit,,,,,,,,Drop Shoulder Letter & Plants Graphic Sweatshirt,9.99,,,,,
293,swsweatsh04200831341,,1632,7,0,22,2,57,14,124,34,1423,332,12,Casual,Black,"Letter, Plants",Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"70% Cotton, 30% Polyester",Cotton,Slight Stretch,No,Regular Fit,,,,,,,,Drop Shoulder Letter & Plants Graphic Pullover,9.99,,,,,
294,swsweatsh04200831555,,1632,7,0,22,2,57,14,124,34,1423,332,12,Casual,"Pastel, Mint Green","Plants, Slogan",Regular,Pullovers,Round Neck,Long Sleeve,Regular Sleeve,,,Spring,"70% Cotton, 30% Polyester",Cotton,Slight Stretch,No,Regular Fit,,,,,,,,Slogan & Plants Print Pullover,9.99,,,,,
295,swsweatsh04200925692,,1632,7,0,22,2,57,14,124,34,1423,332,12,Casual,Red,"Plants, Slogan",Regular,Pullovers,Round Neck,Long Sleeve,Regular Sleeve,,,Spring,"70% Cotton, 30% Polyester",Cotton,Slight Stretch,No,Regular Fit,,,,,,,,Slogan & Plants Print Pullover,9.99,,,,,
