SKU,Points Earnning,Style,Color,Pattern Type,Length,Type,Neckline,Sleeve Length,Sleeve Type,Placket Type,Season,Material,Fabric,Sheer,Fit Type,Closure Type,Waist Line,Body,Bottom Type,Item Name,Price,Placket,Belt,Hem Shaped,Top Type,Rib-Knit,Pocket,Zipper,Button Front,Drawstring,Button,Lettuce Trim,Ruched,Knot,Contrast Lace,Frill,Ruched Bust,Backless,Tie Back,Wrap,Embroidery,Split,Asymmetrical,Ruffle,Belted,Ripped,Cut Out,Raw Hem,Ruffle Hem,Lace Up,Tie Front,Pleated,Criss Cross,Double Button,Contrast Binding,Split Thigh,Shirred,Classification
swtee07200821312,7,2,68,110,1,16,33,4,15,3,7,3,2,0,6,6,2,0,1,SHEIN BASICS Neon Orange Mock-Neck Crop Top,5.99,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swtee07200821191,4,2,51,110,1,16,33,4,15,3,5,3,2,0,6,6,2,0,1,SHEIN BASICS Mock Neck Form Fitted Crop Top,3.99,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swtee07200821143,7,2,7,110,1,16,33,4,15,3,7,3,2,0,6,6,2,0,1,SHEIN BASICS Mock-Neck Crop Top,5.99,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swjacket04200908089,18,2,64,106,10,58,5,4,6,0,3,22,2,0,4,6,2,1,1,Collared Zip Up Flap Pocket Front Buffalo Plaid Teddy Jacket,15.0,4,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swjacket04201014037,18,2,64,106,10,58,5,4,6,0,10,22,2,0,4,6,2,0,1,Collared Zip Up Flap Pocket Front Buffalo Plaid Teddy Jacket,15.0,4,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swjacket04201014692,18,2,4,106,10,58,5,4,6,0,3,22,2,0,4,6,2,0,1,Collared Zip Up Flap Pocket Front Buffalo Plaid Teddy Jacket,15.0,4,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swjacket04201014090,18,2,10,65,10,58,5,4,6,0,3,22,2,0,4,6,2,1,1,Collared Zip Up Flap Pocket Front Buffalo Plaid Teddy Jacket,15.0,4,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swtee07200522304,9,2,108,88,6,16,25,9,6,3,5,19,4,0,2,6,2,0,1,SHEIN Racer Car Graphic Dropped Shoulder Oversized Tee,7.99,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swtee07200620376,12,2,7,88,6,16,25,9,6,3,5,19,4,0,2,6,2,0,1,SHEIN Graphic Print Drop Shoulder Oversized Longline Tee,9.99,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swvest07200829372,4,2,7,110,1,10,29,1,7,0,9,3,4,0,6,6,2,0,1,SHEIN Rib-knit Solid Cami Top,4.0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swvest07200609956,7,5,64,77,1,10,29,1,7,0,9,19,4,0,6,6,2,0,1,SHEIN Lettuce Trim Lace Detail Leopard Cami Top,6.0,1,0,1,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swdress07200928593,7,16,7,110,11,7,29,1,7,0,9,19,2,0,6,6,5,0,1,SHEIN Solid Metallic Bodycon Dress,6.0,1,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swdress07200731961,8,9,29,110,9,7,29,8,7,0,0,19,2,0,6,6,2,0,1,SHEIN Solid Metallic Bodycon Dress,7.0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
swtwop44200918428,13,2,8,75,4,16,36,8,7,0,7,19,1,0,4,6,2,0,3,Houndstooth Cami Top With Pants,11.0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swsweatsh04200814015,12,2,45,79,10,40,16,4,6,0,5,19,4,0,2,6,2,0,1,Drop Shoulder Letter Graphic Drawstring Hoodie,9.99,1,0,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swtwop07200921211,25,2,10,127,4,16,25,4,6,0,5,19,4,0,4,6,2,0,6,SHEIN Tie Dye Drop Shoulder Pullover & Drawstring Sweatpants Set,21.0,1,0,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
swleg07200902284,9,17,51,110,6,41,12,1,7,0,0,19,4,0,0,6,2,0,1,SHEIN Knot Waist Rib-knit Solid Leggings,8.0,1,0,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swleg07201022324,9,2,7,110,6,41,12,1,7,0,0,19,4,0,0,6,2,0,1,SHEIN Knot Waist Rib-knit Solid Leggings,8.0,1,0,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swleg07201022391,10,17,45,110,6,41,12,1,7,0,0,19,4,0,0,6,2,0,1,SHEIN Knot Waist Rib-knit Solid Leggings,9.0,1,0,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swtop04200710648,10,2,7,110,1,28,5,4,15,0,3,3,4,0,6,6,2,0,1,Zip Up Rib-knit Crop Jacket,9.0,4,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swjacket04201019646,17,2,36,110,1,28,5,4,15,0,3,3,4,0,6,6,2,0,1,Zip Up Rib-knit Crop Jacket,14.0,4,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swjacket04201019119,17,2,108,110,1,28,5,4,15,0,3,3,4,0,6,6,2,0,1,Zip Up Rib-knit Crop Jacket,14.0,4,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swpants01200827231,21,8,59,110,2,45,12,1,7,0,1,5,1,0,5,0,3,0,1,Highest-Rise High Stretch Skinny Jeans,18.0,1,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swpants01191102859,20,8,52,110,2,45,12,1,7,0,1,5,1,0,5,0,3,0,1,Highest-Rise High Stretch Skinny Jeans,17.0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swpants01200824216,20,8,52,110,2,45,12,1,7,0,1,5,1,0,5,0,3,0,1,Highest-Rise High Stretch Skinny Jeans,17.0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swpants01201203484,21,2,35,110,2,45,12,1,7,0,1,5,1,0,5,0,3,0,1,Highest-Rise High Stretch Skinny Jeans,18.0,1,0,1,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swdress42201008944,18,9,23,110,11,10,29,8,7,0,3,26,1,0,4,6,3,0,1,Double Crazy Cowl Neck Velvet Cami Dress,15.0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swdress42201106184,18,9,100,110,11,10,30,8,7,0,3,26,1,0,6,6,3,0,1,Double Crazy Cowl Neck Velvet Cami Dress,15.0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swdress42201127774,18,9,107,110,11,10,30,8,7,0,3,26,1,0,6,6,3,0,1,Double Crazy Cowl Neck Velvet Cami Dress,15.0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swdress42201201257,18,9,95,110,11,7,29,8,7,0,3,26,1,0,6,6,3,1,1,Double Crazy Cowl Neck Velvet Cami Dress,15.0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swskirt04200902708,14,5,108,106,9,49,12,1,7,0,3,25,2,0,0,6,3,0,1,Double Button Plaid Tweed Skirt,12.0,1,0,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True
swskirt04201016010,14,5,66,106,9,49,12,1,7,0,3,25,2,0,0,6,3,0,1,Double Button Plaid Tweed Skirt,12.0,1,0,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True
swskirt04201016756,14,5,7,106,9,49,12,1,7,0,3,25,2,0,0,6,3,0,1,Double Button Plaid Tweed Skirt,12.0,1,0,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True
swskirt04201019343,15,5,8,106,9,49,12,1,7,0,3,25,2,0,0,6,3,0,1,Double Button Plaid Tweed Skirt,13.0,1,0,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True
swtee07200904616,4,5,36,110,1,16,31,4,15,3,5,19,4,0,6,6,2,0,1,SHEIN Ruched Bust Velvet Crop Tee,3.49,1,0,1,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swtee07201126460,6,9,7,110,1,16,31,4,15,3,3,26,4,0,6,6,2,0,1,SHEIN Ruched Bust Velvet Crop Tee,4.99,1,0,1,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swtee07201126631,3,5,23,110,1,16,31,4,15,3,3,26,4,0,6,6,2,0,1,SHEIN Ruched Bust Velvet Crop Tee,2.99,1,0,1,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swsweater04200717631,23,2,64,106,10,40,25,4,6,3,3,0,1,0,4,6,2,0,1,Drop Shoulder Plaid Sweater,19.0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swsweater07200826875,13,2,98,110,1,40,25,4,2,3,5,19,2,0,4,6,2,0,1,SHEIN Bishop Sleeve Solid Sweater,11.0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swtee07190930159,13,2,45,110,10,40,2,4,2,3,5,19,2,0,4,6,2,0,1,SHEIN Lantern Sleeve Marled Sweater,11.0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swsweater07200811933,12,2,30,110,1,40,25,4,2,3,5,19,2,0,4,6,2,0,1,SHEIN Rib Knit Crop Sweatshirt,10.0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swsweater07200811764,12,2,45,110,1,40,2,4,3,3,5,19,2,0,4,6,2,0,1,SHEIN Ribbed Heathered Knit Sweater,10.0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swsweater07200817717,13,2,2,110,1,40,25,4,0,3,5,19,2,0,4,6,2,0,1,SHEIN Ribbed Marled Knit Sweater,11.0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swsweater07200817099,12,2,65,110,1,40,25,4,2,3,5,19,2,0,4,6,2,0,1,SHEIN Lantern Sleeve Marled Sweater,10.0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swouter02201015002,36,2,66,110,11,34,18,4,15,0,3,28,2,0,4,6,2,0,1,Lapel Collar Double Breasted Coat,30.0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True
swsweater07200924521,15,2,108,110,10,40,25,4,4,3,5,19,4,0,4,6,2,0,1,SHEIN Drop Shoulder Lantern Sleeve Sweater,13.0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swsweater07200825786,14,2,7,110,10,40,25,4,4,3,5,19,4,0,4,6,2,0,1,SHEIN Drop Shoulder Lantern Sleeve Sweater,12.0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swsweater07200924515,17,2,34,110,10,40,25,4,4,3,5,19,4,0,4,6,2,0,1,SHEIN Drop Shoulder Lantern Sleeve Sweater,14.0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swsweater07200924093,17,2,22,110,10,40,25,4,4,3,5,19,4,0,4,6,2,0,1,SHEIN Drop Shoulder Lantern Sleeve Sweater,14.0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swsweater07200924083,9,2,26,110,10,40,25,4,6,3,5,19,4,0,4,6,2,0,1,SHEIN Drop Shoulder Lantern Sleeve Sweater,7.99,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swsweater07201105407,14,2,66,110,10,40,25,4,4,3,5,19,4,0,4,6,2,0,1,SHEIN Drop Shoulder Lantern Sleeve Sweater,12.0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swpants07200824221,17,2,66,127,6,20,12,1,7,0,3,2,2,0,4,4,3,0,1,SHEIN Flare Leg Tie Dye Cord Pants,14.0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swpants07201118654,15,2,64,127,6,20,12,1,7,0,3,2,2,0,4,4,3,0,1,SHEIN Flare Leg Tie Dye Cord Pants,13.0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swtop07200602118,6,2,108,110,1,16,36,8,7,3,9,19,4,0,6,6,2,0,1,SHEIN Frilled Strap Tie Front Ruched Bust Crop Top,5.0,1,0,1,3,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True
swvest07200423656,6,2,93,110,1,16,36,8,7,3,9,19,2,0,6,6,2,0,1,SHEIN Frill Trim Tie Front Ruched Bust Top,5.0,1,0,1,3,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swtop07200602832,6,2,3,110,1,16,36,1,7,3,9,19,4,0,6,6,2,0,1,SHEIN Frill Trim Tie Front Ruched Bust Top,5.0,1,0,1,3,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swtop07200602438,6,2,7,110,1,16,36,8,7,3,9,19,4,0,6,6,2,0,1,SHEIN Frill Trim Tie Front Ruched Bust Top,5.0,1,0,1,3,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True
swtop07200602808,6,2,72,110,1,16,36,8,7,3,9,19,4,0,6,6,2,0,1,SHEIN Frill Trim Tie Front Ruched Bust Top,5.0,1,0,1,3,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swtop07200714317,6,2,32,110,1,16,36,8,7,3,9,19,2,0,6,6,2,0,1,SHEIN Frilled Strap Tie Front Ruched Bust Crop Top,5.0,1,0,1,3,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swskirt07200605004,6,1,61,35,9,49,12,1,7,0,9,13,4,0,0,6,5,0,1,SHEIN Lettuce Trim Ditsy Floral Mesh Skirt,5.0,1,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swpants04200818034,13,9,7,110,6,45,12,1,7,0,3,18,1,0,5,4,3,0,1,High Waist PU Leather Skinny Pants,11.0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swpants04201202161,9,9,51,110,2,45,12,1,7,0,0,18,1,0,5,4,3,0,1,High Waist PU Leather Skinny Pants,7.49,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swpants04201202833,9,9,22,110,2,45,12,1,7,0,0,18,1,0,5,4,3,0,1,High Waist PU Leather Skinny Pants,7.49,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swpants04201202860,7,9,36,110,2,45,12,1,7,0,0,18,1,0,5,4,3,0,1,High Waist PU Leather Skinny Pants,5.99,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swpants04201202577,9,9,42,110,2,45,12,1,7,0,0,18,1,0,5,4,3,0,1,High Waist PU Leather Skinny Pants,7.49,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swouter07200820904,24,2,64,60,1,13,40,4,6,0,5,0,4,0,4,6,2,0,1,SHEIN Button Up Argyle Crop Cardigan,20.0,1,0,1,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swblouse44200817448,10,1,64,127,10,43,5,4,15,2,7,13,1,0,4,6,2,0,1,Marble Tie-Dye Mesh Buttoned Shirt,9.0,1,0,1,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swouter07200903644,27,15,64,23,10,11,40,4,6,0,5,0,4,0,2,6,2,0,1,SHEIN Argyle Drop Shoulder Button Up Cardigan,23.0,1,0,1,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swtee07200821163,9,6,108,110,10,16,31,4,15,3,5,3,4,0,6,6,2,0,1,SHEIN BASICS Square Neck Solid Top,7.99,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swtee07200820524,9,2,94,110,10,16,31,4,15,3,5,3,4,0,6,6,2,0,1,SHEIN BASICS Square Neck Form Fitted Tee,7.99,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swtee07200821804,9,2,29,110,10,16,31,4,15,3,5,3,4,0,6,6,2,0,1,SHEIN BASICS Square Neck Form Fitted Tee,7.99,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swtee07200821112,9,2,68,110,10,16,31,4,15,3,4,3,4,0,6,6,2,0,1,SHEIN BASICS Neon Orange Square Neck Form Fitted Tee,7.99,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swtee07200821298,9,2,7,110,10,16,31,4,15,3,5,3,4,0,6,6,2,0,1,SHEIN BASICS Square Neck Form Fitted Tee,7.99,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swtee07200821581,9,2,33,110,10,16,31,4,15,3,5,3,4,0,6,6,2,0,1,SHEIN BASICS Square Neck Form Fitted Tee,7.99,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swpants07200810248,13,5,7,110,6,45,12,1,7,0,8,19,4,0,5,7,3,0,1,SHEIN Zip Detail Split Hem Pants,11.0,1,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swvest07200612158,4,2,7,85,1,10,29,1,7,0,9,3,4,0,6,6,2,0,1,SHEIN Letter Graphic Crop Cami Top,4.0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swvest07201216602,4,2,97,85,1,10,29,1,7,0,9,3,4,0,6,6,2,0,1,SHEIN Letter Graphic Crop Cami Top,4.0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swvest07201216427,4,2,66,85,1,10,29,1,7,0,9,3,4,0,6,6,2,0,1,SHEIN Letter Graphic Crop Cami Top,4.0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swsweatsh07200908445,7,16,7,110,1,40,25,4,6,0,9,19,4,0,4,6,2,0,1,SHEIN Drop Shoulder Super Crop Pullover,5.99,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swsweatsh07201016775,6,16,57,110,1,40,25,4,6,0,9,3,4,0,4,6,2,0,1,SHEIN Drop Shoulder Super Crop Pullover,5.49,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,True
swsweatsh07201016910,7,16,108,110,1,40,25,4,6,0,9,3,4,0,4,6,2,0,1,SHEIN Drop Shoulder Super Crop Pullover,5.99,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,True
swjacket04200917079,9,2,45,110,1,58,33,4,6,0,3,22,4,0,4,6,2,0,1,Drop Shoulder Zip Up Teddy Crop Jacket,8.0,4,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swdress23200930193,19,5,64,35,6,0,25,4,12,0,5,19,2,0,4,6,3,0,1,Ditsy Floral Ruffle Hem Leg-of-mutton Sleeve Dress Without Belt,16.0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,True
swdress07200601086,7,16,3,106,9,7,29,8,7,0,9,19,4,0,6,6,5,0,1,SHEIN Split Side Fitted Cami Dress,6.0,1,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swdress07200813413,7,16,54,106,9,7,29,1,7,0,9,19,4,0,6,6,5,0,1,SHEIN Plaid Cami Bodycon Mini Dress,6.0,1,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swdress07200827694,6,2,8,106,11,7,29,8,7,0,9,19,4,0,6,6,5,0,1,SHEIN Split Hem Plaid Dress,5.0,1,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swdress07201216053,7,5,110,106,9,7,29,8,7,0,9,19,4,0,6,6,5,0,1,SHEIN Split Hem Plaid Dress,6.0,1,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swtee04200902939,7,2,7,110,10,16,33,4,15,1,5,19,1,0,6,6,2,0,1,Zip Half Placket Slim Tee,5.99,1,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swtee07200917932,6,5,57,110,10,16,27,4,15,3,5,19,4,0,6,6,2,0,1,SHEIN Scallop Edge Solid Top,4.99,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swtee07201008618,4,5,7,110,10,16,27,4,15,3,5,19,4,0,6,6,2,0,1,SHEIN Scallop Edge Solid Top,3.99,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swtee07201008414,6,5,102,110,10,16,27,4,15,3,5,19,4,0,6,6,2,0,1,SHEIN Scallop Edge Solid Top,4.99,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
swtee07201102623,6,5,33,110,10,16,27,4,15,3,5,19,4,0,6,6,2,0,1,SHEIN Scallop Edge Solid Top,4.99,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
